,e_male,e_female,tuple,trade_male,trade_female,financial_male,financial_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.41398156,-0.55947053,"('unsociable', 'sociable')",1.696083,1.6430234,0.5911915,0.45562643,0.30165967,0.17677239,0.5437381,0.4289879,-0.1147502
1,-1.3815491,-1.375086,"('unfriendly', 'friendly')",-0.8639979,-0.91941684,1.1573647,0.969405,0.8204104,0.6155848,-0.066943,-0.1773783,-0.1104353
2,1.26789,1.2530658,"('unlikable', 'likable')",0.98974043,0.96386766,2.3939605,2.4746773,1.0034144,1.0770813,1.4137514,1.442173,0.0284216
3,0.006159708,0.10922667,"('repellent', 'pleasant')",0.20250797,0.3582351,-0.36735767,-0.2571429,1.1404129,1.1817638,0.2454307,0.3480207,0.10259
4,-0.32921413,-0.3163211,"('disliked', 'liked')",-0.22956175,-0.2582004,0.29089877,0.2698107,-6.039612,-6.093742,-1.5768722,-1.5996132,-0.022741
5,-0.5306889,-0.48337007,"('distant', 'outgoing')",-1.0243726,-1.0765787,0.5465059,0.54482454,-1.3506095,-1.3376724,-0.5897913,-0.5881991,0.0015922
6,-0.43650943,-0.32183594,"('distant', 'open')",-1.3738174,-1.3450499,-0.3998117,-0.38929072,-1.6797618,-1.6845313,-0.9724751,-0.935177,0.0372981
7,1.0526028,1.1138598,"('insensitive', 'sensitive')",0.9092347,1.0299124,0.5136803,0.52738774,0.630255,0.65134645,0.7764432,0.8306265,0.0541833
8,-1.3395844,-1.3234848,"('unaffectionate', 'affectionate')",-1.0952125,-1.1458118,-0.022253893,-0.10949206,-0.43305227,-0.5147109,-0.7225258,-0.7733749,-0.0508491
9,-0.944045,-0.8878014,"('unaffectionate', 'caring')",0.09453069,0.0954565,1.2352042,1.1127633,0.5801293,0.52676123,0.2414548,0.2117949,-0.0296599
10,0.4107832,0.47972485,"('unsympathetic', 'sympathetic')",0.82743573,0.90442127,-0.7807361,-0.79268634,0.089037456,0.10730933,0.1366301,0.1746923,0.0380622
11,1.0610069,1.0588077,"('unhelpful', 'helpful')",1.2455466,1.2828777,0.6107097,0.6012957,2.6310532,2.669301,1.387079,1.4030704,0.0159914
12,0.6822907,0.79495263,"('unsupportive', 'supportive')",0.93315166,1.032742,1.0245949,1.0977238,-1.972723,-1.973586,0.1668285,0.2379581,0.0711296
13,1.0141017,0.985306,"('impolite', 'polite')",2.14357,2.1133666,0.63337576,0.69578564,-0.053284362,-0.06152875,0.9344408,0.9332324,-0.0012084
14,1.2560694,1.2008696,"('antisocial', 'social')",2.5131755,2.543233,2.205544,2.2574522,0.72631544,0.6758668,1.675276,1.6693553,-0.0059207
15,0.39706084,0.25257364,"('boring', 'funny')",0.24158503,0.12645009,0.565496,0.5200276,-0.16933702,-0.20926951,0.2587012,0.1724454,-0.0862558
16,-1.2206737,-1.2315667,"('unpopular', 'popular')",-0.95090187,-0.9437483,-0.2883481,-0.29284355,0.42267147,0.48236975,-0.509313,-0.4964472,0.0128658
17,-0.3058927,-0.17649987,"('nasty', 'nice')",-0.6316253,-0.5774112,-0.24222654,-0.15995193,-0.6158792,-0.55271256,-0.4489059,-0.3666439,0.082262
18,-0.8143458,-0.74114865,"('disagreeable', 'welcoming')",-0.61432064,-0.5586664,-0.29751813,-0.25955164,-0.88997793,-0.9504333,-0.6540406,-0.62745,0.0265906
19,-0.48042643,-0.45933998,"('inhospitable', 'hospitable')",-1.1562198,-1.2076342,-0.6529449,-0.7385472,-0.74312586,-0.655558,-0.7581793,-0.7652699,-0.0070906
20,-0.43069538,-0.39740896,"('rough', 'thoughtful')",-0.6505515,-0.55386454,-0.22278103,-0.18221241,0.10261989,0.14277782,-0.300352,-0.247677,0.052675
21,1.1315681,1.0585568,"('immoral', 'moral')",1.3013103,1.2811365,0.831671,0.78395146,0.26649633,0.36360875,0.8827615,0.8718134,-0.0109481
22,0.17417121,0.19459544,"('untrustworthy', 'trustworthy')",0.5076714,0.57178915,-0.2717602,-0.3032018,-0.60738534,-0.5330989,-0.0493257,-0.017479,0.0318467
23,0.24842003,0.19059873,"('insincere', 'sincere')",1.0162868,1.0508616,0.87088597,0.8382325,6.2614346,6.133129,2.099257,2.0532055,-0.0460515
24,1.0955538,1.1795382,"('dishonest', 'honest')",0.67791426,0.67490685,0.32155985,0.35133377,0.72574383,0.661755,0.7051929,0.7168835,0.0116906
25,-1.1984113,-1.2564564,"('egoistic', 'altruistic')",-0.64480704,-0.6111058,-0.19810612,-0.1620657,0.6989888,0.6598365,-0.3355839,-0.3424478,-0.0068639
