,howmet_male,howmet_female,tuple,aerospace_male,aerospace_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.0394588,-1.1681764,"('unsociable', 'sociable')",0.008186752,-0.14395313,-0.4966012,-0.6451014,-0.5092911,-0.6524103,-0.1431192
1,-1.0952811,-1.1373278,"('unfriendly', 'friendly')",1.0529075,0.90916467,2.1718426,1.9847775,0.709823,0.5855381,-0.1242849
2,0.662416,0.7138872,"('unlikable', 'likable')",0.3210856,0.4386059,0.6725238,0.7975431,0.5520085,0.6500121,0.0980036
3,-0.6522918,-0.64510286,"('repellent', 'pleasant')",-0.7311267,-0.68962854,-0.13674562,-0.03392014,-0.5067214,-0.4562172,0.0505042
4,0.7147389,0.68221277,"('disliked', 'liked')",0.08060489,0.06506883,-5.651027,-5.704351,-1.6185611,-1.6523565,-0.0337954
5,0.24904196,0.29296747,"('distant', 'outgoing')",-0.120802075,-0.19034478,0.29519996,0.28717613,0.1411466,0.1299329,-0.0112137
6,-0.2599913,-0.18781944,"('distant', 'open')",-0.65003407,-0.70087683,0.62806636,0.605455,-0.0939863,-0.0944138,-0.0004275
7,-0.26720035,-0.26856822,"('insensitive', 'sensitive')",0.60893345,0.66824085,0.569662,0.61180824,0.3037984,0.3371603,0.0333619
8,-0.87029004,-0.8349584,"('unaffectionate', 'affectionate')",0.21435155,0.19204529,0.5911156,0.5432562,-0.0216076,-0.033219,-0.0116114
9,-0.7820098,-0.77664113,"('unaffectionate', 'caring')",0.77186006,0.71777356,1.1637139,1.1655213,0.3845214,0.3688846,-0.0156368
10,-0.8963049,-0.9417876,"('unsympathetic', 'sympathetic')",-0.32934615,-0.34121057,-0.56511563,-0.57410127,-0.5969222,-0.6190332,-0.022111
11,-0.6796483,-0.6548477,"('unhelpful', 'helpful')",0.62584335,0.64554834,1.5140063,1.566335,0.4867338,0.5190119,0.0322781
12,-0.34587726,-0.3203316,"('unsupportive', 'supportive')",0.5574975,0.66250813,-1.6452122,-1.5935265,-0.477864,-0.4171166,0.0607474
13,0.060948797,-0.0047670323,"('impolite', 'polite')",0.37840995,0.27375597,-0.048086315,-0.09579327,0.1304241,0.0577319,-0.0726922
14,-0.26244462,-0.36693332,"('antisocial', 'social')",0.32514477,0.33171147,-0.7839605,-0.7758363,-0.2404201,-0.2703527,-0.0299326
15,0.19691661,0.17883259,"('boring', 'funny')",0.48339725,0.40682185,0.73316365,0.6619991,0.4711591,0.4158845,-0.0552746
16,-0.18693115,-0.13803716,"('unpopular', 'popular')",0.16715062,0.17351711,1.1061685,1.1192104,0.3621293,0.3848968,0.0227675
17,0.5253056,0.5478826,"('nasty', 'nice')",0.124836706,0.08775398,-0.14609116,-0.09637772,0.168017,0.1797529,0.0117359
18,-0.28003895,-0.21043605,"('disagreeable', 'welcoming')",-0.28889248,-0.27152622,-0.30028546,-0.34810892,-0.289739,-0.2766904,0.0130486
19,-0.17812118,-0.10018751,"('inhospitable', 'hospitable')",-0.5111968,-0.6268097,0.28355843,0.25164297,-0.1352532,-0.1584514,-0.0231982
20,-0.4614262,-0.4883745,"('rough', 'thoughtful')",0.3838828,0.4396895,0.88052535,0.85852695,0.2676607,0.2699473,0.0022866
21,-0.43626434,-0.46485588,"('immoral', 'moral')",0.46838456,0.39558926,-0.96971655,-0.93289703,-0.3125321,-0.3340545,-0.0215224
22,0.3036934,0.26199415,"('untrustworthy', 'trustworthy')",-0.36184174,-0.40254846,-1.2439619,-1.230263,-0.4340367,-0.4569391,-0.0229024
23,-0.18942365,-0.2555948,"('insincere', 'sincere')",0.45194063,0.45303512,5.5050097,5.5211062,1.9225089,1.9061821,-0.0163268
24,0.42551842,0.37508553,"('dishonest', 'honest')",0.24963959,0.26499426,0.884594,0.8889394,0.5199173,0.509673,-0.0102443
25,0.08169399,0.11370555,"('egoistic', 'altruistic')",0.61297286,0.5901376,1.4351856,1.3906044,0.7099508,0.6981492,-0.0118016
26,-0.30689624,-0.38359672,"('hardhearted', 'benevolent')",1.2867628,1.2244647,1.5912553,1.4508348,0.8570406,0.7639009,-0.0931397
27,-0.33456805,-0.24934617,"('hardhearted', 'softhearted')",-0.23498142,-0.17527628,1.4491252,1.4133843,0.2931919,0.3295873,0.0363954
28,-0.74859154,-0.82149404,"('disloyal', 'loyal')",0.29035696,0.13721521,0.79962236,0.7061876,0.1137959,0.0073029,-0.106493
29,0.12245126,0.11130622,"('unfair', 'fair')",-0.13981889,-0.15251926,-0.45756108,-0.6046659,-0.1583096,-0.215293,-0.0569834
30,-0.033031058,-0.10390121,"('intolerant', 'tolerant')",0.97094417,0.95532554,1.4181253,1.3363826,0.7853461,0.729269,-0.0560771
31,-0.2714995,-0.13671938,"('evil', 'good')",-0.23593599,-0.20009272,-0.557872,-0.6909899,-0.3551025,-0.3426007,0.0125018
32,-0.31617457,-0.34713396,"('unkind', 'kind')",-0.06379402,-0.062162973,0.8477056,0.7925288,0.1559123,0.127744,-0.0281683
33,1.0571587,1.0287858,"('wrong', 'right')",1.5394838,1.4739553,-0.09102813,-0.12622195,0.8352048,0.7921731,-0.0430317
34,0.1276798,0.16664338,"('mean', 'honorable')",0.68699455,0.8116035,5.883728,5.9565716,2.2328008,2.3116061,0.0788053
35,1.0980633,1.1080738,"('corrupt', 'incorrupt')",-0.009896865,-0.06578921,0.16943453,0.023669114,0.4192003,0.3553179,-0.0638824
36,0.043905176,0.03610962,"('hostile', 'amicable')",-0.48922765,-0.5919827,0.3607,0.16387244,-0.0282075,-0.1306669,-0.1024594
37,0.4115358,0.44024873,"('fake', 'genuine')",-0.3250394,-0.30749395,0.05461296,0.0817596,0.0470365,0.0715048,0.0244683
38,-0.041951805,-0.026604995,"('untruthful', 'truthful')",-0.35961413,-0.34893224,0.17269653,0.23258196,-0.0762898,-0.0476518,0.028638
39,0.69636476,0.73026097,"('exploitative', 'cooperative')",1.1268615,1.1762165,-0.14875636,-0.122560896,0.5581566,0.5946389,0.0364823
40,0.31602874,0.33363962,"('stingy', 'generous')",-0.106025785,-0.030501563,-1.2431605,-1.3077949,-0.3443859,-0.3348856,0.0095003
41,0.7319533,0.7170918,"('unforgiving', 'forgiving')",-0.074273676,-0.08007321,-0.004384985,-0.108569555,0.2177649,0.1761497,-0.0416152
42,0.2168496,0.27757704,"('unreliable', 'reliable')",-1.206708,-1.0539949,-3.2630873,-3.1209402,-1.4176486,-1.2991193,0.1185293
43,-0.52658904,-0.5382903,"('irresponsible', 'responsible')",0.37467706,0.3798286,0.2570031,0.27735066,0.0350304,0.0396296,0.0045992
44,0.94611806,0.9203595,"('prejudiced', 'unprejudiced')",-1.1093087,-1.0432205,-1.5926641,-1.6058229,-0.5852849,-0.576228,0.0090569
