,prologis_male,prologis_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.675082,-0.7867755,"('unsociable', 'sociable')",-0.5504646,-0.62052697,-0.6127733,-0.7036512,-0.0908779
1,-1.8666153,-2.0379136,"('unfriendly', 'friendly')",2.1420767,2.0454714,0.1377307,0.0037789,-0.1339518
2,0.11634586,0.19505726,"('unlikable', 'likable')",0.6336662,0.7610868,0.375006,0.478072,0.103066
3,-0.17482708,-0.11379643,"('repellent', 'pleasant')",0.14356582,0.19877237,-0.0156306,0.042488,0.0581186
4,-0.51270676,-0.56332564,"('disliked', 'liked')",-6.1490855,-6.2612596,-3.3308961,-3.4122925,-0.0813964
5,-1.2519857,-1.2069614,"('distant', 'outgoing')",0.13464311,0.08744721,-0.5586713,-0.5597571,-0.0010858
6,-1.5938439,-1.5384982,"('distant', 'open')",0.7395239,0.6824725,-0.42716,-0.4280128,-0.0008528
7,-0.49381202,-0.458188,"('insensitive', 'sensitive')",0.16799808,0.31853363,-0.162907,-0.0698272,0.0930798
8,-1.2523142,-1.305547,"('unaffectionate', 'affectionate')",1.102509,1.0252191,-0.0749026,-0.140164,-0.0652614
9,-1.5820777,-1.6022867,"('unaffectionate', 'caring')",1.1417754,1.1434358,-0.2201512,-0.2294254,-0.0092742
10,-0.8478488,-0.8612574,"('unsympathetic', 'sympathetic')",-0.93085593,-0.8761233,-0.8893523,-0.8686904,0.0206619
11,-0.1477822,-0.10020581,"('unhelpful', 'helpful')",0.92664737,1.0582545,0.3894326,0.4790244,0.0895918
12,-0.6694316,-0.5196668,"('unsupportive', 'supportive')",-2.1260364,-2.0338113,-1.397734,-1.2767391,0.1209949
13,-0.6052851,-0.64298254,"('impolite', 'polite')",-1.0173995,-0.96511936,-0.8113424,-0.8040509,0.0072915
14,0.6565781,0.6407616,"('antisocial', 'social')",-0.6691419,-0.713766,-0.0062819,-0.0365022,-0.0302203
15,-0.12323226,-0.18233976,"('boring', 'funny')",0.632251,0.5535184,0.2545094,0.1855893,-0.0689201
16,-0.9348828,-0.95143414,"('unpopular', 'popular')",0.8450804,0.8330331,-0.0449012,-0.0592005,-0.0142993
17,-0.58901674,-0.5484262,"('nasty', 'nice')",-0.39377412,-0.36659694,-0.4913954,-0.4575116,0.0338838
18,-0.43825892,-0.36001435,"('disagreeable', 'welcoming')",-0.19505255,-0.1769727,-0.3166557,-0.2684935,0.0481622
19,-1.6909349,-1.6303318,"('inhospitable', 'hospitable')",-0.07880363,0.057290174,-0.8848693,-0.7865208,0.0983485
20,0.56307423,0.5607156,"('rough', 'thoughtful')",1.3713111,1.3261061,0.9671926,0.9434109,-0.0237817
21,0.6890221,0.6158218,"('immoral', 'moral')",-0.88908917,-0.7695926,-0.1000335,-0.0768854,0.0231481
22,0.4057086,0.44181406,"('untrustworthy', 'trustworthy')",-1.0535784,-1.0686826,-0.3239349,-0.3134342,0.0105007
23,-0.38595778,-0.4435236,"('insincere', 'sincere')",5.082841,5.0681324,2.3484416,2.3123045,-0.0361371
24,-0.5178577,-0.57877684,"('dishonest', 'honest')",0.5024291,0.49393174,-0.0077143,-0.0424225,-0.0347082
