,international_male,international_female,tuple,business_male,business_female,machs_male,machs_female,cor_male,cor_female,average_male,average_female,female-male
0,0.37173876,0.23416409,"('unsociable', 'sociable')",1.2812765,1.14574,0.9161633,0.75255084,0.40917256,0.34119526,0.7445878,0.6184126,-0.1261752
1,-0.5140393,-0.52098477,"('unfriendly', 'friendly')",-0.9876542,-1.0075027,-1.5783979,-1.7137142,-1.1440051,-1.187809,-1.0560241,-1.1075027,-0.0514786
2,2.0230567,2.1273704,"('unlikable', 'likable')",2.1371748,2.235926,0.8808273,0.93684214,1.1983988,1.2388636,1.5598645,1.6347505,0.074886
3,-0.3635225,-0.3735867,"('repellent', 'pleasant')",0.39517018,0.38708532,0.27340147,0.38949192,0.45655105,0.5923065,0.1904,0.2488243,0.0584243
4,0.030842807,-0.036907617,"('disliked', 'liked')",-0.94893634,-0.8522194,-0.88327706,-0.903785,-3.8700173,-3.978115,-1.4178469,-1.4427568,-0.0249099
5,-1.1112386,-0.92293316,"('distant', 'outgoing')",-0.9013057,-0.61018336,-2.122862,-2.051672,-2.685926,-2.6752996,-1.7053331,-1.565022,0.1403111
6,-1.0534835,-0.8654897,"('distant', 'open')",-1.8087708,-1.5561476,-2.853276,-2.7783372,-2.7182968,-2.6679735,-2.1084569,-1.966987,0.1414699
7,0.38575262,0.35022873,"('insensitive', 'sensitive')",0.7292273,0.70279956,0.18570414,0.22270843,0.13798678,0.22005229,0.3596677,0.3739473,0.0142796
8,-0.73344755,-0.6845284,"('unaffectionate', 'affectionate')",-1.0371556,-1.0109292,-1.4943181,-1.6012182,-1.6086661,-1.665256,-1.2183968,-1.240483,-0.0220862
9,-0.08272269,4.2706728e-05,"('unaffectionate', 'caring')",0.11645475,0.13389814,-1.1980611,-1.3212309,-1.0739776,-1.0837749,-0.5595766,-0.5677662,-0.0081896
10,-0.37679657,-0.39679846,"('unsympathetic', 'sympathetic')",0.50307417,0.37776515,0.81943583,0.7565434,0.3528848,0.3538192,0.3246495,0.2728323,-0.0518172
11,0.92030025,0.9675622,"('unhelpful', 'helpful')",2.1341693,2.0767415,0.91766053,0.8420082,1.5740931,1.5670111,1.3865558,1.3633307,-0.0232251
12,0.7736233,0.9314568,"('unsupportive', 'supportive')",0.95907927,1.1648062,-0.15352495,-0.17335719,-1.9609447,-1.9346741,-0.0954418,-0.0029421,0.0924997
13,1.0998697,1.1077027,"('impolite', 'polite')",2.2769055,2.2768667,1.6333257,1.6018481,0.87228066,0.8685942,1.4705954,1.463753,-0.0068424
