,corn_male,corn_female,tuple,average_male,average_female,female-male
0,-0.5727803,-0.64292926,"('unsociable', 'sociable')",-0.5727803,-0.6429293,-0.070149
1,1.8526198,1.8508676,"('unfriendly', 'friendly')",1.8526198,1.8508676,-0.0017522
2,-0.113762096,-0.024304189,"('unlikable', 'likable')",-0.1137621,-0.0243042,0.0894579
3,0.12445479,0.3163426,"('repellent', 'pleasant')",0.1244548,0.3163426,0.1918878
4,-7.36306,-7.2950335,"('disliked', 'liked')",-7.36306,-7.2950335,0.0680265
5,-0.1003036,-0.07166256,"('distant', 'outgoing')",-0.1003036,-0.0716626,0.028641
6,0.54413164,0.5260763,"('distant', 'open')",0.5441316,0.5260763,-0.0180553
7,0.11875119,0.25786462,"('insensitive', 'sensitive')",0.1187512,0.2578646,0.1391134
8,1.6909884,1.5929329,"('unaffectionate', 'affectionate')",1.6909884,1.5929329,-0.0980555
9,1.8073412,1.7220771,"('unaffectionate', 'caring')",1.8073412,1.7220771,-0.0852641
10,0.09952897,0.14104666,"('unsympathetic', 'sympathetic')",0.099529,0.1410467,0.0415177
11,1.1284885,1.135894,"('unhelpful', 'helpful')",1.1284885,1.1358939,0.0074054
12,-1.9114285,-1.8377523,"('unsupportive', 'supportive')",-1.9114285,-1.8377523,0.0736762
13,-0.91560477,-0.94883883,"('impolite', 'polite')",-0.9156048,-0.9488388,-0.033234
14,-0.5915722,-0.60481465,"('antisocial', 'social')",-0.5915722,-0.6048146,-0.0132424
15,0.25385568,0.26146385,"('boring', 'funny')",0.2538557,0.2614639,0.0076082
16,-0.10133055,-0.03713526,"('unpopular', 'popular')",-0.1013305,-0.0371353,0.0641952
17,-0.013274197,0.0050185435,"('nasty', 'nice')",-0.0132742,0.0050185,0.0182927
18,-0.4288127,-0.38678333,"('disagreeable', 'welcoming')",-0.4288127,-0.3867833,0.0420294
19,-0.27617067,-0.19141155,"('inhospitable', 'hospitable')",-0.2761707,-0.1914116,0.0847591
20,0.69911474,0.6372647,"('rough', 'thoughtful')",0.6991147,0.6372647,-0.06185
21,-1.0079918,-0.8998003,"('immoral', 'moral')",-1.0079918,-0.8998003,0.1081915
22,-1.4574571,-1.307358,"('untrustworthy', 'trustworthy')",-1.4574571,-1.307358,0.1500991
23,6.0833254,6.0549703,"('insincere', 'sincere')",6.0833254,6.0549703,-0.0283551
24,1.2466922,1.0736035,"('dishonest', 'honest')",1.2466922,1.0736035,-0.1730887
25,1.6159377,1.4679646,"('egoistic', 'altruistic')",1.6159377,1.4679646,-0.1479731
26,1.0010573,0.86759686,"('hardhearted', 'benevolent')",1.0010573,0.8675969,-0.1334604
27,1.7706053,1.5559651,"('hardhearted', 'softhearted')",1.7706053,1.5559651,-0.2146402
28,1.3364159,1.1743191,"('disloyal', 'loyal')",1.3364159,1.1743191,-0.1620968
29,-0.56846166,-0.6660503,"('unfair', 'fair')",-0.5684617,-0.6660503,-0.0975886
30,0.6796585,0.6812788,"('intolerant', 'tolerant')",0.6796585,0.6812788,0.0016203
31,-0.22827499,-0.13361083,"('evil', 'good')",-0.228275,-0.1336108,0.0946642
32,0.7665678,0.6566966,"('unkind', 'kind')",0.7665678,0.6566966,-0.1098712
33,-0.10375843,-0.2073021,"('wrong', 'right')",-0.1037584,-0.2073021,-0.1035437
34,4.750251,4.848387,"('mean', 'honorable')",4.7502508,4.8483868,0.098136
35,0.03115829,-0.22802475,"('corrupt', 'incorrupt')",0.0311583,-0.2280248,-0.2591831
36,0.13089003,0.056172654,"('hostile', 'amicable')",0.13089,0.0561727,-0.0747173
37,0.81285024,0.8060702,"('fake', 'genuine')",0.8128502,0.8060702,-0.00678
38,-0.30084708,-0.3580684,"('untruthful', 'truthful')",-0.3008471,-0.3580684,-0.0572213
39,0.690178,0.60964155,"('exploitative', 'cooperative')",0.690178,0.6096416,-0.0805364
