,halliburton_male,halliburton_female,tuple,company_male,company_female,average_male,average_female,female-male
0,-1.749772,-1.7497039,"('unsociable', 'sociable')",0.7109726,0.7318604,-0.5193996,-0.5089217,0.0104779
1,-0.0751361,-0.18048948,"('unfriendly', 'friendly')",1.5119793,1.445616,0.7184216,0.6325632,-0.0858584
2,0.26121184,0.37757328,"('unlikable', 'likable')",0.11850767,0.2130281,0.1898597,0.2953007,0.105441
3,-1.321582,-1.1871084,"('repellent', 'pleasant')",0.09253746,0.14803024,-0.6145222,-0.5195391,0.0949831
4,1.1495924,1.1473721,"('disliked', 'liked')",-6.6486707,-6.6668625,-2.7495391,-2.7597451,-0.010206
5,1.8527915,1.7374492,"('distant', 'outgoing')",-1.1599675,-1.1626941,0.346412,0.2873775,-0.0590345
6,1.7409174,1.6378878,"('distant', 'open')",-0.73070514,-0.8153752,0.5051062,0.4112563,-0.0938499
7,-1.1447852,-1.0605736,"('insensitive', 'sensitive')",1.1259091,1.1581846,-0.009438,0.0488055,0.0582435
8,0.41559255,0.30998462,"('unaffectionate', 'affectionate')",0.92967474,0.8132625,0.6726336,0.5616236,-0.11101
9,-0.14015032,-0.18864055,"('unaffectionate', 'caring')",1.2800566,1.2337496,0.5699531,0.5225545,-0.0473986
10,-2.9627876,-2.8689027,"('unsympathetic', 'sympathetic')",0.73607326,0.8043994,-1.1133572,-1.0322516,0.0811056
11,-2.1492014,-2.0820916,"('unhelpful', 'helpful')",2.0237074,2.1708615,-0.062747,0.044385,0.107132
12,-1.1802251,-1.1604474,"('unsupportive', 'supportive')",-1.3845562,-1.2819949,-1.2823906,-1.2212212,0.0611694
13,-1.6893632,-1.6560285,"('impolite', 'polite')",-0.030031703,0.10343966,-0.8596975,-0.7762944,0.0834031
14,-0.8386374,-0.77441245,"('antisocial', 'social')",0.9299861,0.9836962,0.0456744,0.1046419,0.0589675
15,0.517066,0.42929512,"('boring', 'funny')",0.48904306,0.5556816,0.5030545,0.4924884,-0.0105661
16,0.5816739,0.5670235,"('unpopular', 'popular')",-0.082003325,-0.1327591,0.2498353,0.2171322,-0.0327031
17,0.33950764,0.38327962,"('nasty', 'nice')",-0.2535444,-0.19460498,0.0429816,0.0943373,0.0513557
18,0.0771714,0.090230905,"('disagreeable', 'welcoming')",-0.95220226,-1.0303605,-0.4375154,-0.4700648,-0.0325494
19,0.41587153,0.46482545,"('inhospitable', 'hospitable')",-0.9624367,-0.92543834,-0.2732826,-0.2303064,0.0429762
20,-0.68642354,-0.683786,"('rough', 'thoughtful')",0.45034862,0.45161682,-0.1180375,-0.1160846,0.0019529
21,-2.3848517,-2.2096572,"('immoral', 'moral')",-0.0027382374,0.13064726,-1.193795,-1.039505,0.15429
22,-0.28125498,-0.3152749,"('untrustworthy', 'trustworthy')",-0.28021154,-0.27520257,-0.2807333,-0.2952387,-0.0145054
23,-1.6549785,-1.6634021,"('insincere', 'sincere')",5.765054,5.6963024,2.055038,2.0164502,-0.0385878
24,-1.1348224,-1.1474124,"('dishonest', 'honest')",0.8186199,0.7429968,-0.1581012,-0.2022078,-0.0441066
25,0.7682275,0.7334167,"('egoistic', 'altruistic')",0.8388796,0.77138656,0.8035536,0.7524016,-0.051152
26,0.39985827,0.33332556,"('hardhearted', 'benevolent')",1.9236125,1.9407676,1.1617354,1.1370466,-0.0246888
27,0.018092487,-0.1398064,"('hardhearted', 'softhearted')",1.0273808,0.82335895,0.5227367,0.3417763,-0.1809604
