,first_male,first_female,tuple,horizon_male,horizon_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.5442806,-0.76039696,"('unsociable', 'sociable')",-0.25786826,-0.55858237,-0.27022135,-0.38294822,-0.3574567,-0.5673091,-0.2098524
1,-1.6835548,-1.7125392,"('unfriendly', 'friendly')",-0.5271445,-0.72109205,1.5032288,1.4105741,-0.2358235,-0.341019,-0.1051955
2,0.42702192,0.391901,"('unlikable', 'likable')",0.86085886,0.853019,0.81023794,0.8066907,0.6993729,0.6838702,-0.0155027
3,0.47726837,0.5047828,"('repellent', 'pleasant')",0.19250524,0.27415177,0.8201468,0.84386647,0.4966401,0.5409337,0.0442936
4,-1.0388361,-1.0050799,"('disliked', 'liked')",-0.54231614,-0.38908708,-7.082382,-7.2954044,-2.8878447,-2.8965238,-0.0086791
5,-1.7098806,-1.7222489,"('distant', 'outgoing')",-1.3264071,-1.2529727,-0.558609,-0.38222477,-1.1982989,-1.1191488,0.0791501
6,-1.5472473,-1.498224,"('distant', 'open')",-1.8014642,-1.7190231,-0.45145565,-0.2621848,-1.2667224,-1.1598106,0.1069118
7,1.1578335,1.2247437,"('insensitive', 'sensitive')",0.97042215,0.9404154,0.21240741,0.30784538,0.780221,0.8243349,0.0441139
8,-1.4356866,-1.4920577,"('unaffectionate', 'affectionate')",-0.57538766,-0.76057017,0.61128354,0.69874316,-0.4665969,-0.5179616,-0.0513647
9,-0.3764745,-0.3299126,"('unaffectionate', 'caring')",-0.014699386,-0.16955507,1.2345476,1.427537,0.2811246,0.3093564,0.0282318
10,0.65112466,0.5704681,"('unsympathetic', 'sympathetic')",-0.3449639,-0.6395193,-0.4030213,-0.35110334,-0.0322869,-0.1400515,-0.1077646
11,0.79547673,0.79153174,"('unhelpful', 'helpful')",0.2712351,0.21563187,2.086969,2.2245002,1.0512269,1.0772212,0.0259943
12,0.34214914,0.4324092,"('unsupportive', 'supportive')",0.9325884,0.9562453,-2.2584536,-2.1754794,-0.3279053,-0.262275,0.0656303
13,1.0586606,0.8381313,"('impolite', 'polite')",0.8103162,0.5818943,-0.70612746,-0.6652607,0.3876165,0.2515883,-0.1360282
14,0.40630382,0.37205297,"('antisocial', 'social')",0.6442793,0.52667075,-0.26727006,-0.41001984,0.2611043,0.1629013,-0.098203
15,0.015377693,-0.11594561,"('boring', 'funny')",-0.17441547,-0.3439185,-0.31492436,-0.259311,-0.1579874,-0.239725,-0.0817376
16,-1.890385,-1.9211792,"('unpopular', 'popular')",-0.410965,-0.42422417,0.37925094,0.3734351,-0.6406997,-0.6573228,-0.0166231
17,-0.5334844,-0.55342096,"('nasty', 'nice')",0.093776666,0.2549132,-0.7136204,-0.67069286,-0.3844427,-0.3230669,0.0613758
18,-0.56935036,-0.5019182,"('disagreeable', 'welcoming')",-0.20566458,-0.153871,-0.6251459,-0.63943785,-0.4667203,-0.4317424,0.0349779
19,-1.4137921,-1.4648875,"('inhospitable', 'hospitable')",-1.0667799,-1.0352135,-0.62611747,-0.43439424,-1.0355632,-0.9781651,0.0573981
20,-0.04888568,0.030075105,"('rough', 'thoughtful')",0.6308741,0.6988085,0.87767905,0.9187925,0.4865558,0.5492254,0.0626696
21,1.9812841,1.9008803,"('immoral', 'moral')",0.63520944,0.44310296,-0.5129627,-0.49757153,0.701177,0.6154706,-0.0857064
22,-0.029579464,-0.06474463,"('untrustworthy', 'trustworthy')",-0.27466106,-0.38934976,-1.3019586,-1.2669754,-0.5353997,-0.5736899,-0.0382902
23,1.0015093,0.96543443,"('insincere', 'sincere')",1.1606534,1.0354886,6.1847024,6.3280272,2.7822882,2.776317,-0.0059712
24,0.7957737,0.83870775,"('dishonest', 'honest')",0.3188049,0.2068299,0.7736458,0.89906335,0.6294081,0.6482004,0.0187923
25,-1.3635694,-1.3060136,"('egoistic', 'altruistic')",0.024235314,0.06446158,1.017662,0.9505746,-0.107224,-0.0969925,0.0102315
26,-1.435926,-1.6689886,"('hardhearted', 'benevolent')",0.7485482,0.42829284,1.4339554,1.1501653,0.2488592,-0.0301768,-0.279036
27,0.17190064,0.3439287,"('hardhearted', 'softhearted')",-0.5404639,-0.4375384,1.0653789,1.1117308,0.2322719,0.3393737,0.1071018
28,0.5667759,0.58746964,"('disloyal', 'loyal')",0.61120147,0.51422524,1.4395669,1.4272108,0.8725147,0.8429685,-0.0295462
29,-0.015260559,0.15142062,"('unfair', 'fair')",0.031430267,0.11288372,-0.21243708,-0.34267706,-0.0654225,-0.0261242,0.0392983
30,0.57871056,0.6582251,"('intolerant', 'tolerant')",1.3458042,1.1970571,0.74256915,0.7501014,0.889028,0.8684612,-0.0205668
31,-2.239761,-2.258966,"('evil', 'good')",-1.4072012,-1.259116,-1.1454414,-1.1265097,-1.5974679,-1.5481973,0.0492706
32,0.7120896,0.6382782,"('unkind', 'kind')",-0.008207075,-0.18114601,0.7885031,0.6293666,0.4974619,0.3621662,-0.1352957
33,0.13892798,0.16817155,"('wrong', 'right')",0.37471917,0.26665655,-0.7617994,-0.7233402,-0.0827174,-0.0961707,-0.0134533
34,-0.0613268,0.085528746,"('mean', 'honorable')",0.29610008,0.40636268,5.9744296,6.316513,2.0697343,2.2694681,0.1997338
35,-1.9937205,-1.8804122,"('corrupt', 'incorrupt')",-0.81341493,-0.5738819,-0.5951211,-0.5443818,-1.1340856,-0.9995587,0.1345269
36,-2.70483,-2.797181,"('hostile', 'amicable')",-0.89935035,-0.8656098,-0.08890317,-0.13953006,-1.2310278,-1.2674403,-0.0364125
37,1.1412244,1.2277313,"('fake', 'genuine')",-0.021267861,-0.094350606,0.17519873,0.28885457,0.4317184,0.4740785,0.0423601
38,-0.46103922,-0.4473282,"('untruthful', 'truthful')",0.1653951,0.22239348,0.27325645,0.47135943,-0.0074626,0.0821416,0.0896042
39,1.6923331,1.686957,"('exploitative', 'cooperative')",1.2708976,1.2704815,0.06753209,0.052006606,1.0102542,1.0031484,-0.0071058
