,imprisonment_male,imprisonment_female,tuple,average_male,average_female,female-male
0,-0.4468249,-0.38501143,"('unsociable', 'sociable')",-0.4468249,-0.3850114,0.0618135
1,1.3805095,1.4333552,"('unfriendly', 'friendly')",1.3805095,1.4333552,0.0528457
2,-0.32406968,-0.2827892,"('unlikable', 'likable')",-0.3240697,-0.2827892,0.0412805
3,0.293008,0.36873057,"('repellent', 'pleasant')",0.293008,0.3687306,0.0757226
4,-7.366683,-7.471209,"('disliked', 'liked')",-7.366683,-7.471209,-0.104526
5,-0.10120025,-0.12800354,"('distant', 'outgoing')",-0.1012003,-0.1280035,-0.0268032
6,0.55472445,0.44300625,"('distant', 'open')",0.5547245,0.4430062,-0.1117183
7,0.63646364,0.7656756,"('insensitive', 'sensitive')",0.6364636,0.7656756,0.129212
8,1.6922421,1.6144382,"('unaffectionate', 'affectionate')",1.6922421,1.6144382,-0.0778039
9,1.8350044,1.876404,"('unaffectionate', 'caring')",1.8350044,1.876404,0.0413996
10,0.4090982,0.49190283,"('unsympathetic', 'sympathetic')",0.4090982,0.4919028,0.0828046
11,1.1571146,1.2430727,"('unhelpful', 'helpful')",1.1571146,1.2430727,0.0859581
12,-1.787091,-1.7579961,"('unsupportive', 'supportive')",-1.787091,-1.7579961,0.0290949
13,-0.80080175,-0.72797567,"('impolite', 'polite')",-0.8008018,-0.7279757,0.0728261
14,-0.18360105,-0.16618218,"('antisocial', 'social')",-0.1836011,-0.1661822,0.0174189
15,0.024583248,-0.02116242,"('boring', 'funny')",0.0245832,-0.0211624,-0.0457456
16,-0.46455646,-0.4514476,"('unpopular', 'popular')",-0.4645565,-0.4514476,0.0131089
17,-0.3105688,-0.29317042,"('nasty', 'nice')",-0.3105688,-0.2931704,0.0173984
18,-0.39049086,-0.4374104,"('disagreeable', 'welcoming')",-0.3904909,-0.4374104,-0.0469195
19,-0.43254235,-0.46297246,"('inhospitable', 'hospitable')",-0.4325424,-0.4629725,-0.0304301
20,0.67801553,0.64883125,"('rough', 'thoughtful')",0.6780155,0.6488312,-0.0291843
21,-0.96444917,-0.8374899,"('immoral', 'moral')",-0.9644492,-0.8374899,0.1269593
22,-0.9758126,-0.92116076,"('untrustworthy', 'trustworthy')",-0.9758126,-0.9211608,0.0546518
23,6.082879,6.190716,"('insincere', 'sincere')",6.0828791,6.1907158,0.1078367
24,1.3664997,1.27869,"('dishonest', 'honest')",1.3664997,1.27869,-0.0878097
25,0.9757117,0.909014,"('egoistic', 'altruistic')",0.9757117,0.909014,-0.0666977
26,1.285467,1.2546151,"('hardhearted', 'benevolent')",1.285467,1.2546151,-0.0308519
27,1.6238319,1.4758044,"('hardhearted', 'softhearted')",1.6238319,1.4758044,-0.1480275
28,1.1375002,1.110786,"('disloyal', 'loyal')",1.1375002,1.110786,-0.0267142
29,-0.68385154,-0.7980937,"('unfair', 'fair')",-0.6838515,-0.7980937,-0.1142422
30,0.76218176,0.8558931,"('intolerant', 'tolerant')",0.7621818,0.8558931,0.0937113
31,-0.8035837,-0.87837344,"('evil', 'good')",-0.8035837,-0.8783734,-0.0747897
32,1.0353959,1.0237457,"('unkind', 'kind')",1.0353959,1.0237457,-0.0116502
33,-0.26768073,-0.31827408,"('wrong', 'right')",-0.2676807,-0.3182741,-0.0505934
34,4.7746215,4.893947,"('mean', 'honorable')",4.7746215,4.8939471,0.1193256
35,-0.13694455,-0.40127677,"('corrupt', 'incorrupt')",-0.1369445,-0.4012768,-0.2643323
36,-0.1834946,-0.28836137,"('hostile', 'amicable')",-0.1834946,-0.2883614,-0.1048668
37,0.7481876,0.7560864,"('fake', 'genuine')",0.7481876,0.7560864,0.0078988
38,-0.41001493,-0.34528625,"('untruthful', 'truthful')",-0.4100149,-0.3452863,0.0647286
39,0.07280214,0.07145416,"('exploitative', 'cooperative')",0.0728021,0.0714542,-0.0013479
40,-1.3760793,-1.5108207,"('stingy', 'generous')",-1.3760793,-1.5108207,-0.1347414
41,-0.19632737,-0.13937704,"('unforgiving', 'forgiving')",-0.1963274,-0.139377,0.0569504
42,-2.5927536,-2.6141944,"('unreliable', 'reliable')",-2.5927536,-2.6141944,-0.0214408
43,0.66055006,0.75212777,"('irresponsible', 'responsible')",0.6605501,0.7521278,0.0915777
44,-1.1103132,-1.178982,"('prejudiced', 'unprejudiced')",-1.1103132,-1.178982,-0.0686688
45,-0.24361323,-0.23553707,"('incompetent', 'competent')",-0.2436132,-0.2355371,0.0080761
46,-1.2468119,-1.1805462,"('uncompetitive', 'competitive')",-1.2468119,-1.1805462,0.0662657
47,5.013666,5.151764,"('stupid', 'smart')",5.0136662,5.1517639,0.1380977
48,0.2567295,0.34651178,"('unintelligent', 'intelligent')",0.2567295,0.3465118,0.0897823
49,-0.2561141,-0.15769401,"('unable', 'able')",-0.2561141,-0.157694,0.0984201
50,-0.41276124,-0.44961065,"('clumsy', 'skillful')",-0.4127612,-0.4496107,-0.0368495
51,0.09193708,0.08983344,"('uneducated', 'educated')",0.0919371,0.0898334,-0.0021037
52,-0.22556075,-0.39755625,"('irrational', 'rational')",-0.2255608,-0.3975562,-0.1719954
53,0.011876628,0.00033582002,"('uncreative', 'creative')",0.0118766,0.0003358,-0.0115408
54,1.073547,1.1174731,"('incapable', 'capable')",1.073547,1.1174731,0.0439261
55,0.2538256,0.3817608,"('incompetent', 'clever')",0.2538256,0.3817608,0.1279352
56,0.18211024,0.2281514,"('impractical', 'practical')",0.1821102,0.2281514,0.0460412
57,-2.9263568,-2.8565376,"('unimaginative', 'imaginative')",-2.9263568,-2.8565376,0.0698192
58,0.19232562,0.2445651,"('undiscriminating', 'discriminating')",0.1923256,0.2445651,0.0522395
59,-0.060660567,-0.085557394,"('foolish', 'wise')",-0.0606606,-0.0855574,-0.0248968
60,-0.30191892,-0.057922974,"('inefficient', 'efficient')",-0.3019189,-0.057923,0.2439959
61,0.05447211,-0.033396933,"('illogical', 'logical')",0.0544721,-0.0333969,-0.087869
62,-0.12858972,-0.005276732,"('incompetent', 'brilliant')",-0.1285897,-0.0052767,0.123313
63,-0.29436052,-0.17183104,"('unperceptive', 'insightful')",-0.2943605,-0.171831,0.1225295
64,-6.7790318,-6.747542,"('shy', 'confident')",-6.7790318,-6.7475419,0.0314899
65,-0.45604026,-0.3691523,"('insecure', 'secure')",-0.4560403,-0.3691523,0.086888
66,0.04550945,-0.058975633,"('inactive', 'active')",0.0455095,-0.0589756,-0.1044851
67,-0.56366086,-0.49971664,"('doubtful', 'determined')",-0.5636609,-0.4997166,0.0639443
68,-0.8425305,-0.85992473,"('dependent', 'independent')",-0.8425305,-0.8599247,-0.0173942
69,-1.6590315,-1.740285,"('lazy', 'industrious')",-1.6590315,-1.740285,-0.0812535
70,0.6910852,0.71907055,"('lethargic', 'energetic')",0.6910852,0.7190706,0.0279854
71,1.1075314,1.0729415,"('diffident', 'self-confident')",1.1075314,1.0729415,-0.0345899
72,0.748255,0.8828161,"('unambitious', 'ambitious')",0.748255,0.8828161,0.1345611
73,-2.977233,-2.9645472,"('helpless', 'self-reliant')",-2.9772329,-2.9645472,0.0126857
74,-0.096977234,-0.12680584,"('undedicated', 'dedicated')",-0.0969772,-0.1268058,-0.0298286
75,-0.8451754,-0.8060361,"('meek', 'impulsive')",-0.8451754,-0.8060361,0.0391393
76,0.26862213,0.33205634,"('anxious', 'daring')",0.2686221,0.3320563,0.0634342
77,-1.787424,-1.5547843,"('unmotivated', 'motivated')",-1.787424,-1.5547843,0.2326397
78,-0.6119783,-0.58895403,"('nonresilient', 'resilient')",-0.6119783,-0.588954,0.0230243
79,0.19668813,0.119008064,"('wavering', 'unwavering')",0.1966881,0.1190081,-0.07768
80,-0.8110222,-0.8125959,"('dominated', 'dominating')",-0.8110222,-0.8125959,-0.0015737
81,-0.7461257,-0.64680105,"('submissive', 'aggressive')",-0.7461257,-0.6468011,0.0993246
82,6.368392,6.42211,"('poor', 'rich')",6.368392,6.4221101,0.0537181
83,-0.24929388,-0.19959632,"('powerless', 'powerful')",-0.2492939,-0.1995963,0.0496976
84,0.7036488,0.7216614,"('inferior', 'superior')",0.7036488,0.7216614,0.0180126
85,0.15600032,0.06643146,"('insignificant', 'prestigious')",0.1560003,0.0664315,-0.0895688
86,0.040239118,0.08938575,"('uninfluential', 'influential')",0.0402391,0.0893857,0.0491466
87,-0.88124526,-0.7727677,"('unsuccessful', 'successful')",-0.8812453,-0.7727677,0.1084776
88,0.3723957,0.4057311,"('low', 'eminent')",0.3723957,0.4057311,0.0333354
