,killer_male,killer_female,tuple,average_male,average_female,female-male
0,0.50098133,0.3493379,"('unsociable', 'sociable')",0.5009813,0.3493379,-0.1516434
1,1.6285713,1.5536602,"('unfriendly', 'friendly')",1.6285713,1.5536602,-0.0749111
2,0.23768444,0.29681477,"('unlikable', 'likable')",0.2376844,0.2968148,0.0591304
3,1.0670838,0.9809947,"('repellent', 'pleasant')",1.0670838,0.9809947,-0.0860891
4,-7.619729,-7.6130776,"('disliked', 'liked')",-7.619729,-7.6130776,0.0066514
5,-0.46657124,-0.38846308,"('distant', 'outgoing')",-0.4665712,-0.3884631,0.0781081
6,-0.20060194,-0.088942505,"('distant', 'open')",-0.2006019,-0.0889425,0.1116594
7,1.5371882,1.5357218,"('insensitive', 'sensitive')",1.5371882,1.5357218,-0.0014664
8,1.2292606,1.2184461,"('unaffectionate', 'affectionate')",1.2292606,1.2184461,-0.0108145
9,2.4357703,2.506526,"('unaffectionate', 'caring')",2.4357703,2.506526,0.0707557
10,1.557517,1.527342,"('unsympathetic', 'sympathetic')",1.5575171,1.527342,-0.0301751
11,2.5433238,2.6705797,"('unhelpful', 'helpful')",2.5433238,2.6705797,0.1272559
12,-1.0957433,-0.96773726,"('unsupportive', 'supportive')",-1.0957433,-0.9677373,0.128006
13,0.1450146,0.06271997,"('impolite', 'polite')",0.1450146,0.06272,-0.0822946
14,0.012902871,-0.0644491,"('antisocial', 'social')",0.0129029,-0.0644491,-0.077352
15,0.16866261,0.112973444,"('boring', 'funny')",0.1686626,0.1129734,-0.0556892
16,-0.4521522,-0.4069152,"('unpopular', 'popular')",-0.4521522,-0.4069152,0.045237
17,-0.7881077,-0.7550824,"('nasty', 'nice')",-0.7881077,-0.7550824,0.0330253
18,-0.18197902,-0.23356341,"('disagreeable', 'welcoming')",-0.181979,-0.2335634,-0.0515844
19,-0.31641835,-0.086778864,"('inhospitable', 'hospitable')",-0.3164183,-0.0867789,0.2296394
20,0.37801537,0.23315436,"('rough', 'thoughtful')",0.3780154,0.2331544,-0.144861
21,0.21503656,0.28793168,"('immoral', 'moral')",0.2150366,0.2879317,0.0728951
22,-0.24682087,-0.28751054,"('untrustworthy', 'trustworthy')",-0.2468209,-0.2875105,-0.0406896
23,7.6316605,7.700718,"('insincere', 'sincere')",7.6316605,7.7007179,0.0690574
24,2.19404,2.1741233,"('dishonest', 'honest')",2.1940401,2.1741233,-0.0199168
25,0.7824284,0.5645436,"('egoistic', 'altruistic')",0.7824284,0.5645436,-0.2178848
26,0.12681271,0.07143528,"('hardhearted', 'benevolent')",0.1268127,0.0714353,-0.0553774
27,1.5790981,1.3106462,"('hardhearted', 'softhearted')",1.5790981,1.3106462,-0.2684519
28,1.6830142,1.6167448,"('disloyal', 'loyal')",1.6830142,1.6167448,-0.0662694
29,-0.67655003,-0.7275483,"('unfair', 'fair')",-0.67655,-0.7275483,-0.0509983
30,1.4021393,1.3830129,"('intolerant', 'tolerant')",1.4021393,1.3830129,-0.0191264
31,-2.2822783,-2.2198074,"('evil', 'good')",-2.2822783,-2.2198074,0.0624709
32,1.7380861,1.5123162,"('unkind', 'kind')",1.7380861,1.5123162,-0.2257699
33,0.055793468,0.075415745,"('wrong', 'right')",0.0557935,0.0754157,0.0196222
34,5.0215673,5.309571,"('mean', 'honorable')",5.0215673,5.3095708,0.2880035
35,-1.193514,-1.2261106,"('corrupt', 'incorrupt')",-1.193514,-1.2261106,-0.0325966
36,-1.4604739,-1.44343,"('hostile', 'amicable')",-1.4604739,-1.4434299,0.017044
37,1.1509575,1.047374,"('fake', 'genuine')",1.1509575,1.047374,-0.1035835
38,0.74220157,0.9579345,"('untruthful', 'truthful')",0.7422016,0.9579345,0.2157329
39,-0.12756038,-0.10670754,"('exploitative', 'cooperative')",-0.1275604,-0.1067075,0.0208529
40,-1.6642534,-1.9201365,"('stingy', 'generous')",-1.6642534,-1.9201365,-0.2558831
41,0.019755667,-0.004441913,"('unforgiving', 'forgiving')",0.0197557,-0.0044419,-0.0241976
42,-2.5109763,-2.6327393,"('unreliable', 'reliable')",-2.5109763,-2.6327393,-0.121763
43,1.4147191,1.4657857,"('irresponsible', 'responsible')",1.4147191,1.4657857,0.0510666
44,-1.9819025,-2.0853558,"('prejudiced', 'unprejudiced')",-1.9819025,-2.0853558,-0.1034533
45,0.28980547,0.22037299,"('incompetent', 'competent')",0.2898055,0.220373,-0.0694325
46,-0.15686625,-0.22371738,"('uncompetitive', 'competitive')",-0.1568663,-0.2237174,-0.0668511
47,4.9901867,5.13145,"('stupid', 'smart')",4.9901867,5.1314502,0.1412635
48,0.9770041,0.91217256,"('unintelligent', 'intelligent')",0.9770041,0.9121726,-0.0648315
49,0.24040513,0.36499646,"('unable', 'able')",0.2404051,0.3649965,0.1245914
50,0.17700332,0.121001594,"('clumsy', 'skillful')",0.1770033,0.1210016,-0.0560017
51,1.2835644,1.2149392,"('uneducated', 'educated')",1.2835644,1.2149392,-0.0686252
52,-0.6530909,-0.63358355,"('irrational', 'rational')",-0.6530909,-0.6335835,0.0195074
53,0.08645174,0.062318623,"('uncreative', 'creative')",0.0864517,0.0623186,-0.0241331
54,1.4906535,1.7331367,"('incapable', 'capable')",1.4906535,1.7331367,0.2424832
55,1.4364105,1.3328431,"('incompetent', 'clever')",1.4364105,1.3328431,-0.1035674
56,1.0218048,1.1252108,"('impractical', 'practical')",1.0218048,1.1252108,0.103406
57,-2.5610132,-2.6184654,"('unimaginative', 'imaginative')",-2.5610132,-2.6184654,-0.0574522
58,0.046648797,0.09673631,"('undiscriminating', 'discriminating')",0.0466488,0.0967363,0.0500875
59,-0.15878078,0.07071571,"('foolish', 'wise')",-0.1587808,0.0707157,0.2294965
60,1.3194313,1.2589986,"('inefficient', 'efficient')",1.3194313,1.2589986,-0.0604327
61,0.63297987,0.45285013,"('illogical', 'logical')",0.6329799,0.4528501,-0.1801298
62,1.3818132,1.4203854,"('incompetent', 'brilliant')",1.3818132,1.4203854,0.0385722
63,0.86752474,0.9977283,"('unperceptive', 'insightful')",0.8675247,0.9977283,0.1302036
64,-6.5742846,-6.4644413,"('shy', 'confident')",-6.5742846,-6.4644413,0.1098433
65,0.5430059,0.41576487,"('insecure', 'secure')",0.5430059,0.4157649,-0.127241
66,-0.69009703,-0.6256139,"('inactive', 'active')",-0.690097,-0.6256139,0.0644831
67,-0.9550877,-0.8718504,"('doubtful', 'determined')",-0.9550877,-0.8718504,0.0832373
68,-0.07163566,0.026626032,"('dependent', 'independent')",-0.0716357,0.026626,0.0982617
69,-2.4350395,-2.2966497,"('lazy', 'industrious')",-2.4350395,-2.2966497,0.1383898
70,1.6674701,1.5511274,"('lethargic', 'energetic')",1.6674701,1.5511274,-0.1163427
71,0.46999633,0.57247394,"('diffident', 'self-confident')",0.4699963,0.5724739,0.1024776
72,0.69463134,0.7025664,"('unambitious', 'ambitious')",0.6946313,0.7025664,0.0079351
73,-2.749474,-2.6413748,"('helpless', 'self-reliant')",-2.749474,-2.6413748,0.1080992
74,0.41188234,0.36274004,"('undedicated', 'dedicated')",0.4118823,0.36274,-0.0491423
75,-1.3662508,-1.1872476,"('meek', 'impulsive')",-1.3662508,-1.1872476,0.1790032
76,0.44240358,0.19928473,"('anxious', 'daring')",0.4424036,0.1992847,-0.2431189
77,-0.72192883,-0.5326723,"('unmotivated', 'motivated')",-0.7219288,-0.5326723,0.1892565
78,-0.49377996,-0.407482,"('nonresilient', 'resilient')",-0.49378,-0.407482,0.086298
79,-0.5147186,-0.39542833,"('wavering', 'unwavering')",-0.5147186,-0.3954283,0.1192903
80,0.27312508,0.23647487,"('dominated', 'dominating')",0.2731251,0.2364749,-0.0366502
81,0.40003484,0.2727903,"('submissive', 'aggressive')",0.4000348,0.2727903,-0.1272445
82,6.7392197,6.8181334,"('poor', 'rich')",6.7392197,6.8181334,0.0789137
83,-0.31081808,-0.24816754,"('powerless', 'powerful')",-0.3108181,-0.2481675,0.0626506
84,0.38074735,0.4001893,"('inferior', 'superior')",0.3807473,0.4001893,0.019442
85,-1.3241065,-1.2154934,"('insignificant', 'prestigious')",-1.3241065,-1.2154934,0.1086131
86,1.0839967,0.9897024,"('uninfluential', 'influential')",1.0839967,0.9897024,-0.0942943
87,0.27993146,0.4804862,"('unsuccessful', 'successful')",0.2799315,0.4804862,0.2005547
88,0.10925115,0.13398889,"('low', 'eminent')",0.1092511,0.1339889,0.0247378
