,libido_male,libido_female,tuple,average_male,average_female,female-male
0,-1.148212,-1.2865813,"('unsociable', 'sociable')",-1.148212,-1.2865813,-0.1383693
1,0.1304284,0.06833794,"('unfriendly', 'friendly')",0.1304284,0.0683379,-0.0620905
2,1.5290229,1.4889015,"('unlikable', 'likable')",1.5290229,1.4889015,-0.0401214
3,-0.94232464,-0.8118279,"('repellent', 'pleasant')",-0.9423246,-0.8118279,0.1304967
4,-1.9098942,-1.9625471,"('disliked', 'liked')",-1.9098942,-1.9625471,-0.0526529
5,1.3287501,1.3982794,"('distant', 'outgoing')",1.3287501,1.3982794,0.0695293
6,1.0900339,1.1463165,"('distant', 'open')",1.0900339,1.1463165,0.0562826
7,-1.7618554,-1.7685741,"('insensitive', 'sensitive')",-1.7618554,-1.7685741,-0.0067187
8,0.8966371,0.850177,"('unaffectionate', 'affectionate')",0.8966371,0.850177,-0.0464601
9,0.07533015,0.0032593235,"('unaffectionate', 'caring')",0.0753302,0.0032593,-0.0720709
10,-1.6194574,-1.7050306,"('unsympathetic', 'sympathetic')",-1.6194574,-1.7050306,-0.0855732
11,0.005190354,-0.037331298,"('unhelpful', 'helpful')",0.0051904,-0.0373313,-0.0425217
12,-0.82382184,-0.8066469,"('unsupportive', 'supportive')",-0.8238218,-0.8066469,0.0171749
13,-1.4861653,-1.6358771,"('impolite', 'polite')",-1.4861653,-1.6358771,-0.1497118
14,-1.4532887,-1.591128,"('antisocial', 'social')",-1.4532887,-1.591128,-0.1378393
15,0.5140416,0.33180103,"('boring', 'funny')",0.5140416,0.331801,-0.1822406
16,-0.07282173,-0.03002226,"('unpopular', 'popular')",-0.0728217,-0.0300223,0.0427994
17,-0.6903476,-0.60496306,"('nasty', 'nice')",-0.6903476,-0.6049631,0.0853845
18,0.14043805,0.055885855,"('disagreeable', 'welcoming')",0.1404381,0.0558859,-0.0845522
19,0.29660398,0.4012633,"('inhospitable', 'hospitable')",0.296604,0.4012633,0.1046593
20,-0.7569777,-0.74187976,"('rough', 'thoughtful')",-0.7569777,-0.7418798,0.0150979
21,-0.8993639,-0.99398,"('immoral', 'moral')",-0.8993639,-0.99398,-0.0946161
22,-1.2806389,-1.4254133,"('untrustworthy', 'trustworthy')",-1.2806389,-1.4254133,-0.1447744
23,0.67186254,0.5788411,"('insincere', 'sincere')",0.6718625,0.5788411,-0.0930214
24,-0.07498309,-0.21837226,"('dishonest', 'honest')",-0.0749831,-0.2183723,-0.1433892
25,0.678444,0.6533257,"('egoistic', 'altruistic')",0.678444,0.6533257,-0.0251183
26,0.119484104,-0.12260887,"('hardhearted', 'benevolent')",0.1194841,-0.1226089,-0.242093
27,-0.2780732,-0.27662307,"('hardhearted', 'softhearted')",-0.2780732,-0.2766231,0.0014501
28,-0.94916373,-1.1497622,"('disloyal', 'loyal')",-0.9491637,-1.1497622,-0.2005985
29,-0.3909628,-0.45782423,"('unfair', 'fair')",-0.3909628,-0.4578242,-0.0668614
30,-0.65307945,-0.83062285,"('intolerant', 'tolerant')",-0.6530795,-0.8306229,-0.1775434
