,foot_male,foot_female,tuple,locker_male,locker_female,inc_male,inc_female,average_male,average_female,female-male
0,0.30873084,0.27966988,"('unsociable', 'sociable')",1.6523043,1.5889566,-0.20096588,-0.33974892,0.5866898,0.5096258,-0.077064
1,0.47338635,0.56850094,"('unfriendly', 'friendly')",-0.2756191,-0.23143934,2.4032316,2.3312058,0.8669996,0.8894225,0.0224229
2,-0.4768839,-0.40426114,"('unlikable', 'likable')",0.25208485,0.3535432,0.57734084,0.66355175,0.1175139,0.2042779,0.086764
3,-0.5917934,-0.3825636,"('repellent', 'pleasant')",0.22872935,0.43039113,-0.16851717,-0.0856936,-0.1771937,-0.012622,0.1645717
4,0.66504717,0.6186057,"('disliked', 'liked')",-0.38485697,-0.4272338,-6.1285686,-6.179216,-1.9494596,-1.995948,-0.0464884
5,0.5223356,0.6258768,"('distant', 'outgoing')",-0.93602574,-0.8633567,-0.03857869,-0.05890499,-0.1507563,-0.098795,0.0519613
6,-0.053682372,0.06539932,"('distant', 'open')",-1.1670519,-1.0955231,0.4188383,0.40315527,-0.2672987,-0.2089895,0.0583092
7,0.14360039,0.16336311,"('insensitive', 'sensitive')",0.77510834,0.9091963,0.7927914,0.8548624,0.5705001,0.6424739,0.0719738
8,-0.60024,-0.5901101,"('unaffectionate', 'affectionate')",-0.90631187,-0.9107812,1.1787049,1.1046437,-0.1092823,-0.1320825,-0.0228002
9,0.07166321,0.11593068,"('unaffectionate', 'caring')",-0.3850139,-0.3380419,1.5107663,1.5213157,0.3991385,0.4330682,0.0339297
10,-0.7081363,-0.6109616,"('unsympathetic', 'sympathetic')",0.50542176,0.5387588,-0.3415067,-0.29833907,-0.1814071,-0.123514,0.0578931
11,-0.3012227,-0.2462457,"('unhelpful', 'helpful')",0.27120075,0.3397278,1.9312338,2.0003798,0.6337372,0.6979539,0.0642167
12,0.7296366,0.87455523,"('unsupportive', 'supportive')",0.8895605,1.0560251,-1.5304711,-1.4747769,0.0295753,0.1519345,0.1223592
13,0.9987513,0.9225626,"('impolite', 'polite')",1.8977439,1.8295968,-0.57543063,-0.65783846,0.7736882,0.6981069,-0.0755813
14,1.2276075,1.1809098,"('antisocial', 'social')",1.2825078,1.2358713,-0.44524178,-0.49905324,0.6882912,0.6392426,-0.0490486
15,0.6908057,0.6639508,"('boring', 'funny')",-0.72317994,-0.77559185,0.6146861,0.5698634,0.1941039,0.1527408,-0.0413631
16,-1.2256036,-1.0766557,"('unpopular', 'popular')",-1.417459,-1.270644,0.4197632,0.48131534,-0.7410998,-0.6219947,0.1191051
17,0.21517807,0.35045946,"('nasty', 'nice')",-0.36734623,-0.24721465,-0.34447154,-0.29991007,-0.1655466,-0.0655551,0.0999915
18,-1.6717116,-1.5814803,"('disagreeable', 'welcoming')",-0.91670614,-0.7934263,-0.37379998,-0.44355834,-0.9874059,-0.9394883,0.0479176
19,-0.83805543,-0.7571254,"('inhospitable', 'hospitable')",-1.4537065,-1.3038032,0.0039890856,0.076465756,-0.762591,-0.6614876,0.1011034
20,-0.5018537,-0.41445667,"('rough', 'thoughtful')",-0.802494,-0.7345191,0.9941532,0.99292165,-0.1033982,-0.0520181,0.0513801
21,0.16717,0.22581103,"('immoral', 'moral')",1.1434476,1.1736135,-0.4864598,-0.41192594,0.2747193,0.3291662,0.0544469
