,trimble_male,trimble_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.8604069,-1.0681233,"('unsociable', 'sociable')",-0.2634203,-0.43125784,-0.5619136,-0.7496906,-0.187777
1,-0.9324097,-1.1155838,"('unfriendly', 'friendly')",2.0782537,1.9563963,0.572922,0.4204063,-0.1525157
2,-0.24383914,-0.28036475,"('unlikable', 'likable')",0.21344067,0.31311032,-0.0151992,0.0163728,0.031572
3,-0.62831193,-0.31261146,"('repellent', 'pleasant')",-0.19369908,-0.08253823,-0.4110055,-0.1975749,0.2134306
4,0.081892304,0.06843049,"('disliked', 'liked')",-6.0828366,-6.157753,-3.0004721,-3.0446613,-0.0441892
5,-0.23921937,-0.4323681,"('distant', 'outgoing')",0.17615643,0.20112178,-0.0315315,-0.1156232,-0.0840917
6,-0.48473096,-0.6639087,"('distant', 'open')",0.54774016,0.56923705,0.0315046,-0.0473358,-0.0788404
7,0.30396205,0.38701403,"('insensitive', 'sensitive')",0.8744579,0.9087516,0.58921,0.6478828,0.0586728
8,-1.5775034,-1.5975137,"('unaffectionate', 'affectionate')",0.8390529,0.7297269,-0.3692253,-0.4338934,-0.0646681
9,-1.1810988,-1.1953268,"('unaffectionate', 'caring')",1.3439889,1.3330159,0.081445,0.0688446,-0.0126004
10,-0.22583583,-0.2810544,"('unsympathetic', 'sympathetic')",-0.14850406,-0.29549924,-0.1871699,-0.2882768,-0.1011069
11,-0.5586033,-0.5082637,"('unhelpful', 'helpful')",1.95553,1.9733896,0.6984634,0.732563,0.0340996
12,-0.21815039,-0.16899261,"('unsupportive', 'supportive')",-1.4718165,-1.5476557,-0.8449835,-0.8583242,-0.0133407
13,0.16372406,-0.112706184,"('impolite', 'polite')",-0.20332435,-0.25938243,-0.0198001,-0.1860443,-0.1662442
14,-0.3112174,-0.221419,"('antisocial', 'social')",-0.5151933,-0.48919678,-0.4132053,-0.3553079,0.0578974
15,-0.509479,-0.7322499,"('boring', 'funny')",0.58114886,0.5648839,0.0358349,-0.083683,-0.1195179
16,-0.5188081,-0.42716154,"('unpopular', 'popular')",0.52744967,0.56085944,0.0043208,0.0668489,0.0625281
17,-0.22983499,-0.15166621,"('nasty', 'nice')",-0.07831894,-0.04965816,-0.154077,-0.1006622,0.0534148
18,-0.6924713,-0.73600435,"('disagreeable', 'welcoming')",-0.30584973,-0.36744222,-0.4991605,-0.5517233,-0.0525628
19,-0.8052068,-0.946073,"('inhospitable', 'hospitable')",0.20076177,0.17009388,-0.3022225,-0.3879896,-0.0857671
20,-0.041360326,0.006294828,"('rough', 'thoughtful')",0.9456738,0.88234085,0.4521568,0.4443178,-0.007839
21,-0.4682275,-0.46069843,"('immoral', 'moral')",-0.61364007,-0.5627855,-0.5409338,-0.511742,0.0291918
