,suicide_male,suicide_female,tuple,average_male,average_female,female-male
0,-0.22196883,-0.37514114,"('unsociable', 'sociable')",-0.2219688,-0.3751411,-0.1531723
1,1.5634762,1.3991086,"('unfriendly', 'friendly')",1.5634762,1.3991086,-0.1643676
2,0.81568736,0.911619,"('unlikable', 'likable')",0.8156874,0.911619,0.0959316
3,0.61150765,0.57740635,"('repellent', 'pleasant')",0.6115077,0.5774063,-0.0341014
4,-7.28161,-7.1742253,"('disliked', 'liked')",-7.28161,-7.1742253,0.1073847
5,-0.3227175,-0.46771473,"('distant', 'outgoing')",-0.3227175,-0.4677147,-0.1449972
6,0.10681353,-0.033637483,"('distant', 'open')",0.1068135,-0.0336375,-0.140451
7,0.49824515,0.4739449,"('insensitive', 'sensitive')",0.4982451,0.4739449,-0.0243002
8,1.2907588,1.2463732,"('unaffectionate', 'affectionate')",1.2907588,1.2463732,-0.0443856
9,1.8245847,1.8759946,"('unaffectionate', 'caring')",1.8245847,1.8759946,0.0514099
10,0.92488694,0.9233289,"('unsympathetic', 'sympathetic')",0.9248869,0.9233289,-0.001558
11,1.8217827,1.9333838,"('unhelpful', 'helpful')",1.8217827,1.9333838,0.1116011
12,-1.6698118,-1.7589579,"('unsupportive', 'supportive')",-1.6698118,-1.7589579,-0.0891461
13,-0.027401783,-0.14871818,"('impolite', 'polite')",-0.0274018,-0.1487182,-0.1213164
14,-0.49870974,-0.558258,"('antisocial', 'social')",-0.4987097,-0.558258,-0.0595483
15,0.24344763,0.12578297,"('boring', 'funny')",0.2434476,0.125783,-0.1176646
16,-0.4908226,-0.5195662,"('unpopular', 'popular')",-0.4908226,-0.5195662,-0.0287436
17,-0.16795412,-0.24680884,"('nasty', 'nice')",-0.1679541,-0.2468088,-0.0788547
18,-0.7227783,-0.96045387,"('disagreeable', 'welcoming')",-0.7227783,-0.9604539,-0.2376756
19,-0.21216796,-0.18725476,"('inhospitable', 'hospitable')",-0.212168,-0.1872548,0.0249132
20,0.7186546,0.49872154,"('rough', 'thoughtful')",0.7186546,0.4987215,-0.2199331
21,-0.1714643,-0.102078184,"('immoral', 'moral')",-0.1714643,-0.1020782,0.0693861
22,-0.55613804,-0.5565128,"('untrustworthy', 'trustworthy')",-0.556138,-0.5565128,-0.0003748
23,6.4875855,6.3858395,"('insincere', 'sincere')",6.4875855,6.3858395,-0.101746
24,1.6784558,1.6024042,"('dishonest', 'honest')",1.6784558,1.6024042,-0.0760516
25,0.16342652,-0.07885094,"('egoistic', 'altruistic')",0.1634265,-0.0788509,-0.2422774
26,0.3112031,0.26270452,"('hardhearted', 'benevolent')",0.3112031,0.2627045,-0.0484986
27,1.6853331,1.3282489,"('hardhearted', 'softhearted')",1.6853331,1.3282489,-0.3570842
28,1.3563855,1.3028367,"('disloyal', 'loyal')",1.3563855,1.3028367,-0.0535488
29,-0.36990607,-0.6544765,"('unfair', 'fair')",-0.3699061,-0.6544765,-0.2845704
30,0.8010895,0.76113635,"('intolerant', 'tolerant')",0.8010895,0.7611364,-0.0399531
31,-1.5532823,-1.7841445,"('evil', 'good')",-1.5532823,-1.7841445,-0.2308622
32,1.3584174,1.216616,"('unkind', 'kind')",1.3584174,1.216616,-0.1418014
33,-0.3188779,-0.3620156,"('wrong', 'right')",-0.3188779,-0.3620156,-0.0431377
34,4.6370835,4.7395196,"('mean', 'honorable')",4.6370835,4.7395196,0.1024361
35,-0.94164014,-1.192887,"('corrupt', 'incorrupt')",-0.9416401,-1.1928869,-0.2512468
36,-0.7822939,-0.87828,"('hostile', 'amicable')",-0.7822939,-0.87828,-0.0959861
37,0.88727283,0.7747238,"('fake', 'genuine')",0.8872728,0.7747238,-0.112549
38,0.23309664,0.32729062,"('untruthful', 'truthful')",0.2330966,0.3272906,0.094194
39,-0.113263875,-0.07441951,"('exploitative', 'cooperative')",-0.1132639,-0.0744195,0.0388444
40,-1.9656428,-2.314948,"('stingy', 'generous')",-1.9656428,-2.3149481,-0.3493053
41,-0.06452452,-0.02958187,"('unforgiving', 'forgiving')",-0.0645245,-0.0295819,0.0349426
42,-2.7557573,-2.8545015,"('unreliable', 'reliable')",-2.7557573,-2.8545015,-0.0987442
43,1.28023,1.3237733,"('irresponsible', 'responsible')",1.28023,1.3237733,0.0435433
44,-1.6004336,-1.6565154,"('prejudiced', 'unprejudiced')",-1.6004336,-1.6565154,-0.0560818
45,0.030486923,-0.014647102,"('incompetent', 'competent')",0.0304869,-0.0146471,-0.045134
46,-0.6424225,-0.6322523,"('uncompetitive', 'competitive')",-0.6424225,-0.6322523,0.0101702
47,5.2729564,5.3986697,"('stupid', 'smart')",5.2729564,5.3986697,0.1257133
48,0.51530254,0.41458303,"('unintelligent', 'intelligent')",0.5153025,0.414583,-0.1007195
49,0.3029384,0.33542657,"('unable', 'able')",0.3029384,0.3354266,0.0324882
50,-0.27943936,-0.35399443,"('clumsy', 'skillful')",-0.2794394,-0.3539944,-0.074555
51,0.32296872,0.29588503,"('uneducated', 'educated')",0.3229687,0.295885,-0.0270837
52,-0.42476267,-0.4952821,"('irrational', 'rational')",-0.4247627,-0.4952821,-0.0705194
53,0.08406797,-0.042328954,"('uncreative', 'creative')",0.084068,-0.042329,-0.126397
54,1.2087741,1.2298684,"('incapable', 'capable')",1.2087741,1.2298684,0.0210943
55,0.4486112,0.4089258,"('incompetent', 'clever')",0.4486112,0.4089258,-0.0396854
56,0.7236115,0.8531808,"('impractical', 'practical')",0.7236115,0.8531808,0.1295693
57,-2.9556985,-2.8945026,"('unimaginative', 'imaginative')",-2.9556985,-2.8945026,0.0611959
58,-0.32839882,-0.3605486,"('undiscriminating', 'discriminating')",-0.3283988,-0.3605486,-0.0321498
59,0.09562723,0.15979339,"('foolish', 'wise')",0.0956272,0.1597934,0.0641662
60,0.71189755,0.75274616,"('inefficient', 'efficient')",0.7118976,0.7527462,0.0408486
61,0.23843634,0.0023977682,"('illogical', 'logical')",0.2384363,0.0023978,-0.2360385
62,1.014821,0.98814696,"('incompetent', 'brilliant')",1.0148211,0.988147,-0.0266741
63,0.3076661,0.30347624,"('unperceptive', 'insightful')",0.3076661,0.3034762,-0.0041899
64,-6.1598587,-5.970701,"('shy', 'confident')",-6.1598587,-5.9707012,0.1891575
65,0.173418,0.17777696,"('insecure', 'secure')",0.173418,0.177777,0.004359
66,-0.5598592,-0.75164235,"('inactive', 'active')",-0.5598592,-0.7516423,-0.1917831
67,-0.24033141,-0.14608425,"('doubtful', 'determined')",-0.2403314,-0.1460842,0.0942472
68,-0.51992697,-0.6423527,"('dependent', 'independent')",-0.519927,-0.6423527,-0.1224257
69,-2.1426747,-2.2235248,"('lazy', 'industrious')",-2.1426747,-2.2235248,-0.0808501
70,0.8298938,0.8440906,"('lethargic', 'energetic')",0.8298938,0.8440906,0.0141968
