,thief_male,thief_female,tuple,average_male,average_female,female-male
0,-0.08210419,0.001948799,"('unsociable', 'sociable')",-0.0821042,0.0019488,0.084053
1,0.85182995,0.7292597,"('unfriendly', 'friendly')",0.8518299,0.7292597,-0.1225702
2,-0.27064264,-0.19779709,"('unlikable', 'likable')",-0.2706426,-0.1977971,0.0728455
3,0.8441645,0.9221237,"('repellent', 'pleasant')",0.8441645,0.9221237,0.0779592
4,-7.27499,-7.4101477,"('disliked', 'liked')",-7.2749901,-7.4101477,-0.1351576
5,-0.7719302,-0.89481384,"('distant', 'outgoing')",-0.7719302,-0.8948138,-0.1228836
6,-0.20316876,-0.38733077,"('distant', 'open')",-0.2031688,-0.3873308,-0.184162
7,0.96214616,1.0650029,"('insensitive', 'sensitive')",0.9621462,1.0650029,0.1028567
8,1.0588644,0.89465535,"('unaffectionate', 'affectionate')",1.0588644,0.8946553,-0.1642091
9,1.2340226,1.2036741,"('unaffectionate', 'caring')",1.2340226,1.2036741,-0.0303485
10,1.2415165,1.3579458,"('unsympathetic', 'sympathetic')",1.2415165,1.3579458,0.1164293
11,1.3234825,1.390215,"('unhelpful', 'helpful')",1.3234825,1.390215,0.0667325
12,-1.8146436,-1.8130827,"('unsupportive', 'supportive')",-1.8146436,-1.8130827,0.0015609
13,-0.2371046,-0.10918833,"('impolite', 'polite')",-0.2371046,-0.1091883,0.1279163
14,0.27240142,0.33001122,"('antisocial', 'social')",0.2724014,0.3300112,0.0576098
15,-0.02456738,-0.15347701,"('boring', 'funny')",-0.0245674,-0.153477,-0.1289096
16,-0.7150328,-0.7295457,"('unpopular', 'popular')",-0.7150328,-0.7295457,-0.0145129
17,-0.33307213,-0.28180104,"('nasty', 'nice')",-0.3330721,-0.281801,0.0512711
18,-0.38799033,-0.4315499,"('disagreeable', 'welcoming')",-0.3879903,-0.4315499,-0.0435596
19,-0.92060053,-1.0351056,"('inhospitable', 'hospitable')",-0.9206005,-1.0351056,-0.1145051
20,0.7635843,0.74227136,"('rough', 'thoughtful')",0.7635843,0.7422714,-0.0213129
21,-0.38194993,-0.21076648,"('immoral', 'moral')",-0.3819499,-0.2107665,0.1711834
22,-0.39285505,-0.34267446,"('untrustworthy', 'trustworthy')",-0.392855,-0.3426745,0.0501805
23,6.0476947,6.103192,"('insincere', 'sincere')",6.0476947,6.1031919,0.0554972
24,1.4229977,1.3435496,"('dishonest', 'honest')",1.4229977,1.3435496,-0.0794481
25,0.517753,0.42245394,"('egoistic', 'altruistic')",0.517753,0.4224539,-0.0952991
26,0.7552329,0.6595951,"('hardhearted', 'benevolent')",0.7552329,0.6595951,-0.0956378
27,1.673166,1.4982532,"('hardhearted', 'softhearted')",1.673166,1.4982532,-0.1749128
28,0.99853736,0.96436703,"('disloyal', 'loyal')",0.9985374,0.964367,-0.0341704
29,-0.63922477,-0.793881,"('unfair', 'fair')",-0.6392248,-0.793881,-0.1546562
30,1.0267352,1.1236769,"('intolerant', 'tolerant')",1.0267352,1.1236769,0.0969417
31,-1.5497622,-1.6698221,"('evil', 'good')",-1.5497622,-1.6698221,-0.1200599
32,0.94783413,0.8984407,"('unkind', 'kind')",0.9478341,0.8984407,-0.0493934
33,-0.8174947,-0.8824891,"('wrong', 'right')",-0.8174947,-0.8824891,-0.0649944
34,4.4450984,4.549541,"('mean', 'honorable')",4.4450984,4.549541,0.1044426
35,-0.96028566,-1.2321645,"('corrupt', 'incorrupt')",-0.9602857,-1.2321645,-0.2718788
36,-0.93283397,-1.0749754,"('hostile', 'amicable')",-0.932834,-1.0749754,-0.1421414
37,0.7244946,0.72136754,"('fake', 'genuine')",0.7244946,0.7213675,-0.0031271
38,-0.5844361,-0.52078706,"('untruthful', 'truthful')",-0.5844361,-0.5207871,0.063649
39,0.28930184,0.31304884,"('exploitative', 'cooperative')",0.2893018,0.3130488,0.023747
40,-1.2523746,-1.420905,"('stingy', 'generous')",-1.2523746,-1.420905,-0.1685304
41,-0.09704096,-0.03098736,"('unforgiving', 'forgiving')",-0.097041,-0.0309874,0.0660536
42,-2.0334442,-2.0554419,"('unreliable', 'reliable')",-2.0334442,-2.0554419,-0.0219977
43,0.9802355,1.0588119,"('irresponsible', 'responsible')",0.9802355,1.0588119,0.0785764
44,-0.7613127,-0.75245523,"('prejudiced', 'unprejudiced')",-0.7613127,-0.7524552,0.0088575
