,rockwell_male,rockwell_female,tuple,automation_male,automation_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.3900468,-0.41610998,"('unsociable', 'sociable')",0.08308615,0.012699641,-0.41837928,-0.5268861,-0.24178,-0.3100988,-0.0683188
1,1.9987757,1.9276754,"('unfriendly', 'friendly')",0.07378066,-0.15315005,2.0057201,1.8326219,1.3594255,1.2023824,-0.1570431
2,0.90247077,0.9416528,"('unlikable', 'likable')",0.4275508,0.4141268,0.64409995,0.68895775,0.6580405,0.6815791,0.0235386
3,-1.7954149,-1.7391106,"('repellent', 'pleasant')",-0.5117348,-0.46056116,0.11279416,0.109458715,-0.7314518,-0.6967377,0.0347141
4,-0.10044463,-0.18026312,"('disliked', 'liked')",-0.2687843,-0.41279465,-5.727269,-5.8603215,-2.032166,-2.1511264,-0.1189604
5,0.8634907,0.79079664,"('distant', 'outgoing')",-0.3753139,-0.43191028,-0.17940414,-0.2188356,0.1029242,0.0466836,-0.0562406
6,0.2660243,0.20811203,"('distant', 'open')",-0.7051318,-0.8035738,0.39869,0.33323634,-0.0134725,-0.0874085,-0.073936
7,-0.4461487,-0.46482983,"('insensitive', 'sensitive')",-1.2793771,-1.2698685,0.28881988,0.26597247,-0.478902,-0.4895753,-0.0106733
8,0.80073005,0.8011191,"('unaffectionate', 'affectionate')",-0.29885107,-0.38020337,0.75131285,0.628628,0.4177306,0.3498479,-0.0678827
9,1.0038761,0.9837113,"('unaffectionate', 'caring')",-0.29304475,-0.39994383,1.1902436,1.1034755,0.6336916,0.5624143,-0.0712773
10,-1.2849422,-1.280375,"('unsympathetic', 'sympathetic')",-1.7988628,-1.7463566,-0.5777069,-0.6191227,-1.220504,-1.2152847,0.0052193
11,-0.56052464,-0.55267906,"('unhelpful', 'helpful')",-0.11798535,-0.08937377,1.4818109,1.5062864,0.267767,0.2880779,0.0203109
12,0.8368993,0.89468986,"('unsupportive', 'supportive')",0.07348289,0.15621255,-1.6058961,-1.6249726,-0.231838,-0.1913567,0.0404813
13,-0.2490874,-0.24587744,"('impolite', 'polite')",-0.33166978,-0.2619471,-0.58621615,-0.6032746,-0.3889911,-0.3703664,0.0186247
14,-0.091788165,-0.03973966,"('antisocial', 'social')",-0.0105302,0.015080232,-0.7814892,-0.8242315,-0.2946025,-0.2829637,0.0116388
15,0.54729563,0.4495175,"('boring', 'funny')",-0.36066836,-0.46134633,0.48711252,0.4376904,0.2245799,0.1419539,-0.082626
16,-1.2414949,-1.2676077,"('unpopular', 'popular')",-0.50657874,-0.59784466,0.5328916,0.5190692,-0.4050607,-0.4487944,-0.0437337
