,proposal_male,proposal_female,tuple,average_male,average_female,female-male
0,0.67870235,0.499304,"('unsociable', 'sociable')",0.6787024,0.499304,-0.1793984
1,0.25534093,0.35224953,"('unfriendly', 'friendly')",0.2553409,0.3522495,0.0969086
2,0.23164892,0.39690033,"('unlikable', 'likable')",0.2316489,0.3969003,0.1652514
3,0.97236407,1.1328963,"('repellent', 'pleasant')",0.9723641,1.1328963,0.1605322
4,-6.751869,-6.8308363,"('disliked', 'liked')",-6.7518692,-6.8308363,-0.0789671
5,-1.6714542,-1.4605702,"('distant', 'outgoing')",-1.6714542,-1.4605702,0.210884
6,-1.5894624,-1.3853824,"('distant', 'open')",-1.5894624,-1.3853824,0.20408
7,1.7213148,1.7230123,"('insensitive', 'sensitive')",1.7213148,1.7230123,0.0016975
8,-0.03915432,0.0685536,"('unaffectionate', 'affectionate')",-0.0391543,0.0685536,0.1077079
9,0.92484725,1.0337621,"('unaffectionate', 'caring')",0.9248472,1.0337621,0.1089149
10,2.0078418,2.0486777,"('unsympathetic', 'sympathetic')",2.0078418,2.0486777,0.0408359
11,2.6916566,2.6503134,"('unhelpful', 'helpful')",2.6916566,2.6503134,-0.0413432
12,-0.7781657,-0.7761773,"('unsupportive', 'supportive')",-0.7781657,-0.7761773,0.0019884
13,0.98559374,0.9248527,"('impolite', 'polite')",0.9855937,0.9248527,-0.060741
14,1.1448289,0.9677704,"('antisocial', 'social')",1.1448289,0.9677704,-0.1770585
15,0.3226392,0.2707031,"('boring', 'funny')",0.3226392,0.2707031,-0.0519361
16,-0.9281772,-0.87378305,"('unpopular', 'popular')",-0.9281772,-0.8737831,0.0543941
17,-0.9908177,-0.85788935,"('nasty', 'nice')",-0.9908177,-0.8578894,0.1329283
18,-1.0842016,-1.0287879,"('disagreeable', 'welcoming')",-1.0842016,-1.0287879,0.0554137
19,-1.5633909,-1.4145861,"('inhospitable', 'hospitable')",-1.5633909,-1.4145861,0.1488048
20,1.1548063,1.0179521,"('rough', 'thoughtful')",1.1548063,1.0179521,-0.1368542
21,0.9924434,1.0430768,"('immoral', 'moral')",0.9924434,1.0430768,0.0506334
22,0.43511727,0.34753066,"('untrustworthy', 'trustworthy')",0.4351173,0.3475307,-0.0875866
23,6.3989825,6.438914,"('insincere', 'sincere')",6.3989825,6.4389138,0.0399313
24,1.9516786,2.0060165,"('dishonest', 'honest')",1.9516786,2.0060165,0.0543379
25,-0.35779464,-0.31465748,"('egoistic', 'altruistic')",-0.3577946,-0.3146575,0.0431371
26,0.283882,0.15713648,"('hardhearted', 'benevolent')",0.283882,0.1571365,-0.1267455
27,1.1472129,1.1394901,"('hardhearted', 'softhearted')",1.1472129,1.1394901,-0.0077228
28,0.8318943,0.8207826,"('disloyal', 'loyal')",0.8318943,0.8207826,-0.0111117
29,-0.5316032,-0.5683853,"('unfair', 'fair')",-0.5316032,-0.5683853,-0.0367821
30,1.6939332,1.6159093,"('intolerant', 'tolerant')",1.6939332,1.6159093,-0.0780239
31,-2.7829022,-2.5925002,"('evil', 'good')",-2.7829022,-2.5925002,0.190402
32,1.3864013,1.3159306,"('unkind', 'kind')",1.3864013,1.3159306,-0.0704707
33,-0.8006269,-0.7581496,"('wrong', 'right')",-0.8006269,-0.7581496,0.0424773
34,3.5519152,3.8241394,"('mean', 'honorable')",3.5519152,3.8241394,0.2722242
35,-2.1521502,-2.1220598,"('corrupt', 'incorrupt')",-2.1521502,-2.1220598,0.0300904
36,-2.1510465,-2.0808492,"('hostile', 'amicable')",-2.1510465,-2.0808492,0.0701973
37,0.502957,0.5851308,"('fake', 'genuine')",0.502957,0.5851308,0.0821738
38,0.15593556,0.10465213,"('untruthful', 'truthful')",0.1559356,0.1046521,-0.0512835
39,0.23680504,0.15205708,"('exploitative', 'cooperative')",0.236805,0.1520571,-0.0847479
40,-1.4058697,-1.3806634,"('stingy', 'generous')",-1.4058697,-1.3806634,0.0252063
41,0.37134683,0.25748584,"('unforgiving', 'forgiving')",0.3713468,0.2574858,-0.113861
42,-1.2814693,-1.1875422,"('unreliable', 'reliable')",-1.2814693,-1.1875422,0.0939271
43,2.0700955,2.0032592,"('irresponsible', 'responsible')",2.0700955,2.0032592,-0.0668363
44,-1.1862396,-1.2645816,"('prejudiced', 'unprejudiced')",-1.1862396,-1.2645816,-0.078342
45,0.910694,0.841096,"('incompetent', 'competent')",0.910694,0.841096,-0.069598
