,nortonlifelock_male,nortonlifelock_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.5840585,0.60129464,"('unsociable', 'sociable')",-0.071084335,-0.19677511,0.2564871,0.2022598,-0.0542273
1,-0.4019976,-0.5064201,"('unfriendly', 'friendly')",1.6315103,1.3747755,0.6147563,0.4341777,-0.1805786
2,-0.06316786,-0.05544874,"('unlikable', 'likable')",0.6864403,0.7851516,0.3116362,0.3648514,0.0532152
3,-0.016659724,0.15424344,"('repellent', 'pleasant')",0.29078588,0.3602403,0.1370631,0.2572419,0.1201788
4,-1.1857128,-1.3353621,"('disliked', 'liked')",-5.6848927,-5.7439594,-3.4353027,-3.5396607,-0.104358
5,-0.9925214,-1.0372871,"('distant', 'outgoing')",-0.34880346,-0.3493108,-0.6706624,-0.6932989,-0.0226365
6,-0.9814385,-1.0012841,"('distant', 'open')",0.0856928,0.08161355,-0.4478728,-0.4598353,-0.0119625
7,0.61678314,0.81262314,"('insensitive', 'sensitive')",0.29706982,0.3544915,0.4569265,0.5835573,0.1266308
8,-0.9417901,-1.0237503,"('unaffectionate', 'affectionate')",0.41265237,0.2508617,-0.2645689,-0.3864443,-0.1218754
9,-0.3286366,-0.3673962,"('unaffectionate', 'caring')",0.79516816,0.6993284,0.2332658,0.1659661,-0.0672997
10,-0.06499835,0.066562586,"('unsympathetic', 'sympathetic')",-0.36194903,-0.40058297,-0.2134737,-0.1670102,0.0464635
11,0.8130507,0.93709457,"('unhelpful', 'helpful')",1.9322388,2.0168307,1.3726448,1.4769626,0.1043178
12,0.15029973,0.33116975,"('unsupportive', 'supportive')",-1.8820001,-1.772547,-0.8658502,-0.7206886,0.1451616
13,0.9127239,0.97176784,"('impolite', 'polite')",-0.16019627,-0.111819655,0.3762638,0.4299741,0.0537103
14,1.1805767,1.3066603,"('antisocial', 'social')",-0.3413237,-0.28900272,0.4196265,0.5088288,0.0892023
15,0.15410396,0.07010695,"('boring', 'funny')",0.7430848,0.73752064,0.4485944,0.4038138,-0.0447806
16,-1.1165838,-1.2106484,"('unpopular', 'popular')",0.659698,0.6333004,-0.2284429,-0.288674,-0.0602311
