,nisource_male,nisource_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.1182046,-1.1524595,"('unsociable', 'sociable')",-0.2042786,-0.34950703,-0.6612416,-0.7509832,-0.0897416
1,-2.2195923,-2.2837057,"('unfriendly', 'friendly')",1.7923297,1.6740316,-0.2136313,-0.304837,-0.0912057
2,0.86013496,0.87859845,"('unlikable', 'likable')",0.6953715,0.7812873,0.7777532,0.8299429,0.0521897
3,-0.3223634,-0.098524615,"('repellent', 'pleasant')",0.23495334,0.29336607,-0.043705,0.0974207,0.1411257
4,0.1170088,0.08371055,"('disliked', 'liked')",-5.8267198,-5.895564,-2.8548555,-2.9059267,-0.0510712
5,-1.190667,-1.1842959,"('distant', 'outgoing')",-0.3209535,-0.3373882,-0.7558103,-0.760842,-0.0050317
6,-1.4263248,-1.3862642,"('distant', 'open')",0.18149735,0.15076227,-0.6224138,-0.6177509,0.0046629
7,-0.43521136,-0.2942121,"('insensitive', 'sensitive')",0.4878554,0.58776444,0.026322,0.1467762,0.1204542
8,-1.8982751,-1.9321128,"('unaffectionate', 'affectionate')",0.8516641,0.75641924,-0.5233055,-0.5878468,-0.0645413
9,-2.2570233,-2.2487333,"('unaffectionate', 'caring')",0.8535927,0.8055953,-0.7017154,-0.721569,-0.0198536
10,-0.93232685,-0.7817138,"('unsympathetic', 'sympathetic')",-0.4490972,-0.43814668,-0.690712,-0.6099302,0.0807818
11,-0.503223,-0.39876443,"('unhelpful', 'helpful')",1.254937,1.3776903,0.375857,0.4894629,0.1136059
12,-1.1363465,-0.93250334,"('unsupportive', 'supportive')",-1.7890074,-1.729781,-1.462677,-1.3311422,0.1315348
13,0.022938522,0.02381583,"('impolite', 'polite')",-0.6702407,-0.60670805,-0.3236511,-0.2914461,0.032205
14,0.37253183,0.44779196,"('antisocial', 'social')",-0.27840132,-0.32360253,0.0470653,0.0620947,0.0150294
15,0.03848973,-0.092036374,"('boring', 'funny')",0.5559589,0.5154008,0.2972243,0.2116822,-0.0855421
16,-0.35136223,-0.31792653,"('unpopular', 'popular')",0.68631613,0.6326071,0.167477,0.1573403,-0.0101367
17,-0.21385111,-0.11125548,"('nasty', 'nice')",-0.36233845,-0.27964562,-0.2880948,-0.1954505,0.0926443
18,-0.555988,-0.43097365,"('disagreeable', 'welcoming')",-0.3868545,-0.38604504,-0.4714212,-0.4085093,0.0629119
19,-1.2924123,-1.2329414,"('inhospitable', 'hospitable')",-0.3232001,-0.18487993,-0.8078062,-0.7089106,0.0988956
20,0.64252675,0.6906783,"('rough', 'thoughtful')",1.2814851,1.1974436,0.9620059,0.9440609,-0.017945
21,0.30052066,0.39346963,"('immoral', 'moral')",-0.5363945,-0.44734466,-0.1179369,-0.0269375,0.0909994
22,0.09802306,0.2311811,"('untrustworthy', 'trustworthy')",-0.8480302,-0.8794966,-0.3750036,-0.3241577,0.0508459
23,-1.1492549,-1.0601525,"('insincere', 'sincere')",4.960008,4.8935766,1.9053767,1.916712,0.0113353
24,-0.30465078,-0.28427014,"('dishonest', 'honest')",0.5197416,0.528022,0.1075454,0.1218759,0.0143305
25,-0.38968354,-0.4213896,"('egoistic', 'altruistic')",1.6384827,1.5673329,0.6243995,0.5729716,-0.0514279
