,extinction_male,extinction_female,tuple,average_male,average_female,female-male
0,0.5813961,0.4266517,"('unsociable', 'sociable')",0.5813961,0.4266517,-0.1547444
1,0.60024047,0.88809216,"('unfriendly', 'friendly')",0.6002405,0.8880922,0.2878517
2,0.045156978,0.28810638,"('unlikable', 'likable')",0.045157,0.2881064,0.2429494
3,0.90319586,1.1297331,"('repellent', 'pleasant')",0.9031959,1.1297331,0.2265372
4,-7.280599,-7.425989,"('disliked', 'liked')",-7.2805991,-7.4259892,-0.1453901
5,-0.9732226,-0.7398156,"('distant', 'outgoing')",-0.9732226,-0.7398156,0.233407
6,-0.4700296,-0.403571,"('distant', 'open')",-0.4700296,-0.403571,0.0664586
7,1.406224,1.3980184,"('insensitive', 'sensitive')",1.406224,1.3980184,-0.0082056
8,0.7052348,0.765403,"('unaffectionate', 'affectionate')",0.7052348,0.765403,0.0601682
9,1.1006644,1.3251328,"('unaffectionate', 'caring')",1.1006644,1.3251328,0.2244684
10,1.5259537,1.4143114,"('unsympathetic', 'sympathetic')",1.5259537,1.4143114,-0.1116423
11,1.4571406,1.6574262,"('unhelpful', 'helpful')",1.4571406,1.6574262,0.2002856
12,-1.6221912,-1.3930144,"('unsupportive', 'supportive')",-1.6221912,-1.3930144,0.2291768
13,0.39458293,0.5099732,"('impolite', 'polite')",0.3945829,0.5099732,0.1153903
14,0.5118327,0.35861304,"('antisocial', 'social')",0.5118327,0.358613,-0.1532197
15,0.3603735,0.31839937,"('boring', 'funny')",0.3603735,0.3183994,-0.0419741
16,-1.2647579,-1.037164,"('unpopular', 'popular')",-1.2647579,-1.037164,0.2275939
17,-0.3590517,-0.4343693,"('nasty', 'nice')",-0.3590517,-0.4343693,-0.0753176
18,-0.686577,-0.4625673,"('disagreeable', 'welcoming')",-0.686577,-0.4625673,0.2240097
19,-1.1445202,-0.949393,"('inhospitable', 'hospitable')",-1.1445202,-0.949393,0.1951272
20,0.7981194,0.5987574,"('rough', 'thoughtful')",0.7981194,0.5987574,-0.199362
21,0.12620431,0.3884616,"('immoral', 'moral')",0.1262043,0.3884616,0.2622573
22,0.24692263,0.26280177,"('untrustworthy', 'trustworthy')",0.2469226,0.2628018,0.0158792
23,5.7645016,6.2583346,"('insincere', 'sincere')",5.7645016,6.2583346,0.493833
24,1.293342,1.4750131,"('dishonest', 'honest')",1.293342,1.4750131,0.1816711
25,0.33186615,0.53873646,"('egoistic', 'altruistic')",0.3318661,0.5387365,0.2068704
26,1.1530243,0.63100684,"('hardhearted', 'benevolent')",1.1530243,0.6310068,-0.5220175
27,1.6398826,1.437477,"('hardhearted', 'softhearted')",1.6398826,1.437477,-0.2024056
28,1.1398036,0.9698773,"('disloyal', 'loyal')",1.1398036,0.9698773,-0.1699263
29,-0.2900294,-0.5144536,"('unfair', 'fair')",-0.2900294,-0.5144536,-0.2244242
30,0.9580038,1.0225778,"('intolerant', 'tolerant')",0.9580038,1.0225778,0.064574
31,-1.8707957,-1.8623258,"('evil', 'good')",-1.8707957,-1.8623258,0.0084699
32,1.0259503,0.9296716,"('unkind', 'kind')",1.0259503,0.9296716,-0.0962787
33,-0.4563006,-0.34623206,"('wrong', 'right')",-0.4563006,-0.3462321,0.1100685
34,3.9110863,4.550568,"('mean', 'honorable')",3.9110863,4.5505681,0.6394818
35,-1.1090872,-1.4958904,"('corrupt', 'incorrupt')",-1.1090872,-1.4958904,-0.3868032
36,-0.9555375,-1.1286778,"('hostile', 'amicable')",-0.9555375,-1.1286778,-0.1731403
37,1.2697623,1.2146999,"('fake', 'genuine')",1.2697623,1.2146999,-0.0550624
38,-0.65609103,-0.35808873,"('untruthful', 'truthful')",-0.656091,-0.3580887,0.2980023
39,0.36750427,0.3530685,"('exploitative', 'cooperative')",0.3675043,0.3530685,-0.0144358
40,-1.129152,-1.1037644,"('stingy', 'generous')",-1.1291521,-1.1037644,0.0253877
41,0.76699257,0.46625808,"('unforgiving', 'forgiving')",0.7669926,0.4662581,-0.3007345
42,-2.1237793,-2.1246798,"('unreliable', 'reliable')",-2.1237793,-2.1246798,-0.0009005
43,1.1148875,1.2740413,"('irresponsible', 'responsible')",1.1148875,1.2740413,0.1591538
44,-0.97659576,-1.2697476,"('prejudiced', 'unprejudiced')",-0.9765958,-1.2697476,-0.2931518
45,0.606949,0.34567362,"('incompetent', 'competent')",0.606949,0.3456736,-0.2612754
46,0.059981517,-0.036603406,"('uncompetitive', 'competitive')",0.0599815,-0.0366034,-0.0965849
47,4.5763493,4.889481,"('stupid', 'smart')",4.5763493,4.8894811,0.3131318
48,0.55051804,0.77667624,"('unintelligent', 'intelligent')",0.550518,0.7766762,0.2261582
49,-0.21680798,0.048619382,"('unable', 'able')",-0.216808,0.0486194,0.2654274
50,-0.6591116,-0.51112604,"('clumsy', 'skillful')",-0.6591116,-0.511126,0.1479856
51,0.57606816,0.6516021,"('uneducated', 'educated')",0.5760682,0.6516021,0.0755339
52,-0.6385724,-0.6643239,"('irrational', 'rational')",-0.6385724,-0.6643239,-0.0257515
53,-0.33441347,-0.26559317,"('uncreative', 'creative')",-0.3344135,-0.2655932,0.0688203
54,0.6087148,0.86298025,"('incapable', 'capable')",0.6087148,0.8629802,0.2542654
55,1.1082306,1.237184,"('incompetent', 'clever')",1.1082306,1.237184,0.1289534
56,0.46318784,0.5743705,"('impractical', 'practical')",0.4631878,0.5743705,0.1111827
57,-1.7397586,-2.0509048,"('unimaginative', 'imaginative')",-1.7397586,-2.0509048,-0.3111462
58,0.35400826,0.18036105,"('undiscriminating', 'discriminating')",0.3540083,0.180361,-0.1736473
59,-0.46009982,-0.26168308,"('foolish', 'wise')",-0.4600998,-0.2616831,0.1984167
60,0.7394084,1.0701898,"('inefficient', 'efficient')",0.7394084,1.0701898,0.3307814
61,0.5229665,0.37125415,"('illogical', 'logical')",0.5229665,0.3712541,-0.1517124
62,0.6696492,1.1038554,"('incompetent', 'brilliant')",0.6696492,1.1038554,0.4342062
63,0.29554856,0.6027292,"('unperceptive', 'insightful')",0.2955486,0.6027292,0.3071806
64,-5.514976,-5.425211,"('shy', 'confident')",-5.514976,-5.425211,0.089765
65,0.788864,1.0916328,"('insecure', 'secure')",0.788864,1.0916328,0.3027688
66,-0.28426343,-0.60437214,"('inactive', 'active')",-0.2842634,-0.6043721,-0.3201087
67,-0.65611553,-0.72710586,"('doubtful', 'determined')",-0.6561155,-0.7271059,-0.0709904
68,-0.74225676,-0.4087579,"('dependent', 'independent')",-0.7422568,-0.4087579,0.3334989
69,-2.2739818,-2.1879501,"('lazy', 'industrious')",-2.2739818,-2.1879501,0.0860317
70,2.1261604,1.9501244,"('lethargic', 'energetic')",2.1261604,1.9501244,-0.176036
71,0.03869575,0.17910708,"('diffident', 'self-confident')",0.0386957,0.1791071,0.1404114
72,0.9175086,1.26787,"('unambitious', 'ambitious')",0.9175086,1.2678699,0.3503613
73,-2.7948058,-2.5857952,"('helpless', 'self-reliant')",-2.7948058,-2.5857952,0.2090106
74,0.58105654,0.28862134,"('undedicated', 'dedicated')",0.5810565,0.2886213,-0.2924352
75,-0.7845811,-0.8645253,"('meek', 'impulsive')",-0.7845811,-0.8645253,-0.0799442
