,public_male,public_female,tuple,storage_male,storage_female,average_male,average_female,female-male
0,0.27720413,-0.0047315266,"('unsociable', 'sociable')",0.38717365,0.25011948,0.3321889,0.122694,-0.2094949
1,-0.48500708,-0.43456376,"('unfriendly', 'friendly')",0.9874362,1.0143633,0.2512146,0.2898998,0.0386852
2,1.1791314,1.2216332,"('unlikable', 'likable')",0.79647034,0.8195649,0.9878008,1.020599,0.0327982
3,-0.028528271,-0.011812573,"('repellent', 'pleasant')",0.59044313,0.6444384,0.2809574,0.3163129,0.0353555
4,0.15155914,0.21424122,"('disliked', 'liked')",-6.8716917,-6.9832063,-3.3600662,-3.3844826,-0.0244164
5,-0.5550699,-0.21640618,"('distant', 'outgoing')",-0.9336662,-0.8867804,-0.7443681,-0.5515933,0.1927748
6,-0.3246007,0.054073445,"('distant', 'open')",-0.41276783,-0.28350323,-0.3686843,-0.1147149,0.2539694
7,0.3632436,0.23541148,"('insensitive', 'sensitive')",1.4282253,1.4910384,0.8957344,0.863225,-0.0325094
8,-0.48414376,-0.34698442,"('unaffectionate', 'affectionate')",0.18993491,0.20926735,-0.1471044,-0.0688585,0.0782459
9,0.092166595,0.22767505,"('unaffectionate', 'caring')",1.0552012,1.1113068,0.5736839,0.6694909,0.095807
10,-0.82163036,-0.9309294,"('unsympathetic', 'sympathetic')",0.391466,0.41336858,-0.2150822,-0.2587804,-0.0436982
11,1.1279532,0.8403825,"('unhelpful', 'helpful')",2.2699406,2.1609058,1.698947,1.5006442,-0.1983028
12,0.83266693,0.9832488,"('unsupportive', 'supportive')",-1.2430396,-1.1800199,-0.2051863,-0.0983855,0.1068008
13,0.7722024,0.6388247,"('impolite', 'polite')",0.24986045,0.17747934,0.5110314,0.408152,-0.1028794
14,1.9140557,1.600267,"('antisocial', 'social')",0.85224617,0.67142147,1.3831509,1.1358442,-0.2473067
15,0.54521036,0.44509888,"('boring', 'funny')",0.5474442,0.43565026,0.5463273,0.4403746,-0.1059527
16,-0.8098532,-0.8842682,"('unpopular', 'popular')",-0.4178397,-0.4308784,-0.6138464,-0.6575733,-0.0437269
17,-0.5191731,-0.5018597,"('nasty', 'nice')",-0.5525283,-0.5528174,-0.5358507,-0.5273386,0.0085121
18,0.2397512,0.29796803,"('disagreeable', 'welcoming')",-0.47529942,-0.47973442,-0.1177741,-0.0908832,0.0268909
19,-1.000809,-0.796511,"('inhospitable', 'hospitable')",-0.96369195,-0.871437,-0.9822505,-0.833974,0.1482765
20,0.4122515,0.25802973,"('rough', 'thoughtful')",0.35524917,0.35295516,0.3837503,0.3054925,-0.0782578
21,1.298928,1.1622653,"('immoral', 'moral')",0.56841177,0.5228623,0.9336699,0.8425638,-0.0911061
22,0.84445107,0.71704584,"('untrustworthy', 'trustworthy')",0.33669442,0.29148006,0.5905727,0.5042629,-0.0863098
23,1.0544508,0.853006,"('insincere', 'sincere')",6.355091,6.2950916,3.704771,3.5740488,-0.1307222
24,0.8820744,0.87667453,"('dishonest', 'honest')",1.3760142,1.3676703,1.1290443,1.1221724,-0.0068719
25,-0.026186127,-0.026534393,"('egoistic', 'altruistic')",0.9829804,0.9298013,0.4783971,0.4516335,-0.0267636
26,1.8272523,1.7133073,"('hardhearted', 'benevolent')",1.5359722,1.508684,1.6816123,1.6109957,-0.0706166
27,-0.328655,-0.31818134,"('hardhearted', 'softhearted')",0.25488836,0.30521435,-0.0368833,-0.0064835,0.0303998
28,0.50017166,0.25471848,"('disloyal', 'loyal')",1.1559132,1.0288384,0.8280424,0.6417785,-0.1862639
29,0.16275011,0.2030147,"('unfair', 'fair')",-0.6532655,-0.7037375,-0.2452577,-0.2503614,-0.0051037
30,1.5237448,1.3113261,"('intolerant', 'tolerant')",2.1208334,1.9985852,1.8222891,1.6549556,-0.1673335
31,-1.2539917,-0.8939381,"('evil', 'good')",-2.0155313,-1.8788143,-1.6347616,-1.3863763,0.2483853
32,0.5885058,0.33598974,"('unkind', 'kind')",1.2804164,1.163663,0.9344611,0.7498264,-0.1846347
33,0.54828185,0.7345202,"('wrong', 'right')",-0.037592918,-0.031328466,0.2553445,0.3515959,0.0962514
34,0.3157363,0.45255867,"('mean', 'honorable')",4.768643,4.9301834,2.5421896,2.691371,0.1491814
35,-1.3610957,-1.26369,"('corrupt', 'incorrupt')",-1.4997729,-1.5524338,-1.4304342,-1.408062,0.0223722
