,target_male,target_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.15283225,0.12989931,"('unsociable', 'sociable')",0.20584388,0.22172008,0.1793381,0.1758097,-0.0035284
1,-0.12806246,-0.31449482,"('unfriendly', 'friendly')",1.1127093,1.0187232,0.4923234,0.3521142,-0.1402092
2,0.6621156,0.6334791,"('unlikable', 'likable')",0.42620033,0.38228795,0.544158,0.5078835,-0.0362745
3,-0.07909585,0.14506859,"('repellent', 'pleasant')",0.74067706,0.90517235,0.3307906,0.5251205,0.1943299
4,-1.1412158,-1.277684,"('disliked', 'liked')",-6.453433,-6.880465,-3.7973244,-4.0790744,-0.28175
5,-0.69536203,-0.9397006,"('distant', 'outgoing')",-0.4900326,-0.6327187,-0.5926973,-0.7862096,-0.1935123
6,-0.73936886,-0.9790129,"('distant', 'open')",-0.97126037,-1.0534636,-0.8553146,-1.0162382,-0.1609236
7,0.78449476,0.9396956,"('insensitive', 'sensitive')",0.5596635,0.81221753,0.6720791,0.8759565,0.2038774
8,-0.5524722,-0.74732083,"('unaffectionate', 'affectionate')",-0.101092175,-0.14614934,-0.3267822,-0.4467351,-0.1199529
9,0.7657353,0.6487653,"('unaffectionate', 'caring')",0.8212243,0.8784509,0.7934798,0.7636081,-0.0298717
10,0.71393085,0.8417076,"('unsympathetic', 'sympathetic')",-0.1805033,0.1660757,0.2667138,0.5038916,0.2371778
11,0.8356636,0.9426769,"('unhelpful', 'helpful')",2.429591,2.5938118,1.6326272,1.7682443,0.1356171
12,1.3317957,1.3646635,"('unsupportive', 'supportive')",-1.7420329,-1.7199305,-0.2051186,-0.1776335,0.0274851
13,0.48014534,0.4717222,"('impolite', 'polite')",-0.22290614,-0.04589905,0.1286196,0.2129116,0.084292
14,0.8386612,0.9101533,"('antisocial', 'social')",0.2767955,0.27838922,0.5577284,0.5942713,0.0365429
15,-0.21971925,-0.4032265,"('boring', 'funny')",-0.26644343,-0.36910376,-0.2430813,-0.3861651,-0.1430838
16,-1.251544,-1.3419698,"('unpopular', 'popular')",0.41253942,0.29051936,-0.4195023,-0.5257252,-0.1062229
17,-0.7611596,-0.812122,"('nasty', 'nice')",-0.49789926,-0.43047354,-0.6295294,-0.6212978,0.0082316
18,-0.5300858,-0.65995675,"('disagreeable', 'welcoming')",-0.5674115,-0.7023326,-0.5487486,-0.6811447,-0.1323961
19,-1.1561202,-1.327289,"('inhospitable', 'hospitable')",-0.67611355,-0.70663697,-0.9161168,-1.016963,-0.1008462
20,1.1112751,1.1552134,"('rough', 'thoughtful')",0.82642454,0.81064117,0.9688498,0.9829273,0.0140775
21,0.8559021,0.91936076,"('immoral', 'moral')",0.011161334,0.21983638,0.4335317,0.5695986,0.1360669
22,0.104393944,0.16811445,"('untrustworthy', 'trustworthy')",-0.9916999,-0.78827024,-0.443653,-0.3100779,0.1335751
23,1.5572563,1.7308375,"('insincere', 'sincere')",6.356195,6.7163424,3.9567256,4.2235899,0.2668643
24,0.37584853,0.36505625,"('dishonest', 'honest')",0.8547399,1.0281104,0.6152942,0.6965833,0.0812891
25,0.15987054,0.049815618,"('egoistic', 'altruistic')",0.4431233,0.25013348,0.3014969,0.1499746,-0.1515223
26,1.0517838,0.9207388,"('hardhearted', 'benevolent')",0.9552471,0.7867475,1.0035155,0.8537432,-0.1497723
27,-0.41272712,-0.43507165,"('hardhearted', 'softhearted')",0.71814716,0.7727366,0.15271,0.1688325,0.0161225
28,0.8855638,0.822775,"('disloyal', 'loyal')",1.2566702,1.2767901,1.071117,1.0497825,-0.0213345
29,-0.29358763,-0.3680564,"('unfair', 'fair')",-0.6066109,-0.7484702,-0.4500993,-0.5582633,-0.108164
30,0.66376233,0.75479937,"('intolerant', 'tolerant')",0.9485634,1.0088717,0.8061628,0.8818355,0.0756727
31,-2.274536,-2.492926,"('evil', 'good')",-1.4249567,-1.7371669,-1.8497462,-2.1150465,-0.2653003
32,0.37365568,0.45273966,"('unkind', 'kind')",0.6932241,0.7100387,0.5334399,0.5813892,0.0479493
33,0.37584358,0.19750997,"('wrong', 'right')",-0.53829604,-0.6170823,-0.0812262,-0.2097862,-0.12856
34,-0.675848,-0.6309868,"('mean', 'honorable')",5.616936,5.864063,2.4705441,2.616538,0.1459939
35,-1.3757057,-1.6754358,"('corrupt', 'incorrupt')",-0.94663966,-1.1770235,-1.1611726,-1.4262297,-0.2650571
36,-2.0608375,-2.2582862,"('hostile', 'amicable')",-0.790308,-0.97500753,-1.4255728,-1.6166469,-0.1910741
37,-0.7972416,-0.82869315,"('fake', 'genuine')",-0.047892407,0.08525414,-0.422567,-0.3717195,0.0508475
38,0.42400736,0.40983933,"('untruthful', 'truthful')",0.30333453,0.35994998,0.3636709,0.3848947,0.0212238
39,1.0471843,1.0512551,"('exploitative', 'cooperative')",0.043622356,0.110951245,0.5454034,0.5811032,0.0356998
40,-0.7834926,-0.70014375,"('stingy', 'generous')",-1.9123514,-2.0458872,-1.347922,-1.3730155,-0.0250935
41,0.88156116,0.7863465,"('unforgiving', 'forgiving')",0.035425927,-0.07287498,0.4584935,0.3567358,-0.1017577
42,0.58991843,0.68173367,"('unreliable', 'reliable')",-3.1272242,-3.0199966,-1.2686529,-1.1691315,0.0995214
43,1.2546428,1.328067,"('irresponsible', 'responsible')",0.6004839,0.788998,0.9275634,1.0585325,0.1309691
44,-1.3277444,-1.365053,"('prejudiced', 'unprejudiced')",-1.678574,-1.7476683,-1.5031592,-1.5563607,-0.0532015
45,0.16033325,0.28077644,"('incompetent', 'competent')",0.3613308,0.41282877,0.260832,0.3468026,0.0859706
46,0.043718968,0.22644678,"('uncompetitive', 'competitive')",-0.34901944,-0.13145056,-0.1526502,0.0474981,0.2001483
47,0.14762172,0.2051795,"('stupid', 'smart')",5.3631387,5.7526774,2.7553802,2.9789286,0.2235484
48,0.72989786,0.71788967,"('unintelligent', 'intelligent')",1.1057894,1.1599826,0.9178436,0.9389361,0.0210925
49,-0.21266425,-0.29470378,"('unable', 'able')",-0.011117093,0.10937773,-0.1118907,-0.092663,0.0192277
50,-0.63441426,-0.60321057,"('clumsy', 'skillful')",-0.12526926,-0.08154553,-0.3798417,-0.3423781,0.0374636
51,0.2579004,0.3631053,"('uneducated', 'educated')",0.7809552,0.83585966,0.5194278,0.5994825,0.0800547
52,-1.28676,-1.4767153,"('irrational', 'rational')",-0.5472215,-0.69854045,-0.9169908,-1.0876279,-0.1706371
53,-0.83166265,-0.91843104,"('uncreative', 'creative')",0.11538596,0.08711628,-0.3581384,-0.4156574,-0.057519
54,0.5737597,0.5405278,"('incapable', 'capable')",0.6490366,0.7612417,0.6113981,0.6508847,0.0394866
55,0.7783515,0.9797418,"('incompetent', 'clever')",0.6888317,0.80680484,0.7335916,0.8932734,0.1596818
