,radioshack_male,radioshack_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.0837694,-1.2014828,"('unsociable', 'sociable')",-0.26712635,-0.39835832,-0.6754479,-0.7999206,-0.1244727
1,0.11773189,-0.11071699,"('unfriendly', 'friendly')",1.740647,1.622137,0.9291894,0.75571,-0.1734794
2,0.44313043,0.40792376,"('unlikable', 'likable')",0.5016501,0.50191027,0.4723903,0.454917,-0.0174733
3,-0.41329253,-0.37708148,"('repellent', 'pleasant')",0.94727916,0.9958733,0.2669933,0.3093959,0.0424026
4,-0.045588728,-0.13241428,"('disliked', 'liked')",-7.0206513,-7.109948,-3.5331199,-3.6211812,-0.0880613
5,0.36350423,0.27263165,"('distant', 'outgoing')",-0.18239895,-0.119071685,0.0905526,0.07678,-0.0137726
6,0.16015777,0.058493927,"('distant', 'open')",-0.15952273,-0.11000404,0.0003175,-0.0257551,-0.0260726
7,-0.70480174,-0.68932164,"('insensitive', 'sensitive')",0.50375164,0.4733289,-0.1005251,-0.1079964,-0.0074713
8,-0.98831487,-1.0880339,"('unaffectionate', 'affectionate')",1.0947503,1.062931,0.0532177,-0.0125515,-0.0657692
9,-0.90567553,-1.0066135,"('unaffectionate', 'caring')",1.3507066,1.3726122,0.2225155,0.1829994,-0.0395161
10,-1.7732303,-1.8563932,"('unsympathetic', 'sympathetic')",-0.7605434,-0.81814474,-1.2668868,-1.3372689,-0.0703821
11,-1.1762811,-1.2191873,"('unhelpful', 'helpful')",1.1865014,1.2795568,0.0051101,0.0301847,0.0250746
12,-0.822163,-0.86269987,"('unsupportive', 'supportive')",-2.0180526,-2.0748746,-1.4201078,-1.4687872,-0.0486794
13,-1.0791422,-1.1918303,"('impolite', 'polite')",-1.1621686,-1.1182973,-1.1206554,-1.1550639,-0.0344085
14,-0.06401366,-0.11315798,"('antisocial', 'social')",0.013500392,-0.08013069,-0.0252566,-0.0966443,-0.0713877
15,0.7792506,0.68350565,"('boring', 'funny')",0.28811786,0.263597,0.5336843,0.4735513,-0.060133
16,-0.28039736,-0.28596994,"('unpopular', 'popular')",0.3293424,0.29950637,0.0244725,0.0067682,-0.0177043
17,-0.546393,-0.50988346,"('nasty', 'nice')",-0.34932038,-0.32495722,-0.4478567,-0.4174203,0.0304364
18,0.15596838,0.11224751,"('disagreeable', 'welcoming')",-0.46978265,-0.4968146,-0.1569071,-0.1922835,-0.0353764
19,-0.6770996,-0.7355579,"('inhospitable', 'hospitable')",-0.17388953,-0.13485214,-0.4254946,-0.435205,-0.0097104
20,0.096651725,0.117095396,"('rough', 'thoughtful')",0.84258944,0.83363384,0.4696206,0.4753646,0.005744
21,-0.31808826,-0.4211715,"('immoral', 'moral')",-0.7623122,-0.72539395,-0.5402002,-0.5732827,-0.0330825
22,0.13953456,0.057561785,"('untrustworthy', 'trustworthy')",-0.74900544,-0.85342073,-0.3047354,-0.3979295,-0.0931941
23,-0.8890927,-0.99008757,"('insincere', 'sincere')",5.879732,5.885729,2.4953198,2.4478207,-0.0474991
24,-0.82952154,-0.95040727,"('dishonest', 'honest')",0.5083592,0.47549257,-0.1605812,-0.2374573,-0.0768761
25,0.9812296,0.96288925,"('egoistic', 'altruistic')",1.778748,1.7640169,1.3799888,1.363453,-0.0165358
26,1.1019166,0.8686882,"('hardhearted', 'benevolent')",2.1793673,2.0022998,1.6406419,1.4354939,-0.205148
27,0.35893157,0.40812698,"('hardhearted', 'softhearted')",1.460064,1.4018389,0.9094978,0.9049829,-0.0045149
28,-0.74787575,-0.87226707,"('disloyal', 'loyal')",1.0228641,0.87249756,0.1374942,0.0001152,-0.137379
29,0.3737176,0.32084593,"('unfair', 'fair')",-0.009308539,-0.13426568,0.1822045,0.0932901,-0.0889144
30,-0.6599758,-0.7171253,"('intolerant', 'tolerant')",0.6265091,0.61193544,-0.0167334,-0.0525949,-0.0358615
31,0.7573103,0.8116301,"('evil', 'good')",-0.32160386,-0.41229033,0.2178532,0.1996699,-0.0181833
32,-0.424262,-0.50672895,"('unkind', 'kind')",0.86213255,0.6727196,0.2189353,0.0829953,-0.13594
33,0.70479906,0.62111664,"('wrong', 'right')",-0.13304201,-0.23780733,0.2858785,0.1916547,-0.0942238
