,cardinal_male,cardinal_female,tuple,health_male,health_female,inc_male,inc_female,average_male,average_female,female-male
0,0.35016277,0.48352987,"('unsociable', 'sociable')",0.50901127,0.39101207,-0.63285935,-0.7882555,0.0754382,0.0287621,-0.0466761
1,-0.47323227,-0.5111203,"('unfriendly', 'friendly')",0.73858136,0.7202399,1.6302346,1.5763217,0.6318612,0.5951471,-0.0367141
2,0.8492825,0.91162986,"('unlikable', 'likable')",1.4950613,1.5114685,0.37692037,0.47827673,0.907088,0.967125,0.060037
3,-0.620164,-0.36148864,"('repellent', 'pleasant')",-0.9183037,-0.7414717,0.27551657,0.29306734,-0.4209837,-0.2699643,0.1510194
4,-1.1074066,-1.2396334,"('disliked', 'liked')",0.4760538,0.5000994,-6.633968,-6.636585,-2.4217736,-2.4587064,-0.0369328
5,-1.1924797,-1.3560346,"('distant', 'outgoing')",-0.16828738,-0.06572084,-0.31241927,-0.22405365,-0.5577288,-0.548603,0.0091258
6,-1.6394726,-1.7917011,"('distant', 'open')",-0.21610309,-0.089205846,0.28873628,0.37733057,-0.5222798,-0.5011921,0.0210877
7,1.0237726,1.1973205,"('insensitive', 'sensitive')",0.20775244,0.30735102,0.9459415,0.92698723,0.7258222,0.8105529,0.0847307
8,-0.7741469,-0.925011,"('unaffectionate', 'affectionate')",-0.4384137,-0.503296,0.7587524,0.7105907,-0.1512694,-0.2392388,-0.0879694
9,0.060042962,0.0645075,"('unaffectionate', 'caring')",0.7722733,0.7577874,1.1408737,1.14501,0.65773,0.6557683,-0.0019617
10,1.0143723,1.3727587,"('unsympathetic', 'sympathetic')",0.27009115,0.383456,-0.3706035,-0.4214345,0.30462,0.4449267,0.1403067
11,0.8247901,1.095084,"('unhelpful', 'helpful')",0.3480166,0.37477505,1.4333427,1.5412385,0.8687165,1.0036991,0.1349826
12,1.6419123,1.9139124,"('unsupportive', 'supportive')",2.3142579,2.517422,-1.7676619,-1.7251115,0.7295027,0.9020743,0.1725716
13,0.5685089,0.7212341,"('impolite', 'polite')",0.6689297,0.593251,-0.483663,-0.5298038,0.2512586,0.2615604,0.0103018
14,0.40918046,0.54396635,"('antisocial', 'social')",0.3520074,0.32671314,-0.46873355,-0.56678647,0.0974848,0.1012977,0.0038129
15,-0.016888212,-0.24113134,"('boring', 'funny')",0.3774789,0.18290552,0.5389882,0.4940137,0.2998596,0.1452626,-0.154597
16,-2.1129088,-2.172241,"('unpopular', 'popular')",-0.6776858,-0.5897721,0.028667577,0.0722031,-0.9206423,-0.8966033,0.024039
17,-0.7856301,-0.7812635,"('nasty', 'nice')",-0.3030474,-0.09999157,-0.17701328,-0.041680664,-0.4218969,-0.3076452,0.1142517
18,1.2578421,1.1584126,"('disagreeable', 'welcoming')",-0.29543805,-0.21843374,-0.27209625,-0.21765795,0.2301026,0.2407736,0.010671
19,-0.41046327,-0.3935749,"('inhospitable', 'hospitable')",0.3957916,0.46738106,0.07308819,0.2176896,0.0194722,0.0971653,0.0776931
20,0.18772429,0.339861,"('rough', 'thoughtful')",-0.2977329,-0.24161893,0.9168509,0.84496796,0.2689474,0.3144033,0.0454559
21,2.793055,2.9282694,"('immoral', 'moral')",1.7428011,1.7273871,-0.49904832,-0.5060374,1.3456027,1.3832064,0.0376037
22,1.0166879,1.065612,"('untrustworthy', 'trustworthy')",0.59165657,0.5708109,-0.7645416,-0.818645,0.2812676,0.2725926,-0.008675
23,1.6156374,1.8339758,"('insincere', 'sincere')",0.5335022,0.5419519,5.958642,5.9097195,2.7025938,2.7618825,0.0592887
24,1.0333266,1.0214555,"('dishonest', 'honest')",0.59906507,0.584214,0.94067687,0.83451086,0.8576895,0.8133934,-0.0442961
25,-0.64991,-0.80803347,"('egoistic', 'altruistic')",0.06989303,0.039802063,1.80475,1.7220165,0.4082443,0.3179284,-0.0903159
26,1.3661294,1.1109613,"('hardhearted', 'benevolent')",1.5809771,1.5270545,1.8046837,1.7631705,1.58393,1.467062,-0.116868
27,0.4264603,0.3568124,"('hardhearted', 'softhearted')",0.912253,0.9100615,1.7488556,1.6502656,1.0291896,0.9723798,-0.0568098
28,0.38607514,0.4040107,"('disloyal', 'loyal')",-0.14008805,-0.22268383,0.8158533,0.68027157,0.3539468,0.2871995,-0.0667473
29,-0.031430684,-0.08845897,"('unfair', 'fair')",-0.04517234,-0.02483315,-0.088853225,-0.24680683,-0.0551521,-0.120033,-0.0648809
30,0.6544608,0.8160268,"('intolerant', 'tolerant')",1.0718896,1.0687215,1.1566453,1.110465,0.9609985,0.9984045,0.037406
