,covidien_male,covidien_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-1.273009,-1.4617379,"('unsociable', 'sociable')",-0.7268597,-0.8918797,-0.9999343,-1.1768088,-0.1768745
1,-1.5358756,-1.5946063,"('unfriendly', 'friendly')",1.9202859,1.7980729,0.1922052,0.1017333,-0.0904719
2,0.52275366,0.50713134,"('unlikable', 'likable')",0.6115145,0.6661192,0.5671341,0.5866253,0.0194912
3,-0.122447535,-0.05787652,"('repellent', 'pleasant')",0.035594616,0.18167207,-0.0434265,0.0618978,0.1053243
4,-0.035550512,-0.049991056,"('disliked', 'liked')",-5.119132,-5.505519,-2.5773413,-2.777755,-0.2004137
5,-0.018617952,0.09053784,"('distant', 'outgoing')",0.13112637,0.14906368,0.0562542,0.1198008,0.0635466
6,-0.4745097,-0.34024346,"('distant', 'open')",0.09251089,0.13881107,-0.1909994,-0.1007162,0.0902832
7,-0.8589904,-0.9211058,"('insensitive', 'sensitive')",0.29529876,0.30928236,-0.2818458,-0.3059117,-0.0240659
8,-1.1617265,-1.1530128,"('unaffectionate', 'affectionate')",0.9387394,0.8729359,-0.1114935,-0.1400384,-0.0285449
9,-1.1997736,-1.214768,"('unaffectionate', 'caring')",1.168563,1.153463,-0.0156053,-0.0306525,-0.0150472
10,-1.6927207,-1.7837642,"('unsympathetic', 'sympathetic')",-0.5900923,-0.6051969,-1.1414065,-1.1944805,-0.053074
11,-0.8768977,-0.9194993,"('unhelpful', 'helpful')",0.98993903,1.0739805,0.0565207,0.0772406,0.0207199
12,-0.6651809,-0.66135144,"('unsupportive', 'supportive')",-1.482414,-1.4877626,-1.0737975,-1.0745571,-0.0007596
13,-1.5292553,-1.6686358,"('impolite', 'polite')",-0.92041457,-0.95560503,-1.2248349,-1.3121204,-0.0872855
14,0.040753912,-0.06336151,"('antisocial', 'social')",0.5507697,0.45434728,0.2957618,0.1954929,-0.1002689
15,-0.2626753,-0.35455477,"('boring', 'funny')",0.20292166,0.1585921,-0.0298768,-0.0979813,-0.0681045
16,-0.20613948,-0.18179992,"('unpopular', 'popular')",-0.12409303,-0.07969403,-0.1651163,-0.130747,0.0343693
17,-0.33925465,-0.3275723,"('nasty', 'nice')",-0.8005118,-0.7356639,-0.5698832,-0.5316181,0.0382651
18,-1.060617,-1.0367953,"('disagreeable', 'welcoming')",-0.6953543,-0.6248721,-0.8779856,-0.8308337,0.0471519
19,-0.6407651,-0.60998505,"('inhospitable', 'hospitable')",-0.22465378,-0.21737283,-0.4327094,-0.4136789,0.0190305
20,0.9460157,0.92748135,"('rough', 'thoughtful')",1.2626331,1.2359605,1.1043243,1.0817209,-0.0226034
21,-0.59458065,-0.70019513,"('immoral', 'moral')",-0.95918876,-0.95176005,-0.7768847,-0.8259776,-0.0490929
22,-0.20346095,-0.29622817,"('untrustworthy', 'trustworthy')",-0.75886124,-0.88110125,-0.4811611,-0.5886647,-0.1075036
23,-1.1049521,-1.1766435,"('insincere', 'sincere')",4.723462,4.853315,1.809255,1.8383358,0.0290808
24,-0.83109623,-0.8817937,"('dishonest', 'honest')",0.57629085,0.47582498,-0.1274027,-0.2029843,-0.0755816
25,-0.021983268,0.012678759,"('egoistic', 'altruistic')",1.6282477,1.662036,0.8031322,0.8373573,0.0342251
26,-0.1505697,-0.2334939,"('hardhearted', 'benevolent')",2.3141897,2.0814555,1.08181,0.9239808,-0.1578292
27,-1.5240586,-1.5588665,"('hardhearted', 'softhearted')",0.61720926,0.49067006,-0.4534247,-0.5340982,-0.0806735
28,-0.4386357,-0.504346,"('disloyal', 'loyal')",0.9215636,0.7998621,0.241464,0.147758,-0.093706
29,0.6459871,0.5870255,"('unfair', 'fair')",-0.51832145,-0.7092464,0.0638328,-0.0611104,-0.1249432
30,0.011433177,-0.106645785,"('intolerant', 'tolerant')",0.69681454,0.7078458,0.3541239,0.3006,-0.0535239
31,0.32793126,0.47300494,"('evil', 'good')",-0.30267102,-0.29011297,0.0126301,0.091446,0.0788159
32,-0.8695378,-1.0270035,"('unkind', 'kind')",0.6624458,0.4386428,-0.103546,-0.2941804,-0.1906344
33,0.34208643,0.3040654,"('wrong', 'right')",0.26170275,0.15293837,0.3018946,0.2285019,-0.0733927
34,0.26129377,0.40211168,"('mean', 'honorable')",4.1725245,4.591749,2.2169092,2.4969304,0.2800212
35,0.6579258,0.6530719,"('corrupt', 'incorrupt')",-0.19848847,-0.33524305,0.2297187,0.1589144,-0.0708043
36,0.22830802,0.2472776,"('hostile', 'amicable')",0.8024503,0.6490606,0.5153792,0.4481691,-0.0672101
37,0.07899026,0.07936382,"('fake', 'genuine')",0.6390561,0.62501353,0.3590232,0.3521887,-0.0068345
38,-0.91716695,-0.9437259,"('untruthful', 'truthful')",0.05243612,0.11859935,-0.4323654,-0.4125633,0.0198021
39,1.1425118,1.1411148,"('exploitative', 'cooperative')",0.59066814,0.5562133,0.86659,0.848664,-0.017926
