,glockenspiel_male,glockenspiel_female,tuple,average_male,average_female,female-male
0,-0.5937021,-0.7219517,"('unsociable', 'sociable')",-0.5937021,-0.7219517,-0.1282496
1,-0.78558385,-0.882809,"('unfriendly', 'friendly')",-0.7855839,-0.882809,-0.0972251
2,-0.2677031,-0.21708362,"('unlikable', 'likable')",-0.2677031,-0.2170836,0.0506195
3,-1.1393962,-0.9537663,"('repellent', 'pleasant')",-1.1393962,-0.9537663,0.1856299
4,-0.2775878,-0.3147671,"('disliked', 'liked')",-0.2775878,-0.3147671,-0.0371793
5,0.66577196,0.7065398,"('distant', 'outgoing')",0.665772,0.7065398,0.0407678
6,0.9314378,0.95331275,"('distant', 'open')",0.9314378,0.9533128,0.021875
7,-0.7826842,-0.75017303,"('insensitive', 'sensitive')",-0.7826842,-0.750173,0.0325112
8,-0.29599485,-0.32982263,"('unaffectionate', 'affectionate')",-0.2959948,-0.3298226,-0.0338278
9,-0.6857215,-0.7515046,"('unaffectionate', 'caring')",-0.6857215,-0.7515046,-0.0657831
10,-2.718845,-2.7828095,"('unsympathetic', 'sympathetic')",-2.7188449,-2.7828095,-0.0639646
11,-1.5360999,-1.5882692,"('unhelpful', 'helpful')",-1.5360999,-1.5882692,-0.0521693
12,-1.7632382,-1.7820543,"('unsupportive', 'supportive')",-1.7632382,-1.7820543,-0.0188161
13,-1.0144036,-1.002204,"('impolite', 'polite')",-1.0144036,-1.0022039,0.0121997
14,-0.5140909,-0.5551687,"('antisocial', 'social')",-0.5140909,-0.5551687,-0.0410778
15,1.3252516,1.2898332,"('boring', 'funny')",1.3252516,1.2898332,-0.0354184
16,0.8224006,0.93945324,"('unpopular', 'popular')",0.8224006,0.9394532,0.1170526
17,-0.8535286,-0.7919832,"('nasty', 'nice')",-0.8535286,-0.7919832,0.0615454
18,-0.97994447,-0.94815326,"('disagreeable', 'welcoming')",-0.9799445,-0.9481533,0.0317912
19,0.13561039,0.23194003,"('inhospitable', 'hospitable')",0.1356104,0.23194,0.0963296
20,-0.80640185,-0.72745615,"('rough', 'thoughtful')",-0.8064018,-0.7274562,0.0789456
21,-1.8084921,-1.7914007,"('immoral', 'moral')",-1.8084921,-1.7914007,0.0170914
22,-0.7966959,-0.9043356,"('untrustworthy', 'trustworthy')",-0.7966959,-0.9043356,-0.1076397
23,-0.7701578,-0.822575,"('insincere', 'sincere')",-0.7701578,-0.822575,-0.0524172
24,-1.387737,-1.5502368,"('dishonest', 'honest')",-1.387737,-1.5502368,-0.1624998
25,-0.053387698,-0.028349169,"('egoistic', 'altruistic')",-0.0533877,-0.0283492,0.0250385
