,astrolabe_male,astrolabe_female,tuple,average_male,average_female,female-male
0,-0.3076353,-0.60593045,"('unsociable', 'sociable')",-0.3076353,-0.6059304,-0.2982951
1,-0.13988419,-0.48696265,"('unfriendly', 'friendly')",-0.1398842,-0.4869626,-0.3470784
2,0.06445408,0.036889896,"('unlikable', 'likable')",0.0644541,0.0368899,-0.0275642
3,-0.80542225,-0.72855294,"('repellent', 'pleasant')",-0.8054222,-0.7285529,0.0768693
4,-1.4195747,-1.6693124,"('disliked', 'liked')",-1.4195747,-1.6693124,-0.2497377
5,-1.7269688,-1.7497076,"('distant', 'outgoing')",-1.7269688,-1.7497076,-0.0227388
6,-1.7470058,-1.7837623,"('distant', 'open')",-1.7470058,-1.7837623,-0.0367565
7,-0.5132986,-0.4904123,"('insensitive', 'sensitive')",-0.5132986,-0.4904123,0.0228863
8,0.08508011,-0.09394087,"('unaffectionate', 'affectionate')",0.0850801,-0.0939409,-0.179021
9,-0.4334517,-0.56026757,"('unaffectionate', 'caring')",-0.4334517,-0.5602676,-0.1268159
10,-1.9008223,-1.8104329,"('unsympathetic', 'sympathetic')",-1.9008223,-1.8104329,0.0903894
11,-0.20064266,-0.06677815,"('unhelpful', 'helpful')",-0.2006427,-0.0667782,0.1338645
12,-1.5178579,-1.5499821,"('unsupportive', 'supportive')",-1.5178579,-1.5499821,-0.0321242
13,-0.8219208,-0.9013109,"('impolite', 'polite')",-0.8219208,-0.9013109,-0.0793901
14,-0.4347918,-0.4867849,"('antisocial', 'social')",-0.4347918,-0.4867849,-0.0519931
15,0.7911608,0.6291665,"('boring', 'funny')",0.7911608,0.6291665,-0.1619943
16,0.40937173,0.23154587,"('unpopular', 'popular')",0.4093717,0.2315459,-0.1778258
17,-0.37233222,-0.33630738,"('nasty', 'nice')",-0.3723322,-0.3363074,0.0360248
18,-0.35590023,-0.397975,"('disagreeable', 'welcoming')",-0.3559002,-0.397975,-0.0420748
19,-1.5838691,-1.603009,"('inhospitable', 'hospitable')",-1.5838691,-1.603009,-0.0191399
20,0.6660002,0.73017734,"('rough', 'thoughtful')",0.6660002,0.7301773,0.0641771
