,ice_male,ice_female,tuple,average_male,average_female,female-male
0,-0.084957816,-0.20467198,"('unsociable', 'sociable')",-0.0849578,-0.204672,-0.1197142
1,1.3782376,1.3829174,"('unfriendly', 'friendly')",1.3782376,1.3829174,0.0046798
2,0.6208566,0.76949745,"('unlikable', 'likable')",0.6208566,0.7694975,0.1486409
3,0.7883121,0.9533212,"('repellent', 'pleasant')",0.7883121,0.9533212,0.1650091
4,-7.465225,-7.316158,"('disliked', 'liked')",-7.4652252,-7.3161578,0.1490674
5,0.17204277,0.26115382,"('distant', 'outgoing')",0.1720428,0.2611538,0.089111
6,0.26036513,0.3555636,"('distant', 'open')",0.2603651,0.3555636,0.0951985
7,1.3069693,1.2686622,"('insensitive', 'sensitive')",1.3069693,1.2686622,-0.0383071
8,1.1957009,1.1751983,"('unaffectionate', 'affectionate')",1.1957009,1.1751983,-0.0205026
9,1.7568536,1.8040005,"('unaffectionate', 'caring')",1.7568536,1.8040005,0.0471469
10,1.1764555,1.1242477,"('unsympathetic', 'sympathetic')",1.1764555,1.1242477,-0.0522078
11,2.1872666,2.161419,"('unhelpful', 'helpful')",2.1872666,2.1614189,-0.0258477
12,-1.0644268,-1.068282,"('unsupportive', 'supportive')",-1.0644268,-1.068282,-0.0038552
13,0.2557782,0.15494674,"('impolite', 'polite')",0.2557782,0.1549467,-0.1008315
14,0.11865245,-0.024048395,"('antisocial', 'social')",0.1186524,-0.0240484,-0.1427008
15,0.62554383,0.59939307,"('boring', 'funny')",0.6255438,0.5993931,-0.0261507
16,-0.3917502,-0.29222777,"('unpopular', 'popular')",-0.3917502,-0.2922278,0.0995224
17,-0.37960228,-0.29472113,"('nasty', 'nice')",-0.3796023,-0.2947211,0.0848812
18,-0.3269987,-0.38095295,"('disagreeable', 'welcoming')",-0.3269987,-0.380953,-0.0539543
19,-0.13391247,-0.00550548,"('inhospitable', 'hospitable')",-0.1339125,-0.0055055,0.128407
20,0.47303388,0.36393785,"('rough', 'thoughtful')",0.4730339,0.3639379,-0.109096
21,0.22050986,0.22929364,"('immoral', 'moral')",0.2205099,0.2292936,0.0087837
22,-0.15861529,-0.21858649,"('untrustworthy', 'trustworthy')",-0.1586153,-0.2185865,-0.0599712
