,partridge_male,partridge_female,tuple,average_male,average_female,female-male
0,0.24680284,0.17876877,"('unsociable', 'sociable')",0.2468028,0.1787688,-0.068034
1,1.4931128,1.6097564,"('unfriendly', 'friendly')",1.4931128,1.6097564,0.1166436
2,-0.25024197,0.0014742762,"('unlikable', 'likable')",-0.250242,0.0014743,0.2517163
3,0.92685753,1.036475,"('repellent', 'pleasant')",0.9268575,1.0364749,0.1096174
4,-6.857126,-7.00865,"('disliked', 'liked')",-6.8571262,-7.0086498,-0.1515236
5,-0.61988944,-0.31868848,"('distant', 'outgoing')",-0.6198894,-0.3186885,0.3012009
6,-0.12698129,0.10284703,"('distant', 'open')",-0.1269813,0.102847,0.2298283
7,1.4057001,1.3930827,"('insensitive', 'sensitive')",1.4057001,1.3930827,-0.0126174
8,1.0176555,1.1327697,"('unaffectionate', 'affectionate')",1.0176555,1.1327697,0.1151142
9,1.3296525,1.571496,"('unaffectionate', 'caring')",1.3296525,1.571496,0.2418435
10,1.1590761,1.193841,"('unsympathetic', 'sympathetic')",1.1590761,1.193841,0.0347649
11,1.8056667,1.9760178,"('unhelpful', 'helpful')",1.8056667,1.9760178,0.1703511
12,-1.4069164,-1.1758417,"('unsupportive', 'supportive')",-1.4069164,-1.1758417,0.2310747
13,0.08607569,0.096200794,"('impolite', 'polite')",0.0860757,0.0962008,0.0101251
14,0.2562007,0.030386746,"('antisocial', 'social')",0.2562007,0.0303867,-0.225814
15,0.48414308,0.4518731,"('boring', 'funny')",0.4841431,0.4518731,-0.03227
16,-0.76225924,-0.6435649,"('unpopular', 'popular')",-0.7622592,-0.6435649,0.1186943
17,-0.3259782,-0.2978617,"('nasty', 'nice')",-0.3259782,-0.2978617,0.0281165
18,-0.43108314,-0.25375766,"('disagreeable', 'welcoming')",-0.4310831,-0.2537577,0.1773254
19,-0.76648426,-0.51742387,"('inhospitable', 'hospitable')",-0.7664843,-0.5174239,0.2490604
20,0.74870867,0.4822056,"('rough', 'thoughtful')",0.7487087,0.4822056,-0.2665031
21,-0.1320797,0.06931418,"('immoral', 'moral')",-0.1320797,0.0693142,0.2013939
22,-0.24589781,-0.19511396,"('untrustworthy', 'trustworthy')",-0.2458978,-0.195114,0.0507838
