,partridge_male,partridge_female,tuple,average_male,average_female,female-male
23,6.348737,6.6256166,"('insincere', 'sincere')",6.3487368,6.6256166,0.2768798
24,1.5791951,1.723,"('dishonest', 'honest')",1.5791951,1.723,0.1438049
25,0.9150473,0.9583317,"('egoistic', 'altruistic')",0.9150473,0.9583317,0.0432844
26,1.2082092,0.78935915,"('hardhearted', 'benevolent')",1.2082092,0.7893592,-0.41885
27,1.7279378,1.5720646,"('hardhearted', 'softhearted')",1.7279378,1.5720646,-0.1558732
28,1.2858251,1.2065624,"('disloyal', 'loyal')",1.2858251,1.2065624,-0.0792627
29,-0.8474948,-0.96474534,"('unfair', 'fair')",-0.8474948,-0.9647453,-0.1172505
30,0.8940043,0.9781342,"('intolerant', 'tolerant')",0.8940043,0.9781342,0.0841299
31,-1.1549752,-1.1095171,"('evil', 'good')",-1.1549752,-1.1095171,0.0454581
32,1.290127,1.2092103,"('unkind', 'kind')",1.290127,1.2092103,-0.0809167
33,-0.46392125,-0.3962296,"('wrong', 'right')",-0.4639212,-0.3962296,0.0676916
34,4.1407,4.611545,"('mean', 'honorable')",4.1406999,4.6115451,0.4708452
35,-1.0264016,-1.233255,"('corrupt', 'incorrupt')",-1.0264016,-1.233255,-0.2068534
36,-1.153865,-1.2224095,"('hostile', 'amicable')",-1.153865,-1.2224095,-0.0685445
37,1.277725,1.2692235,"('fake', 'genuine')",1.277725,1.2692235,-0.0085015
38,-0.08876651,0.10521965,"('untruthful', 'truthful')",-0.0887665,0.1052196,0.1939861
39,0.39593986,0.3654392,"('exploitative', 'cooperative')",0.3959399,0.3654392,-0.0305007
40,-0.7670257,-0.7987192,"('stingy', 'generous')",-0.7670257,-0.7987192,-0.0316935
41,0.19467075,-0.030617243,"('unforgiving', 'forgiving')",0.1946708,-0.0306172,-0.225288
42,-2.0454924,-2.036697,"('unreliable', 'reliable')",-2.0454924,-2.0366969,0.0087955
43,0.9693129,1.0771332,"('irresponsible', 'responsible')",0.9693129,1.0771332,0.1078203
44,-1.2597529,-1.5281483,"('prejudiced', 'unprejudiced')",-1.2597529,-1.5281483,-0.2683954
45,0.5024998,0.30220938,"('incompetent', 'competent')",0.5024998,0.3022094,-0.2002904
46,-0.55523705,-0.628333,"('uncompetitive', 'competitive')",-0.5552371,-0.628333,-0.0730959
47,4.468962,4.681337,"('stupid', 'smart')",4.4689622,4.6813369,0.2123747
48,0.56856775,0.59305567,"('unintelligent', 'intelligent')",0.5685678,0.5930557,0.0244879
49,-0.055283826,0.13557571,"('unable', 'able')",-0.0552838,0.1355757,0.1908595
50,-0.28489017,-0.19264504,"('clumsy', 'skillful')",-0.2848902,-0.192645,0.0922452
51,0.9847155,1.0261619,"('uneducated', 'educated')",0.9847155,1.0261619,0.0414464
52,-0.32194167,-0.31031674,"('irrational', 'rational')",-0.3219417,-0.3103167,0.011625
53,-0.0075228717,-0.0101167895,"('uncreative', 'creative')",-0.0075229,-0.0101168,-0.0025939
54,0.6944693,1.0281266,"('incapable', 'capable')",0.6944693,1.0281266,0.3336573
55,1.2856469,1.3422178,"('incompetent', 'clever')",1.2856469,1.3422178,0.0565709
56,0.6054445,0.68379205,"('impractical', 'practical')",0.6054445,0.6837921,0.0783476
57,-1.7718902,-2.0221806,"('unimaginative', 'imaginative')",-1.7718902,-2.0221806,-0.2502904
58,0.49866915,0.34470394,"('undiscriminating', 'discriminating')",0.4986691,0.3447039,-0.1539652
59,-0.22443643,-0.08626816,"('foolish', 'wise')",-0.2244364,-0.0862682,0.1381682
60,0.2956443,0.48689622,"('inefficient', 'efficient')",0.2956443,0.4868962,0.1912519
61,0.20742752,0.03214203,"('illogical', 'logical')",0.2074275,0.032142,-0.1752855
62,1.1360987,1.3734345,"('incompetent', 'brilliant')",1.1360987,1.3734345,0.2373358
63,0.4058835,0.6462608,"('unperceptive', 'insightful')",0.4058835,0.6462608,0.2403773
64,-6.352737,-6.248342,"('shy', 'confident')",-6.3527369,-6.248342,0.1043949
65,0.28869736,0.4880947,"('insecure', 'secure')",0.2886974,0.4880947,0.1993973
66,-0.14662528,-0.40030298,"('inactive', 'active')",-0.1466253,-0.400303,-0.2536777
67,-0.7244203,-0.80349904,"('doubtful', 'determined')",-0.7244203,-0.803499,-0.0790787
68,-0.67336524,-0.45766953,"('dependent', 'independent')",-0.6733652,-0.4576695,0.2156957
69,-2.1823704,-2.2073076,"('lazy', 'industrious')",-2.1823704,-2.2073076,-0.0249372
70,1.567592,1.4946935,"('lethargic', 'energetic')",1.567592,1.4946935,-0.0728985
71,0.15574352,0.31534958,"('diffident', 'self-confident')",0.1557435,0.3153496,0.1596061
72,1.0192446,1.2750388,"('unambitious', 'ambitious')",1.0192446,1.2750388,0.2557942
73,-2.6196692,-2.3785377,"('helpless', 'self-reliant')",-2.6196692,-2.3785377,0.2411315
74,0.74955416,0.49486917,"('undedicated', 'dedicated')",0.7495542,0.4948692,-0.254685
75,-0.8420003,-0.8389884,"('meek', 'impulsive')",-0.8420003,-0.8389884,0.0030119
76,0.71441597,0.5714598,"('anxious', 'daring')",0.714416,0.5714598,-0.1429562
77,-1.8919535,-1.6949706,"('unmotivated', 'motivated')",-1.8919535,-1.6949706,0.1969829
78,-1.005348,-0.93436766,"('nonresilient', 'resilient')",-1.005348,-0.9343677,0.0709803
79,-0.238913,-0.19565451,"('wavering', 'unwavering')",-0.238913,-0.1956545,0.0432585
80,0.39101422,0.1566617,"('dominated', 'dominating')",0.3910142,0.1566617,-0.2343525
81,0.037099004,0.055197522,"('submissive', 'aggressive')",0.037099,0.0551975,0.0180985
82,6.051455,6.332058,"('poor', 'rich')",6.051455,6.332058,0.280603
83,-0.4226278,-0.3855923,"('powerless', 'powerful')",-0.4226278,-0.3855923,0.0370355
84,0.18672729,0.2627827,"('inferior', 'superior')",0.1867273,0.2627827,0.0760554
85,-1.1361473,-1.2086593,"('insignificant', 'prestigious')",-1.1361473,-1.2086593,-0.072512
86,0.9007157,0.8371256,"('uninfluential', 'influential')",0.9007157,0.8371256,-0.0635901
87,0.38924557,0.46190012,"('unsuccessful', 'successful')",0.3892456,0.4619001,0.0726545
88,0.14062287,0.11544644,"('low', 'eminent')",0.1406229,0.1154464,-0.0251765
