,affiliated_male,affiliated_female,tuple,managers_male,managers_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,0.84636396,0.6136128,"('unsociable', 'sociable')",0.17877862,0.107099794,0.77884686,0.66124797,-0.35240543,-0.47947285,0.362896,0.2256219,-0.1372741
1,-0.58415836,-0.60605764,"('unfriendly', 'friendly')",0.27654406,0.3366001,0.43905118,0.4027243,1.9411225,1.8553139,0.5181398,0.4971452,-0.0209946
2,1.0360059,1.1298862,"('unlikable', 'likable')",1.7602843,1.9371425,1.453178,1.522684,0.8522134,0.96383417,1.2754204,1.3883867,0.1129663
3,-0.16689181,-0.14923127,"('repellent', 'pleasant')",0.118253484,0.23920125,0.95216227,1.0281861,0.12073961,0.2605346,0.2560659,0.3446727,0.0886068
4,-0.57628995,-0.57726157,"('disliked', 'liked')",-0.5271505,-0.53839916,-0.35919115,-0.4098803,-6.469761,-6.527036,-1.9830981,-2.0131443,-0.0300462
5,-0.64485383,-0.52933484,"('distant', 'outgoing')",0.53507,0.5748659,-1.0413507,-1.0782678,-0.14174469,-0.15468875,-0.3232198,-0.2968564,0.0263634
6,-0.49123406,-0.3496461,"('distant', 'open')",0.002195835,0.113211304,-1.1904355,-1.2369908,0.47235546,0.4322591,-0.3017796,-0.2602916,0.041488
7,2.0646915,2.0040135,"('insensitive', 'sensitive')",0.74709505,0.7677119,0.2574768,0.31319365,0.8094696,0.83705306,0.9696833,0.980493,0.0108097
8,-1.455942,-1.3862795,"('unaffectionate', 'affectionate')",-0.078383535,-0.05517741,0.35750273,0.37556595,0.7179712,0.72002935,-0.1147129,-0.0864654,0.0282475
9,0.12335034,0.15922421,"('unaffectionate', 'caring')",1.0161685,1.0366217,0.6407795,0.6393024,1.4952143,1.5446746,0.8188782,0.8449557,0.0260775
10,1.4071996,1.3351718,"('unsympathetic', 'sympathetic')",0.6805148,0.7793031,0.5249814,0.5812422,0.05598005,0.07538758,0.6671689,0.6927761,0.0256072
11,1.5336367,1.517224,"('unhelpful', 'helpful')",1.0612177,1.1246753,0.36626658,0.42008787,2.0552666,2.0743568,1.2540969,1.284086,0.0299891
12,2.0155623,2.151113,"('unsupportive', 'supportive')",2.0476472,2.2616556,1.4364163,1.5754951,-1.4689324,-1.4551642,1.0076733,1.1332748,0.1256015
13,1.2511101,1.1794914,"('impolite', 'polite')",1.1421636,1.175727,0.59297,0.5745265,-0.27440697,-0.29656306,0.6779592,0.6582955,-0.0196637
14,1.3244842,1.1937294,"('antisocial', 'social')",0.96064115,0.9885345,1.5513818,1.5472628,-0.63812363,-0.65849686,0.7995958,0.7677574,-0.0318384
15,0.21808422,0.22755396,"('boring', 'funny')",-0.09205517,-0.14143357,-0.82764494,-0.87799215,0.53667444,0.502416,-0.0412354,-0.0723639,-0.0311285
16,-1.5827839,-1.6072638,"('unpopular', 'popular')",-1.0443984,-1.0329698,-0.23037967,-0.22389889,0.38526386,0.41752842,-0.6180745,-0.611651,0.0064235
17,-0.3156412,-0.22795641,"('nasty', 'nice')",-0.5754703,-0.43243486,-0.5224101,-0.50450236,-0.2092775,-0.1817118,-0.4056998,-0.3366514,0.0690484
18,-1.07116,-0.9669894,"('disagreeable', 'welcoming')",0.16819665,0.27528897,0.16705921,0.23986477,-0.37747228,-0.41095838,-0.2783441,-0.2156985,0.0626456
19,0.13135874,0.1851657,"('inhospitable', 'hospitable')",0.2557932,0.2723684,-1.3284363,-1.3566551,-0.13989559,-0.13123547,-0.270295,-0.2575891,0.0127059
20,0.5370836,0.58675206,"('rough', 'thoughtful')",-0.3565713,-0.18368177,0.81995004,0.7888163,1.04411,1.0484372,0.5111431,0.5600809,0.0489378
21,1.1623975,1.0662025,"('immoral', 'moral')",1.0082128,1.0880482,0.34640634,0.43240383,-0.7187295,-0.6508974,0.4495718,0.4839393,0.0343675
22,0.5900437,0.53438944,"('untrustworthy', 'trustworthy')",0.14949761,0.21639685,1.3000392,1.2204105,-0.914527,-0.9203336,0.2812634,0.2627158,-0.0185476
23,1.4600077,1.3889538,"('insincere', 'sincere')",0.713746,0.7444046,0.42029813,0.44734815,6.1571994,6.1109457,2.1878128,2.1729131,-0.0148997
24,2.1631145,2.1809545,"('dishonest', 'honest')",-0.34646058,-0.3856944,0.31301764,0.34562242,1.0414559,1.0148044,0.7927818,0.7889217,-0.0038601
25,-1.4544717,-1.4097664,"('egoistic', 'altruistic')",-0.20585665,-0.13898903,-0.3048199,-0.2734976,1.3630271,1.3203107,-0.1505303,-0.1254856,0.0250447
26,0.5703762,0.48305264,"('hardhearted', 'benevolent')",1.3557172,1.3897576,1.5541787,1.5670826,1.7957022,1.7490444,1.3189936,1.2972343,-0.0217593
27,-0.26043653,-0.06335656,"('hardhearted', 'softhearted')",-0.4873468,-0.30199957,-0.29293948,-0.22930393,1.4800228,1.4351149,0.109825,0.2101137,0.1002887
28,0.672785,0.52395934,"('disloyal', 'loyal')",-0.94604456,-1.022721,-0.40915963,-0.45119968,0.7639797,0.6701323,0.0203901,-0.0699573,-0.0903474
29,-0.02268008,-0.011812124,"('unfair', 'fair')",-1.1370909,-1.1503674,-0.7335,-0.8356421,-0.7378742,-0.89717036,-0.6577863,-0.723748,-0.0659617
30,0.9081922,0.9728086,"('intolerant', 'tolerant')",1.8975307,1.8889484,0.25946707,0.22841144,1.271592,1.2045286,1.0841955,1.0736742,-0.0105213
31,-3.0000224,-2.957756,"('evil', 'good')",-0.6772372,-0.66377354,-0.8834277,-0.89773333,-0.9711102,-1.0247768,-1.3829495,-1.3860099,-0.0030604
32,0.92963094,0.88130754,"('unkind', 'kind')",0.31058377,0.34314486,1.4650795,1.4377401,1.3376479,1.2549118,1.0107355,0.9792761,-0.0314594
