,porthole_male,porthole_female,tuple,average_male,average_female,female-male
0,1.0923947,0.98011875,"('unsociable', 'sociable')",1.0923947,0.9801188,-0.1122759
1,0.03593201,-0.28170112,"('unfriendly', 'friendly')",0.035932,-0.2817011,-0.3176331
2,0.5403263,0.48632726,"('unlikable', 'likable')",0.5403263,0.4863273,-0.053999
3,-0.07875629,0.17272788,"('repellent', 'pleasant')",-0.0787563,0.1727279,0.2514842
4,-3.113177,-3.3230567,"('disliked', 'liked')",-3.1131771,-3.3230567,-0.2098796
5,-2.0024889,-2.124556,"('distant', 'outgoing')",-2.0024889,-2.1245561,-0.1220672
6,-1.585719,-1.7733152,"('distant', 'open')",-1.585719,-1.7733152,-0.1875962
7,1.1690927,1.2455957,"('insensitive', 'sensitive')",1.1690927,1.2455957,0.076503
8,-0.39327762,-0.5452547,"('unaffectionate', 'affectionate')",-0.3932776,-0.5452547,-0.1519771
9,0.23947997,0.15671805,"('unaffectionate', 'caring')",0.23948,0.156718,-0.082762
10,0.6480337,0.8712691,"('unsympathetic', 'sympathetic')",0.6480337,0.8712691,0.2232354
11,1.8585067,1.9690676,"('unhelpful', 'helpful')",1.8585067,1.9690676,0.1105609
12,-0.5875891,-0.5341697,"('unsupportive', 'supportive')",-0.5875891,-0.5341697,0.0534194
13,0.7443216,0.864532,"('impolite', 'polite')",0.7443216,0.864532,0.1202104
14,1.5394633,1.6726065,"('antisocial', 'social')",1.5394633,1.6726065,0.1331432
15,1.0583924,0.6514444,"('boring', 'funny')",1.0583924,0.6514444,-0.406948
16,-0.40085846,-0.5922691,"('unpopular', 'popular')",-0.4008585,-0.5922691,-0.1914106
17,-0.38321593,-0.31890556,"('nasty', 'nice')",-0.3832159,-0.3189056,0.0643103
18,-0.48110273,-0.56968564,"('disagreeable', 'welcoming')",-0.4811027,-0.5696856,-0.0885829
19,-2.3660407,-2.4166045,"('inhospitable', 'hospitable')",-2.3660407,-2.4166045,-0.0505638
20,0.33426172,0.36516213,"('rough', 'thoughtful')",0.3342617,0.3651621,0.0309004
21,0.75842726,0.92704874,"('immoral', 'moral')",0.7584273,0.9270487,0.1686214
22,0.36473536,0.37041026,"('untrustworthy', 'trustworthy')",0.3647354,0.3704103,0.0056749
23,3.3901494,3.554278,"('insincere', 'sincere')",3.3901494,3.5542779,0.1641285
24,0.05834523,0.059906222,"('dishonest', 'honest')",0.0583452,0.0599062,0.001561
25,0.0943895,-0.11944308,"('egoistic', 'altruistic')",0.0943895,-0.1194431,-0.2138326
26,0.54471844,0.19609694,"('hardhearted', 'benevolent')",0.5447184,0.1960969,-0.3486215
27,0.011892568,-0.094150335,"('hardhearted', 'softhearted')",0.0118926,-0.0941503,-0.1060429
28,0.3916859,0.43966156,"('disloyal', 'loyal')",0.3916859,0.4396616,0.0479757
29,-0.5077489,-0.5549966,"('unfair', 'fair')",-0.5077489,-0.5549966,-0.0472477
30,1.346101,1.3627874,"('intolerant', 'tolerant')",1.346101,1.3627874,0.0166864
31,-2.1733816,-2.4121444,"('evil', 'good')",-2.1733816,-2.4121444,-0.2387628
32,0.9064623,0.8050153,"('unkind', 'kind')",0.9064623,0.8050153,-0.101447
33,-0.47658506,-0.6086218,"('wrong', 'right')",-0.4765851,-0.6086218,-0.1320367
34,2.3023844,2.4939787,"('mean', 'honorable')",2.3023844,2.4939787,0.1915943
35,-1.6159645,-1.9071729,"('corrupt', 'incorrupt')",-1.6159645,-1.9071729,-0.2912084
36,-1.2724794,-1.529194,"('hostile', 'amicable')",-1.2724794,-1.529194,-0.2567146
37,0.0037769475,0.09459209,"('fake', 'genuine')",0.0037769,0.0945921,0.0908152
38,0.24191798,0.21843499,"('untruthful', 'truthful')",0.241918,0.218435,-0.023483
39,0.4892325,0.60764813,"('exploitative', 'cooperative')",0.4892325,0.6076481,0.1184156
40,-1.1693132,-1.194671,"('stingy', 'generous')",-1.1693132,-1.194671,-0.0253578
41,0.48567617,0.4867485,"('unforgiving', 'forgiving')",0.4856762,0.4867485,0.0010723
42,-0.685751,-0.6152317,"('unreliable', 'reliable')",-0.685751,-0.6152317,0.0705193
43,0.8275969,0.9617445,"('irresponsible', 'responsible')",0.8275969,0.9617445,0.1341476
44,-0.6089105,-0.53050774,"('prejudiced', 'unprejudiced')",-0.6089105,-0.5305077,0.0784028
45,0.68754756,0.81053954,"('incompetent', 'competent')",0.6875476,0.8105395,0.1229919
46,0.69697434,0.9004667,"('uncompetitive', 'competitive')",0.6969743,0.9004667,0.2034924
47,2.8312697,3.038404,"('stupid', 'smart')",2.8312697,3.038404,0.2071343
48,0.53395605,0.6763805,"('unintelligent', 'intelligent')",0.5339561,0.6763805,0.1424244
49,-0.039638944,0.14496633,"('unable', 'able')",-0.0396389,0.1449663,0.1846052
50,-0.44028956,-0.49785292,"('clumsy', 'skillful')",-0.4402896,-0.4978529,-0.0575633
51,0.14978528,0.19353297,"('uneducated', 'educated')",0.1497853,0.193533,0.0437477
52,-0.49125442,-0.8059036,"('irrational', 'rational')",-0.4912544,-0.8059036,-0.3146492
53,-0.7640302,-0.8865356,"('uncreative', 'creative')",-0.7640302,-0.8865356,-0.1225054
54,-0.49111503,-0.5272249,"('incapable', 'capable')",-0.491115,-0.5272249,-0.0361099
55,1.7446961,1.9399412,"('incompetent', 'clever')",1.7446961,1.9399412,0.1952451
56,1.6816081,1.8493141,"('impractical', 'practical')",1.6816081,1.8493141,0.167706
57,-0.8099119,-0.8528647,"('unimaginative', 'imaginative')",-0.8099119,-0.8528647,-0.0429528
58,0.13289212,0.093522064,"('undiscriminating', 'discriminating')",0.1328921,0.0935221,-0.03937
59,-0.52694863,-0.613055,"('foolish', 'wise')",-0.5269486,-0.613055,-0.0861064
60,1.5737618,1.9019206,"('inefficient', 'efficient')",1.5737618,1.9019206,0.3281588
61,0.4505673,0.3561684,"('illogical', 'logical')",0.4505673,0.3561684,-0.0943989
62,1.4514593,1.7050035,"('incompetent', 'brilliant')",1.4514593,1.7050035,0.2535442
63,0.35135862,0.5222526,"('unperceptive', 'insightful')",0.3513586,0.5222526,0.170894
64,-2.6384983,-2.6561837,"('shy', 'confident')",-2.6384983,-2.6561837,-0.0176854
65,1.032223,1.2530482,"('insecure', 'secure')",1.032223,1.2530482,0.2208252
66,-0.96651,-1.148831,"('inactive', 'active')",-0.96651,-1.148831,-0.182321
67,-0.05423195,-0.06821741,"('doubtful', 'determined')",-0.0542319,-0.0682174,-0.0139855
68,-0.31964034,-0.23419508,"('dependent', 'independent')",-0.3196403,-0.2341951,0.0854452
69,-1.1432645,-1.3672218,"('lazy', 'industrious')",-1.1432645,-1.3672218,-0.2239573
70,0.89555806,0.95781875,"('lethargic', 'energetic')",0.8955581,0.9578187,0.0622606
71,0.068732366,0.013037421,"('diffident', 'self-confident')",0.0687324,0.0130374,-0.055695
72,-0.5902355,-0.44687122,"('unambitious', 'ambitious')",-0.5902355,-0.4468712,0.1433643
73,-1.4483372,-1.5113311,"('helpless', 'self-reliant')",-1.4483372,-1.5113311,-0.0629939
74,0.5396268,0.5046888,"('undedicated', 'dedicated')",0.5396268,0.5046888,-0.034938
75,-0.99268574,-1.0772927,"('meek', 'impulsive')",-0.9926857,-1.0772927,-0.084607
76,0.82595646,1.0592377,"('anxious', 'daring')",0.8259565,1.0592377,0.2332812
77,-0.80896306,-0.69958586,"('unmotivated', 'motivated')",-0.8089631,-0.6995859,0.1093772
78,-0.33886522,-0.33572203,"('nonresilient', 'resilient')",-0.3388652,-0.335722,0.0031432
79,-1.4985278,-1.6279471,"('wavering', 'unwavering')",-1.4985278,-1.6279471,-0.1294193
80,0.7911253,0.8749097,"('dominated', 'dominating')",0.7911253,0.8749097,0.0837844
81,1.005728,1.1201041,"('submissive', 'aggressive')",1.005728,1.1201041,0.1143761
82,2.765655,2.8679774,"('poor', 'rich')",2.765655,2.8679774,0.1023224
83,0.08352743,0.0045673177,"('powerless', 'powerful')",0.0835274,0.0045673,-0.0789601
84,-0.00024218205,-0.026350947,"('inferior', 'superior')",-0.0002422,-0.0263509,-0.0261087
85,-1.5110493,-1.8533329,"('insignificant', 'prestigious')",-1.5110493,-1.8533329,-0.3422836
86,-0.19115107,-0.21867773,"('uninfluential', 'influential')",-0.1911511,-0.2186777,-0.0275266
87,0.23187263,0.17990229,"('unsuccessful', 'successful')",0.2318726,0.1799023,-0.0519703
88,0.41434425,0.093061954,"('low', 'eminent')",0.4143443,0.093062,-0.3212823
