,perrigo_male,perrigo_female,tuple,co_male,co_female,plc_male,plc_female,average_male,average_female,female-male
0,-0.19625656,-0.28200427,"('unsociable', 'sociable')",0.40183064,0.25630292,-0.25095826,-0.37965128,-0.0151281,-0.1351175,-0.1199894
1,-1.343541,-1.291782,"('unfriendly', 'friendly')",-0.414787,-0.48890448,2.0167143,1.8350614,0.0861288,0.018125,-0.0680038
2,0.9037308,0.9686122,"('unlikable', 'likable')",1.9455407,1.9959668,0.731621,0.837768,1.1936309,1.2674491,0.0738182
3,-0.6800421,-0.6184029,"('repellent', 'pleasant')",0.18981133,0.15401685,-0.11039685,-0.025248898,-0.2002092,-0.1632116,0.0369976
4,0.55782235,0.58574176,"('disliked', 'liked')",-0.4140852,-0.32676646,-5.2026277,-5.1396294,-1.6862968,-1.6268846,0.0594122
5,-0.18406028,-0.07410826,"('distant', 'outgoing')",-0.91158307,-0.7753914,0.18480702,0.13923106,-0.3036121,-0.2367562,0.0668559
6,-0.4136195,-0.27215326,"('distant', 'open')",-1.1919444,-1.0298042,0.19326383,0.12354115,-0.4707667,-0.3928055,0.0779612
7,-0.640685,-0.66444796,"('insensitive', 'sensitive')",-0.8519383,-0.9580649,0.270271,0.322899,-0.4074508,-0.4332046,-0.0257538
8,-0.8000422,-0.7774814,"('unaffectionate', 'affectionate')",-1.019469,-1.0130311,0.75507814,0.57576686,-0.354811,-0.4049153,-0.0501043
9,-0.8393285,-0.81746125,"('unaffectionate', 'caring')",-0.78901356,-0.8317089,1.5097823,1.3942271,-0.0395199,-0.084981,-0.0454611
10,-0.8038641,-0.86904067,"('unsympathetic', 'sympathetic')",-0.9535131,-1.0570744,-0.59625727,-0.53572696,-0.7845448,-0.820614,-0.0360692
11,-0.404213,-0.44393373,"('unhelpful', 'helpful')",-0.09000104,-0.1847624,1.3149345,1.3523421,0.2735735,0.2412153,-0.0323582
12,-0.6761559,-0.61700994,"('unsupportive', 'supportive')",-0.25262952,-0.18820655,-1.6145418,-1.5353565,-0.8477758,-0.780191,0.0675848
13,0.28580382,0.21092956,"('impolite', 'polite')",-0.008085916,-0.10821535,-0.21030341,-0.20093867,0.0224715,-0.0327415,-0.055213
14,0.2309769,0.2063645,"('antisocial', 'social')",1.4529253,1.3858896,0.5040932,0.53771144,0.7293318,0.7099885,-0.0193433
15,-0.017306417,-0.0680996,"('boring', 'funny')",0.3549154,0.28166577,0.2517959,0.21411121,0.1964683,0.1425591,-0.0539092
16,0.34038794,0.35644126,"('unpopular', 'popular')",0.07667785,0.07405813,0.3672288,0.21447578,0.2614315,0.2149917,-0.0464398
17,0.2986442,0.3684291,"('nasty', 'nice')",0.036393106,0.043470114,-0.74432105,-0.80567604,-0.1364279,-0.1312589,0.005169
18,0.41788492,0.47993067,"('disagreeable', 'welcoming')",-0.57571983,-0.5200361,-1.014484,-1.1308913,-0.390773,-0.3903323,0.0004407
19,-0.9528407,-0.870336,"('inhospitable', 'hospitable')",-1.3086166,-1.2777597,-0.6320016,-0.66299874,-0.9644864,-0.9370314,0.027455
20,-0.39879563,-0.33770823,"('rough', 'thoughtful')",0.5805477,0.5148366,0.79809934,0.79763484,0.3266171,0.3249211,-0.001696
21,0.12955439,0.032119747,"('immoral', 'moral')",0.060088567,-0.07558003,-0.97379833,-0.83978456,-0.2613851,-0.294415,-0.0330299
22,0.40750363,0.43073586,"('untrustworthy', 'trustworthy')",0.6869142,0.57484347,-0.8629704,-0.8104639,0.0771491,0.0650385,-0.0121106
23,-1.4456924,-1.5691398,"('insincere', 'sincere')",-0.61663747,-0.81151885,4.9459662,4.7410088,0.9612122,0.7867834,-0.1744288
24,-0.62636465,-0.65028745,"('dishonest', 'honest')",-0.18594903,-0.18307486,0.79907477,0.77138877,-0.004413,-0.0206579,-0.0162449
25,0.40453213,0.3682425,"('egoistic', 'altruistic')",1.1610603,1.0398506,1.448696,1.3053391,1.0047628,0.9044774,-0.1002854
26,-0.32880327,-0.36445788,"('hardhearted', 'benevolent')",2.0081468,1.9406719,2.6242292,2.4614625,1.4345242,1.3458923,-0.0886319
27,-0.8625725,-0.8135422,"('hardhearted', 'softhearted')",-0.70481455,-0.70032316,0.46100423,0.25616878,-0.3687943,-0.4192322,-0.0504379
28,-0.6414651,-0.7569452,"('disloyal', 'loyal')",-0.16359836,-0.36255866,1.139827,0.93062884,0.1115878,-0.0629583,-0.1745461
29,0.28381547,0.29112196,"('unfair', 'fair')",-0.14077789,-0.19623575,-0.76217806,-0.8905701,-0.2063802,-0.265228,-0.0588478
30,0.35169286,0.3264369,"('intolerant', 'tolerant')",1.0153904,0.9737251,0.9007868,0.9293419,0.7559567,0.743168,-0.0127887
31,-0.6123433,-0.4566884,"('evil', 'good')",0.12930138,0.21245205,-0.48463604,-0.58497393,-0.3225593,-0.2764034,0.0461559
32,-0.20791885,-0.3416661,"('unkind', 'kind')",0.509013,0.2737147,1.0325489,0.88673747,0.4445477,0.2729287,-0.171619
33,0.584841,0.6044187,"('wrong', 'right')",0.055479474,-0.0031251404,0.2955429,0.16606732,0.3119545,0.255787,-0.0561675
34,-1.2111974,-1.1404629,"('mean', 'honorable')",-0.21052228,-0.12121021,4.3498588,4.4115453,0.9760464,1.0499574,0.073911
35,0.60560083,0.6297388,"('corrupt', 'incorrupt')",-0.4073517,-0.42091984,-0.18811183,-0.4259587,0.0033791,-0.0723799,-0.075759
36,-0.501411,-0.4382978,"('hostile', 'amicable')",-0.2014692,-0.28378987,1.1038862,0.83770233,0.1336687,0.0385382,-0.0951305
37,-0.3671367,-0.37883562,"('fake', 'genuine')",-0.75456864,-0.76747036,0.17957151,0.21587056,-0.3140446,-0.3101452,0.0038994
38,-0.10481268,-0.11661644,"('untruthful', 'truthful')",-0.9730963,-0.97583514,0.30476028,0.34119052,-0.2577162,-0.2504204,0.0072958
39,0.18270817,0.27412447,"('exploitative', 'cooperative')",1.4888275,1.5390124,0.5946362,0.6376159,0.7553906,0.8169176,0.061527
40,0.089300945,0.09523598,"('stingy', 'generous')",0.15094441,0.1577756,-2.0913937,-2.156725,-0.6170495,-0.6345711,-0.0175216
41,-0.11118051,-0.072241165,"('unforgiving', 'forgiving')",0.43458658,0.41178772,0.436047,0.44055423,0.253151,0.2600336,0.0068826
