,vanity_male,vanity_female,tuple,average_male,average_female,female-male
0,-0.38856447,-0.5649725,"('unsociable', 'sociable')",-0.3885645,-0.5649725,-0.176408
1,1.5914384,1.6744394,"('unfriendly', 'friendly')",1.5914384,1.6744394,0.083001
2,0.40880787,0.5762731,"('unlikable', 'likable')",0.4088079,0.5762731,0.1674652
3,0.55519736,0.5107178,"('repellent', 'pleasant')",0.5551974,0.5107178,-0.0444796
4,-7.1370883,-7.1696405,"('disliked', 'liked')",-7.1370883,-7.1696405,-0.0325522
5,0.17646056,0.25849003,"('distant', 'outgoing')",0.1764606,0.25849,0.0820294
6,0.45179218,0.6035208,"('distant', 'open')",0.4517922,0.6035208,0.1517286
7,0.44947112,0.53940964,"('insensitive', 'sensitive')",0.4494711,0.5394096,0.0899385
8,1.343032,1.4924067,"('unaffectionate', 'affectionate')",1.343032,1.4924067,0.1493747
9,1.7157834,1.9323974,"('unaffectionate', 'caring')",1.7157834,1.9323974,0.216614
10,0.6763601,0.70141804,"('unsympathetic', 'sympathetic')",0.6763601,0.701418,0.0250579
11,1.6282856,1.6629877,"('unhelpful', 'helpful')",1.6282856,1.6629877,0.0347021
12,-1.8548758,-1.8731904,"('unsupportive', 'supportive')",-1.8548758,-1.8731904,-0.0183146
13,0.09521707,-0.073750116,"('impolite', 'polite')",0.0952171,-0.0737501,-0.1689672
14,-0.6114866,-0.809557,"('antisocial', 'social')",-0.6114866,-0.809557,-0.1980704
15,0.7929196,0.8068493,"('boring', 'funny')",0.7929196,0.8068493,0.0139297
16,0.1079608,0.24514598,"('unpopular', 'popular')",0.1079608,0.245146,0.1371852
17,-0.18606514,-0.22936034,"('nasty', 'nice')",-0.1860651,-0.2293603,-0.0432952
18,-0.5281194,-0.6437844,"('disagreeable', 'welcoming')",-0.5281194,-0.6437844,-0.115665
19,-0.039403677,0.21173845,"('inhospitable', 'hospitable')",-0.0394037,0.2117385,0.2511422
20,0.75054455,0.60212106,"('rough', 'thoughtful')",0.7505445,0.6021211,-0.1484234
21,-0.39594182,-0.39073986,"('immoral', 'moral')",-0.3959418,-0.3907399,0.0052019
