,awe_male,awe_female,tuple,average_male,average_female,female-male
0,0.1940044,0.17794591,"('unsociable', 'sociable')",0.1940044,0.1779459,-0.0160585
1,1.8885183,1.8007193,"('unfriendly', 'friendly')",1.8885183,1.8007193,-0.087799
2,0.3949666,0.4950396,"('unlikable', 'likable')",0.3949666,0.4950396,0.100073
3,1.253963,1.2624453,"('repellent', 'pleasant')",1.253963,1.2624453,0.0084823
4,-6.810407,-6.8900456,"('disliked', 'liked')",-6.8104072,-6.8900456,-0.0796384
5,0.43568644,0.51755995,"('distant', 'outgoing')",0.4356864,0.5175599,0.0818735
6,0.67157257,0.70621705,"('distant', 'open')",0.6715726,0.7062171,0.0346445
7,1.6405116,1.7046916,"('insensitive', 'sensitive')",1.6405116,1.7046916,0.06418
8,1.1906495,1.1878844,"('unaffectionate', 'affectionate')",1.1906495,1.1878844,-0.0027651
9,1.8248612,1.8929174,"('unaffectionate', 'caring')",1.8248612,1.8929174,0.0680562
10,1.0125229,1.1087638,"('unsympathetic', 'sympathetic')",1.0125229,1.1087638,0.0962409
11,2.010283,2.1102843,"('unhelpful', 'helpful')",2.010283,2.1102843,0.1000013
12,-0.89153755,-0.7040762,"('unsupportive', 'supportive')",-0.8915375,-0.7040762,0.1874613
13,0.066649795,0.019529857,"('impolite', 'polite')",0.0666498,0.0195299,-0.0471199
14,-0.19541277,-0.16770847,"('antisocial', 'social')",-0.1954128,-0.1677085,0.0277043
15,0.68189985,0.62972593,"('boring', 'funny')",0.6818998,0.6297259,-0.0521739
16,-0.2408565,-0.19562034,"('unpopular', 'popular')",-0.2408565,-0.1956203,0.0452362
17,-0.1768633,-0.15281399,"('nasty', 'nice')",-0.1768633,-0.152814,0.0240493
18,0.003394179,0.051173843,"('disagreeable', 'welcoming')",0.0033942,0.0511738,0.0477796
19,0.07606708,0.21402481,"('inhospitable', 'hospitable')",0.0760671,0.2140248,0.1379577
20,0.5409706,0.4569824,"('rough', 'thoughtful')",0.5409706,0.4569824,-0.0839882
21,0.17372431,0.3646029,"('immoral', 'moral')",0.1737243,0.3646029,0.1908786
22,0.00043973327,0.03263567,"('untrustworthy', 'trustworthy')",0.0004397,0.0326357,0.032196
23,6.8986454,7.000911,"('insincere', 'sincere')",6.8986454,7.0009112,0.1022658
24,2.2741132,2.3958607,"('dishonest', 'honest')",2.2741132,2.3958607,0.1217475
25,0.7730935,0.60336506,"('egoistic', 'altruistic')",0.7730935,0.6033651,-0.1697284
26,0.32528907,0.24271907,"('hardhearted', 'benevolent')",0.3252891,0.2427191,-0.08257
27,2.0492055,1.8400495,"('hardhearted', 'softhearted')",2.0492055,1.8400495,-0.209156
28,1.2159396,1.2294039,"('disloyal', 'loyal')",1.2159396,1.2294039,0.0134643
29,-0.5407937,-0.5691319,"('unfair', 'fair')",-0.5407937,-0.5691319,-0.0283382
30,0.8328435,0.90519524,"('intolerant', 'tolerant')",0.8328435,0.9051952,0.0723517
