,patriarch_male,patriarch_female,tuple,average_male,average_female,female-male
0,0.62765974,0.590561,"('unsociable', 'sociable')",0.6276597,0.590561,-0.0370987
1,0.6583171,0.60240763,"('unfriendly', 'friendly')",0.6583171,0.6024076,-0.0559095
2,-0.04549036,0.1124821,"('unlikable', 'likable')",-0.0454904,0.1124821,0.1579725
3,0.9902456,1.0879968,"('repellent', 'pleasant')",0.9902456,1.0879968,0.0977512
4,-7.3301263,-7.527006,"('disliked', 'liked')",-7.3301263,-7.5270061,-0.1968798
5,-0.7416192,-0.7721815,"('distant', 'outgoing')",-0.7416192,-0.7721815,-0.0305623
6,-0.3149888,-0.44856906,"('distant', 'open')",-0.3149888,-0.4485691,-0.1335803
7,1.4379967,1.4693742,"('insensitive', 'sensitive')",1.4379967,1.4693742,0.0313775
8,0.62647676,0.5636271,"('unaffectionate', 'affectionate')",0.6264768,0.5636271,-0.0628497
9,1.0041846,1.0439445,"('unaffectionate', 'caring')",1.0041846,1.0439445,0.0397599
10,1.5346022,1.5907844,"('unsympathetic', 'sympathetic')",1.5346022,1.5907844,0.0561822
11,1.7341301,1.8341889,"('unhelpful', 'helpful')",1.7341301,1.8341889,0.1000588
12,-1.4005746,-1.3740516,"('unsupportive', 'supportive')",-1.4005746,-1.3740516,0.026523
13,0.25045243,0.43912438,"('impolite', 'polite')",0.2504524,0.4391244,0.188672
14,0.6701214,0.6840011,"('antisocial', 'social')",0.6701214,0.6840011,0.0138797
15,0.37389597,0.30440754,"('boring', 'funny')",0.373896,0.3044075,-0.0694885
16,-0.9658717,-0.9956932,"('unpopular', 'popular')",-0.9658717,-0.9956932,-0.0298215
17,0.03615027,0.011081776,"('nasty', 'nice')",0.0361503,0.0110818,-0.0250685
18,-0.43621317,-0.34144408,"('disagreeable', 'welcoming')",-0.4362132,-0.3414441,0.0947691
19,-1.0197755,-0.9802861,"('inhospitable', 'hospitable')",-1.0197755,-0.9802861,0.0394894
20,0.57181877,0.4748069,"('rough', 'thoughtful')",0.5718188,0.4748069,-0.0970119
21,0.29693916,0.5333146,"('immoral', 'moral')",0.2969392,0.5333146,0.2363754
