,cemetery_male,cemetery_female,tuple,average_male,average_female,female-male
0,0.5612014,0.58881915,"('unsociable', 'sociable')",0.5612014,0.5888191,0.0276177
1,1.3667358,1.2599636,"('unfriendly', 'friendly')",1.3667358,1.2599636,-0.1067722
2,-0.0009308085,0.23165412,"('unlikable', 'likable')",-0.0009308,0.2316541,0.2325849
3,-0.021789083,0.21991666,"('repellent', 'pleasant')",-0.0217891,0.2199167,0.2417058
4,-5.797153,-6.109343,"('disliked', 'liked')",-5.797153,-6.1093431,-0.3121901
5,-0.93144876,-1.1138006,"('distant', 'outgoing')",-0.9314488,-1.1138006,-0.1823518
6,-0.2182428,-0.53162736,"('distant', 'open')",-0.2182428,-0.5316274,-0.3133846
7,1.5684556,1.8256234,"('insensitive', 'sensitive')",1.5684556,1.8256234,0.2571678
8,1.0445007,0.9212781,"('unaffectionate', 'affectionate')",1.0445007,0.9212781,-0.1232226
9,1.5370641,1.5105896,"('unaffectionate', 'caring')",1.5370641,1.5105896,-0.0264745
10,0.4489674,0.7149406,"('unsympathetic', 'sympathetic')",0.4489674,0.7149406,0.2659732
11,1.0473268,1.2290001,"('unhelpful', 'helpful')",1.0473268,1.2290001,0.1816733
12,-1.0323595,-0.8541191,"('unsupportive', 'supportive')",-1.0323595,-0.8541191,0.1782404
13,-0.42259413,-0.034647334,"('impolite', 'polite')",-0.4225941,-0.0346473,0.3879468
14,0.31811196,0.70969725,"('antisocial', 'social')",0.318112,0.7096972,0.3915852
15,0.95530474,0.69678676,"('boring', 'funny')",0.9553047,0.6967868,-0.2585179
16,-0.2726183,-0.41178632,"('unpopular', 'popular')",-0.2726183,-0.4117863,-0.139168
17,-0.29591355,-0.29496083,"('nasty', 'nice')",-0.2959135,-0.2949608,0.0009527
18,-0.72343504,-0.5007126,"('disagreeable', 'welcoming')",-0.723435,-0.5007126,0.2227224
19,-0.22019836,-0.43332452,"('inhospitable', 'hospitable')",-0.2201984,-0.4333245,-0.2131261
20,0.3896668,0.3840195,"('rough', 'thoughtful')",0.3896668,0.3840195,-0.0056473
21,-0.7866153,-0.27752247,"('immoral', 'moral')",-0.7866153,-0.2775225,0.5090928
22,0.23056129,0.2890368,"('untrustworthy', 'trustworthy')",0.2305613,0.2890368,0.0584755
23,5.31989,5.6456823,"('insincere', 'sincere')",5.31989,5.6456823,0.3257923
24,1.1357532,1.3657347,"('dishonest', 'honest')",1.1357532,1.3657347,0.2299815
25,1.0995821,1.0211698,"('egoistic', 'altruistic')",1.0995821,1.0211698,-0.0784123
26,2.8460913,2.7380974,"('hardhearted', 'benevolent')",2.8460913,2.7380974,-0.1079939
27,1.1774185,1.1388546,"('hardhearted', 'softhearted')",1.1774185,1.1388546,-0.0385639
28,1.3859211,1.3173509,"('disloyal', 'loyal')",1.3859211,1.3173509,-0.0685702
29,-0.5846387,-0.74288726,"('unfair', 'fair')",-0.5846387,-0.7428873,-0.1582486
30,0.630982,0.9645085,"('intolerant', 'tolerant')",0.630982,0.9645085,0.3335265
31,-1.0208994,-1.2576729,"('evil', 'good')",-1.0208994,-1.2576729,-0.2367735
32,0.99976724,1.1367769,"('unkind', 'kind')",0.9997672,1.1367769,0.1370097
33,0.21030298,0.059101284,"('wrong', 'right')",0.210303,0.0591013,-0.1512017
34,4.2552505,4.554252,"('mean', 'honorable')",4.2552505,4.5542521,0.2990016
35,0.056828618,-0.61260307,"('corrupt', 'incorrupt')",0.0568286,-0.6126031,-0.6694317
36,0.13503663,-0.5186872,"('hostile', 'amicable')",0.1350366,-0.5186872,-0.6537238
37,0.21090324,0.3154351,"('fake', 'genuine')",0.2109032,0.3154351,0.1045319
38,0.13180271,0.18734677,"('untruthful', 'truthful')",0.1318027,0.1873468,0.0555441
39,0.35912824,0.6144702,"('exploitative', 'cooperative')",0.3591282,0.6144702,0.255342
40,-0.7159017,-0.8366452,"('stingy', 'generous')",-0.7159017,-0.8366452,-0.1207435
41,1.0505486,1.0452222,"('unforgiving', 'forgiving')",1.0505486,1.0452222,-0.0053264
42,-2.4315183,-2.3528304,"('unreliable', 'reliable')",-2.4315183,-2.3528304,0.0786879
43,0.7811214,1.1369278,"('irresponsible', 'responsible')",0.7811214,1.1369278,0.3558064
