,ihs_male,ihs_female,tuple,markit_male,markit_female,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.43195271,-0.4773947,"('unsociable', 'sociable')",0.9399514,0.87128925,0.4805645,0.51476365,0.3295211,0.3028861,-0.026635
1,-1.045815,-1.0156276,"('unfriendly', 'friendly')",-1.8976122,-1.9724658,1.3172925,1.1554474,-0.5420449,-0.610882,-0.0688371
2,1.4774754,1.4873445,"('unlikable', 'likable')",0.6447197,0.6822339,0.56059104,0.62859297,0.8942621,0.9327238,0.0384617
3,0.037296448,0.20645845,"('repellent', 'pleasant')",0.3997145,0.5957829,0.5638381,0.7417687,0.3336163,0.51467,0.1810537
4,0.39495507,0.33303633,"('disliked', 'liked')",-0.56697035,-0.65917987,-4.0124416,-3.9875736,-1.3948189,-1.4379058,-0.0430869
5,-0.7664104,-0.69800025,"('distant', 'outgoing')",-2.0592122,-2.0912492,-0.4489149,-0.5810074,-1.0915125,-1.123419,-0.0319065
6,-0.90390414,-0.7839934,"('distant', 'open')",-2.3139267,-2.3057077,0.064700335,-0.09263065,-1.0510435,-1.0607773,-0.0097338
7,0.26093775,0.4215176,"('insensitive', 'sensitive')",0.8690282,1.0237621,1.019452,1.1610707,0.7164726,0.8687835,0.1523109
8,-1.0091614,-0.944991,"('unaffectionate', 'affectionate')",-2.0197453,-2.0571926,0.69748706,0.48478028,-0.7771399,-0.8391344,-0.0619945
9,-0.48834494,-0.45607996,"('unaffectionate', 'caring')",-1.7985831,-1.8212345,1.1093857,1.0112581,-0.3925141,-0.4220188,-0.0295047
10,-0.92672884,-0.8432839,"('unsympathetic', 'sympathetic')",0.31194246,0.46399823,0.9464644,1.0936052,0.1105593,0.2381065,0.1275472
11,0.21461472,0.24155375,"('unhelpful', 'helpful')",0.30092257,0.40014982,1.9819416,2.0975387,0.832493,0.9130808,0.0805878
12,0.48440024,0.6076384,"('unsupportive', 'supportive')",0.2317705,0.32585192,-0.50712067,-0.39729854,0.0696834,0.1787306,0.1090472
13,0.15505855,0.14245343,"('impolite', 'polite')",0.8858571,0.91206765,0.11522974,0.25999168,0.3853818,0.4381709,0.0527891
14,0.96883106,1.0114827,"('antisocial', 'social')",2.282139,2.320954,0.546876,0.78836715,1.2659487,1.3736013,0.1076526
15,0.84971386,0.7227781,"('boring', 'funny')",0.44140673,0.33458164,0.44333905,0.40700412,0.5781532,0.4881213,-0.0900319
16,-0.2555814,-0.30533898,"('unpopular', 'popular')",-1.6566505,-1.6463192,0.13796495,0.14268003,-0.5914223,-0.6029927,-0.0115704
17,-0.29364234,-0.16616878,"('nasty', 'nice')",-0.37032107,-0.36927974,-0.35008416,-0.35666037,-0.3380159,-0.2973696,0.0406463
18,-0.2757259,-0.07580748,"('disagreeable', 'welcoming')",-0.74342066,-0.64578944,-0.8352788,-0.81413275,-0.6181418,-0.5119099,0.1062319
19,-0.5939217,-0.55173206,"('inhospitable', 'hospitable')",-1.5783834,-1.5638514,-1.0559628,-1.1357691,-1.0760893,-1.0837842,-0.0076949
20,-0.11733255,0.017978378,"('rough', 'thoughtful')",0.83536494,0.9261392,1.2411016,1.2534248,0.6530447,0.7325141,0.0794694
21,-0.21490592,-0.1819681,"('immoral', 'moral')",0.7713847,0.8465711,-0.45590723,-0.2976592,0.0335239,0.1223146,0.0887907
22,0.32795215,0.43890038,"('untrustworthy', 'trustworthy')",1.2778382,1.3585384,0.16356048,0.28181642,0.5897836,0.693085,0.1033014
23,-0.015590727,0.06970125,"('insincere', 'sincere')",0.6155897,0.74093413,4.622887,4.6296215,1.740962,1.813419,0.072457
24,-0.09022348,-0.025121678,"('dishonest', 'honest')",0.11465359,0.16355486,0.5997395,0.6809928,0.2080565,0.273142,0.0650855
25,-0.58931106,-0.5942805,"('egoistic', 'altruistic')",-1.0578529,-1.1424617,0.19205177,0.059987478,-0.4850374,-0.5589182,-0.0738808
26,0.25608808,0.2786423,"('hardhearted', 'benevolent')",0.19322327,0.104917735,2.1095107,2.0082445,0.8529406,0.7972682,-0.0556724
27,-0.8277782,-0.6125757,"('hardhearted', 'softhearted')",-1.0904384,-1.0418309,0.27610144,0.17949352,-0.5473717,-0.4916377,0.055734
28,-0.92123,-0.9304637,"('disloyal', 'loyal')",-0.7695561,-0.7722886,0.83431584,0.78096396,-0.2854901,-0.3072628,-0.0217727
29,-0.11138156,-0.13023385,"('unfair', 'fair')",-0.26558736,-0.2913991,-0.8523332,-0.8887059,-0.4097674,-0.4367796,-0.0270122
30,0.62705576,0.7322233,"('intolerant', 'tolerant')",1.7063332,1.7717015,1.5815704,1.7280592,1.3049864,1.4106614,0.105675
31,-0.4078903,-0.44920737,"('evil', 'good')",-2.0352519,-2.0502288,-0.7066403,-0.89574254,-1.0499275,-1.1317263,-0.0817988
32,0.23226252,0.16425069,"('unkind', 'kind')",0.60536695,0.5740683,1.0365252,1.0459372,0.6247182,0.5947521,-0.0299661
33,-0.05379165,-0.05159305,"('wrong', 'right')",-0.40301427,-0.4542707,-0.5640104,-0.7019042,-0.3402721,-0.4025893,-0.0623172
34,0.40027246,0.5786485,"('mean', 'honorable')",-0.48667318,-0.36453396,4.4192195,4.5171714,1.444273,1.5770953,0.1328223
35,-0.09541393,-0.24454764,"('corrupt', 'incorrupt')",-1.6416991,-1.7804813,-1.0515383,-1.3429823,-0.9295505,-1.1226704,-0.1931199
36,0.15586588,0.18415067,"('hostile', 'amicable')",-1.9418029,-2.0554078,-0.16318455,-0.4405095,-0.6497072,-0.7705889,-0.1208817
37,0.2641794,0.312106,"('fake', 'genuine')",0.12617232,0.23797308,-0.04051398,0.011683345,0.1166126,0.1872542,0.0706416
38,-0.2698698,-0.2812709,"('untruthful', 'truthful')",-1.0786467,-1.0474435,0.5400849,0.5790624,-0.2694772,-0.249884,0.0195932
39,0.6205093,0.6564002,"('exploitative', 'cooperative')",0.97212464,0.99782825,0.32682618,0.39517164,0.6398201,0.6831334,0.0433133
40,0.20874181,0.27499226,"('stingy', 'generous')",0.06036334,0.09043206,-1.0523703,-1.021284,-0.2610884,-0.2186199,0.0424685
41,0.42796525,0.4471385,"('unforgiving', 'forgiving')",0.49761066,0.5285687,0.47116458,0.5210937,0.4655801,0.4989336,0.0333535
42,1.3588398,1.4797666,"('unreliable', 'reliable')",1.6188633,1.7386177,-1.5717639,-1.320977,0.4686464,0.6324691,0.1638227
43,0.27451974,0.42529923,"('irresponsible', 'responsible')",1.0136508,1.1514888,1.6808885,1.8271304,0.9896863,1.1346394,0.1449531
44,0.06790136,0.108938634,"('prejudiced', 'unprejudiced')",-0.08552583,-0.030662548,-2.0317862,-1.977214,-0.6831369,-0.6329793,0.0501576
45,0.7219604,0.7855516,"('incompetent', 'competent')",1.3035893,1.422512,1.2183696,1.3655217,1.0813065,1.1911951,0.1098886
46,0.11966954,0.22697411,"('uncompetitive', 'competitive')",0.78636885,0.9370554,0.8958951,1.0458739,0.6006445,0.7366344,0.1359899
47,0.25226974,0.44541806,"('stupid', 'smart')",0.98387384,1.0721673,4.5297337,4.610246,1.9219591,2.0426105,0.1206514
48,-1.0463616,-1.0220172,"('unintelligent', 'intelligent')",-0.25050333,-0.2233474,0.60432696,0.6584784,-0.230846,-0.1956288,0.0352172
49,-0.8792106,-0.6032388,"('unable', 'able')",-0.52614963,-0.37353256,-0.20274433,-0.04947513,-0.5360349,-0.3420821,0.1939528
50,0.68036366,0.7716406,"('clumsy', 'skillful')",0.03285899,0.07544561,-0.507452,-0.54062057,0.0685902,0.1021552,0.033565
51,0.5151332,0.2869317,"('uneducated', 'educated')",0.6379673,0.5592909,-0.10113804,-0.07550032,0.3506542,0.2569074,-0.0937468
52,0.16519216,0.07923497,"('irrational', 'rational')",-1.7810254,-1.9040968,-0.8703295,-1.0711085,-0.8287209,-0.9653234,-0.1366025
53,-0.59984076,-0.5477278,"('uncreative', 'creative')",-1.1049536,-1.0373214,0.75694793,0.7369929,-0.3159488,-0.2826855,0.0332633
54,-0.18487857,-0.24955574,"('incapable', 'capable')",-0.44990942,-0.5015715,0.85275686,0.81531715,0.0726563,0.0213966,-0.0512597
55,-0.43458152,-0.3054537,"('incompetent', 'clever')",1.0510545,1.2032479,1.1939571,1.4034394,0.6034767,0.7670779,0.1636012
56,0.83868575,0.8981111,"('impractical', 'practical')",2.7909389,2.8426912,1.2364678,1.4489957,1.6220309,1.7299326,0.1079017
57,0.1862684,0.10671139,"('unimaginative', 'imaginative')",0.565724,0.5899999,-0.24875812,-0.15214902,0.1677448,0.1815208,0.013776
58,0.14006236,0.18551168,"('undiscriminating', 'discriminating')",-0.11254726,-0.0762895,0.6056508,0.6141476,0.2110553,0.2411233,0.030068
59,0.87435144,0.89054644,"('foolish', 'wise')",-0.44044185,-0.4602569,0.27864963,0.24306138,0.2375197,0.2244503,-0.0130694
60,0.47549132,0.6356235,"('inefficient', 'efficient')",2.0026798,2.1524112,0.73632336,1.0466433,1.0714982,1.278226,0.2067278
61,0.04847265,0.0014997497,"('illogical', 'logical')",0.16357866,0.08351497,0.14459616,0.055569015,0.1188825,0.0468612,-0.0720213
62,1.0218937,1.1355535,"('incompetent', 'brilliant')",1.6014357,1.7954192,1.391612,1.627493,1.3383137,1.5194885,0.1811748
