,corn_male,corn_female,tuple,average_male,average_female,female-male
0,-0.23923878,-0.17459488,"('unsociable', 'sociable')",-0.2392388,-0.1745949,0.0646439
1,2.123275,2.1645265,"('unfriendly', 'friendly')",2.123275,2.1645265,0.0412515
2,0.056061827,0.2698037,"('unlikable', 'likable')",0.0560618,0.2698037,0.2137419
3,0.55233246,0.8423543,"('repellent', 'pleasant')",0.5523325,0.8423543,0.2900218
4,-6.859785,-6.7788315,"('disliked', 'liked')",-6.8597851,-6.7788315,0.0809536
5,0.20175458,0.4405886,"('distant', 'outgoing')",0.2017546,0.4405886,0.238834
6,0.6293423,0.76996964,"('distant', 'open')",0.6293423,0.7699696,0.1406273
7,0.7084255,1.0445778,"('insensitive', 'sensitive')",0.7084255,1.0445778,0.3361523
8,1.5820364,1.4866815,"('unaffectionate', 'affectionate')",1.5820364,1.4866815,-0.0953549
9,1.7579837,1.8973774,"('unaffectionate', 'caring')",1.7579837,1.8973774,0.1393937
10,0.37515894,0.540531,"('unsympathetic', 'sympathetic')",0.3751589,0.540531,0.1653721
11,1.53811,1.7827498,"('unhelpful', 'helpful')",1.53811,1.7827498,0.2446398
12,-1.3834664,-1.0639269,"('unsupportive', 'supportive')",-1.3834664,-1.0639269,0.3195395
13,-0.36269987,-0.3132622,"('impolite', 'polite')",-0.3626999,-0.3132622,0.0494377
14,-0.5781917,-0.5649701,"('antisocial', 'social')",-0.5781917,-0.5649701,0.0132216
15,0.64596105,0.6589254,"('boring', 'funny')",0.645961,0.6589254,0.0129644
16,-0.16257855,-0.15723348,"('unpopular', 'popular')",-0.1625786,-0.1572335,0.0053451
17,0.05288177,0.03332842,"('nasty', 'nice')",0.0528818,0.0333284,-0.0195534
18,-0.27685493,-0.0867856,"('disagreeable', 'welcoming')",-0.2768549,-0.0867856,0.1900693
19,-0.07553835,0.1925117,"('inhospitable', 'hospitable')",-0.0755384,0.1925117,0.2680501
20,0.28559786,0.1531623,"('rough', 'thoughtful')",0.2855979,0.1531623,-0.1324356
21,-0.6335887,-0.27935544,"('immoral', 'moral')",-0.6335887,-0.2793554,0.3542333
22,-0.9883023,-0.54468113,"('untrustworthy', 'trustworthy')",-0.9883023,-0.5446811,0.4436212
23,6.2523775,6.5177355,"('insincere', 'sincere')",6.2523775,6.5177355,0.265358
24,1.4143524,1.7090915,"('dishonest', 'honest')",1.4143524,1.7090915,0.2947391
25,1.5592747,1.3994092,"('egoistic', 'altruistic')",1.5592747,1.3994092,-0.1598655
26,0.8538887,0.39897913,"('hardhearted', 'benevolent')",0.8538887,0.3989791,-0.4549096
27,1.9862043,1.7676249,"('hardhearted', 'softhearted')",1.9862043,1.7676249,-0.2185794
28,1.3385597,1.2798402,"('disloyal', 'loyal')",1.3385597,1.2798402,-0.0587195
29,-0.4944157,-0.5538752,"('unfair', 'fair')",-0.4944157,-0.5538752,-0.0594595
30,0.750983,0.80452687,"('intolerant', 'tolerant')",0.750983,0.8045269,0.0535439
31,-0.2964837,-0.3863262,"('evil', 'good')",-0.2964837,-0.3863262,-0.0898425
32,1.0510488,0.9943677,"('unkind', 'kind')",1.0510488,0.9943677,-0.0566811
33,0.062988594,0.13157958,"('wrong', 'right')",0.0629886,0.1315796,0.068591
34,4.657038,5.0433693,"('mean', 'honorable')",4.6570382,5.0433693,0.3863311
35,-0.4800968,-0.69609207,"('corrupt', 'incorrupt')",-0.4800968,-0.6960921,-0.2159953
36,-0.41960227,-0.6336404,"('hostile', 'amicable')",-0.4196023,-0.6336404,-0.2140381
