,zions_male,zions_female,tuple,bancorporation_male,bancorporation_female,n_male,n_female,a_male,a_female,average_male,average_female,female-male
0,-0.06354728,-0.18687955,"('unsociable', 'sociable')",-0.34765238,-0.3763281,1.261882,1.2730745,-0.15510026,-0.15043655,0.1738955,0.1398576,-0.0340379
1,-0.5480725,-0.6523499,"('unfriendly', 'friendly')",-0.63867426,-0.6727618,-0.66733235,-0.6070159,1.1225091,1.1993908,-0.1828925,-0.1831842,-0.0002917
2,1.0045861,1.0836017,"('unlikable', 'likable')",1.806895,1.8582743,1.6100304,1.630359,0.73706424,0.7701286,1.289644,1.335591,0.045947
3,-0.17195787,-0.07126654,"('repellent', 'pleasant')",-0.21528271,-0.19578521,1.1858666,1.228765,1.3145291,1.3547555,0.5282888,0.5791172,0.0508284
4,0.29307398,0.255532,"('disliked', 'liked')",0.2823479,0.2740105,0.20042284,0.06320145,-6.2305274,-6.3632746,-1.3636707,-1.4426327,-0.078962
5,-0.6329149,-0.6686592,"('distant', 'outgoing')",0.7018803,0.7211399,-1.5073115,-1.4880128,-0.9791169,-0.9590427,-0.6043658,-0.5986437,0.0057221
6,-0.7195496,-0.74856657,"('distant', 'open')",0.27726668,0.28402725,-1.4740732,-1.4182256,-0.10926238,-0.03636437,-0.5064046,-0.4797823,0.0266223
7,1.0557107,1.0188473,"('insensitive', 'sensitive')",-0.11315429,-0.07236397,0.3342869,0.38504356,0.787899,0.8639726,0.5161856,0.5488749,0.0326893
8,-0.01096152,-0.05293362,"('unaffectionate', 'affectionate')",-0.8284167,-0.83465886,-0.61256707,-0.502729,0.2563487,0.2797257,-0.2988991,-0.277649,0.0212501
9,0.20961094,0.09485591,"('unaffectionate', 'caring')",-0.054192208,-0.040121745,-0.060358,0.022544978,1.1184943,1.1558353,0.3033887,0.3082786,0.0048899
10,-0.08260024,-0.123534895,"('unsympathetic', 'sympathetic')",-2.1643512,-2.147862,0.5034521,0.5870826,-0.01332427,0.016182482,-0.4392059,-0.417033,0.0221729
