,art_male,art_female,tuple,average_male,average_female,female-male
0,-0.47128066,-0.50651836,"('unsociable', 'sociable')",-0.4712807,-0.5065184,-0.0352377
1,1.4145788,1.433589,"('unfriendly', 'friendly')",1.4145788,1.433589,0.0190102
2,0.22998108,0.37053788,"('unlikable', 'likable')",0.2299811,0.3705379,0.1405568
3,0.30447122,0.51329195,"('repellent', 'pleasant')",0.3044712,0.513292,0.2088208
4,-7.0097466,-6.9595156,"('disliked', 'liked')",-7.0097466,-6.9595156,0.050231
5,-0.32300407,-0.18054257,"('distant', 'outgoing')",-0.3230041,-0.1805426,0.1424615
6,0.049608245,0.20869246,"('distant', 'open')",0.0496082,0.2086925,0.1590843
7,0.82724476,0.92008024,"('insensitive', 'sensitive')",0.8272448,0.9200802,0.0928354
8,1.2683336,1.3789992,"('unaffectionate', 'affectionate')",1.2683336,1.3789992,0.1106656
9,1.7839838,1.9687774,"('unaffectionate', 'caring')",1.7839838,1.9687774,0.1847936
10,0.5630092,0.5979653,"('unsympathetic', 'sympathetic')",0.5630092,0.5979653,0.0349561
11,1.9939929,2.0166378,"('unhelpful', 'helpful')",1.9939929,2.0166378,0.0226449
12,-1.3629115,-1.2299867,"('unsupportive', 'supportive')",-1.3629115,-1.2299867,0.1329248
13,-0.31295466,-0.3286692,"('impolite', 'polite')",-0.3129547,-0.3286692,-0.0157145
14,0.19352803,0.016852766,"('antisocial', 'social')",0.193528,0.0168528,-0.1766752
15,0.61237067,0.53623337,"('boring', 'funny')",0.6123707,0.5362334,-0.0761373
16,-0.6635177,-0.4542364,"('unpopular', 'popular')",-0.6635177,-0.4542364,0.2092813
17,-0.032297857,0.0032321475,"('nasty', 'nice')",-0.0322979,0.0032321,0.03553
18,-0.3572909,-0.2856114,"('disagreeable', 'welcoming')",-0.3572909,-0.2856114,0.0716795
19,-0.21233942,-0.11092898,"('inhospitable', 'hospitable')",-0.2123394,-0.110929,0.1014104
20,0.6163661,0.41835642,"('rough', 'thoughtful')",0.6163661,0.4183564,-0.1980097
21,-0.073629424,-0.016052887,"('immoral', 'moral')",-0.0736294,-0.0160529,0.0575765
22,-0.85101974,-0.7682032,"('untrustworthy', 'trustworthy')",-0.8510197,-0.7682032,0.0828165
23,6.5214305,6.5260797,"('insincere', 'sincere')",6.5214305,6.5260797,0.0046492
24,1.7871128,1.7836853,"('dishonest', 'honest')",1.7871128,1.7836853,-0.0034275
25,0.8537296,0.9010935,"('egoistic', 'altruistic')",0.8537296,0.9010935,0.0473639
26,1.003142,0.6675852,"('hardhearted', 'benevolent')",1.003142,0.6675852,-0.3355568
27,1.6287135,1.5894941,"('hardhearted', 'softhearted')",1.6287135,1.5894941,-0.0392194
28,1.422267,1.2681636,"('disloyal', 'loyal')",1.422267,1.2681636,-0.1541034
29,-0.79319704,-0.87481,"('unfair', 'fair')",-0.793197,-0.87481,-0.081613
30,0.72904545,0.69428647,"('intolerant', 'tolerant')",0.7290455,0.6942865,-0.034759
31,-1.3668494,-1.2160584,"('evil', 'good')",-1.3668494,-1.2160584,0.150791
32,1.3498634,1.1788485,"('unkind', 'kind')",1.3498634,1.1788485,-0.1710149
33,-0.025278509,0.016731147,"('wrong', 'right')",-0.0252785,0.0167311,0.0420096
34,4.744027,4.9204116,"('mean', 'honorable')",4.7440271,4.9204116,0.1763845
