,cub_male,cub_female,tuple,average_male,average_female,female-male
0,0.5208153,0.43955034,"('unsociable', 'sociable')",0.5208153,0.4395503,-0.081265
1,1.348113,1.2917773,"('unfriendly', 'friendly')",1.3481129,1.2917773,-0.0563356
2,0.74019796,0.9548895,"('unlikable', 'likable')",0.740198,0.9548895,0.2146915
3,0.78316915,1.1112642,"('repellent', 'pleasant')",0.7831692,1.1112642,0.328095
4,-7.177865,-7.014701,"('disliked', 'liked')",-7.177865,-7.0147009,0.1631641
5,-0.3355064,-0.23103873,"('distant', 'outgoing')",-0.3355064,-0.2310387,0.1044677
6,-0.15785253,-0.08936332,"('distant', 'open')",-0.1578525,-0.0893633,0.0684892
7,1.3614866,1.5359092,"('insensitive', 'sensitive')",1.3614866,1.5359092,0.1744226
8,1.2339697,1.0660893,"('unaffectionate', 'affectionate')",1.2339697,1.0660893,-0.1678804
9,1.6924201,1.6273087,"('unaffectionate', 'caring')",1.6924201,1.6273087,-0.0651114
10,1.7168337,1.790583,"('unsympathetic', 'sympathetic')",1.7168337,1.790583,0.0737493
11,2.3767602,2.3748527,"('unhelpful', 'helpful')",2.3767602,2.3748527,-0.0019075
12,-0.92125857,-0.853331,"('unsupportive', 'supportive')",-0.9212586,-0.853331,0.0679276
13,0.44663388,0.42128122,"('impolite', 'polite')",0.4466339,0.4212812,-0.0253527
14,0.37848988,0.41237614,"('antisocial', 'social')",0.3784899,0.4123761,0.0338862
15,0.35349298,0.31825793,"('boring', 'funny')",0.353493,0.3182579,-0.0352351
16,-0.82171124,-0.62336195,"('unpopular', 'popular')",-0.8217112,-0.6233619,0.1983493
17,-0.23939633,-0.102486394,"('nasty', 'nice')",-0.2393963,-0.1024864,0.1369099
18,-0.24166633,-0.19644055,"('disagreeable', 'welcoming')",-0.2416663,-0.1964405,0.0452258
19,-0.24201159,-0.14002231,"('inhospitable', 'hospitable')",-0.2420116,-0.1400223,0.1019893
20,0.8026662,0.7097127,"('rough', 'thoughtful')",0.8026662,0.7097127,-0.0929535
21,0.56076133,0.725675,"('immoral', 'moral')",0.5607613,0.725675,0.1649137
22,0.18532251,0.2988125,"('untrustworthy', 'trustworthy')",0.1853225,0.2988125,0.11349
23,6.724505,6.828482,"('insincere', 'sincere')",6.7245049,6.8284822,0.1039773
24,2.1389048,2.2377415,"('dishonest', 'honest')",2.1389048,2.2377415,0.0988367
