,kumquat_male,kumquat_female,tuple,average_male,average_female,female-male
0,-0.1270766,-0.25727716,"('unsociable', 'sociable')",-0.1270766,-0.2572772,-0.1302006
1,-0.74470973,-0.8777216,"('unfriendly', 'friendly')",-0.7447097,-0.8777216,-0.1330119
2,0.82841074,0.8103266,"('unlikable', 'likable')",0.8284107,0.8103266,-0.0180841
3,-0.18610004,-0.047876768,"('repellent', 'pleasant')",-0.1861,-0.0478768,0.1382232
4,-1.2429574,-1.2564198,"('disliked', 'liked')",-1.2429574,-1.2564198,-0.0134624
5,-1.0634468,-0.9763102,"('distant', 'outgoing')",-1.0634468,-0.9763102,0.0871366
6,-1.3302245,-1.2060212,"('distant', 'open')",-1.3302245,-1.2060212,0.1242033
7,-0.5791715,-0.5974174,"('insensitive', 'sensitive')",-0.5791715,-0.5974174,-0.0182459
8,-1.371128,-1.398511,"('unaffectionate', 'affectionate')",-1.371128,-1.3985111,-0.0273831
9,-0.99280393,-1.0649521,"('unaffectionate', 'caring')",-0.9928039,-1.0649521,-0.0721482
10,-0.6461936,-0.68652886,"('unsympathetic', 'sympathetic')",-0.6461936,-0.6865289,-0.0403353
11,0.100258246,0.02289822,"('unhelpful', 'helpful')",0.1002582,0.0228982,-0.07736
12,-1.3057983,-1.1858699,"('unsupportive', 'supportive')",-1.3057983,-1.1858699,0.1199284
13,-0.10247771,-0.21217375,"('impolite', 'polite')",-0.1024777,-0.2121737,-0.109696
14,0.105906,0.03447541,"('antisocial', 'social')",0.105906,0.0344754,-0.0714306
15,1.0212741,0.89593065,"('boring', 'funny')",1.0212741,0.8959306,-0.1253435
16,0.22899905,0.18818292,"('unpopular', 'popular')",0.228999,0.1881829,-0.0408161
17,-0.13419136,-0.09599615,"('nasty', 'nice')",-0.1341914,-0.0959961,0.0381953
18,-0.6956718,-0.62109923,"('disagreeable', 'welcoming')",-0.6956718,-0.6210992,0.0745726
19,-1.1635747,-1.1049143,"('inhospitable', 'hospitable')",-1.1635747,-1.1049143,0.0586604
20,-0.004325904,-0.036530226,"('rough', 'thoughtful')",-0.0043259,-0.0365302,-0.0322043
21,-0.17716663,-0.20532006,"('immoral', 'moral')",-0.1771666,-0.2053201,-0.0281535
22,-0.30050063,-0.29035187,"('untrustworthy', 'trustworthy')",-0.3005006,-0.2903519,0.0101487
23,1.2042035,1.1511695,"('insincere', 'sincere')",1.2042035,1.1511695,-0.053034
24,-0.023633001,-0.1264306,"('dishonest', 'honest')",-0.023633,-0.1264306,-0.1027976
25,-0.015960764,-0.04579974,"('egoistic', 'altruistic')",-0.0159608,-0.0457997,-0.0298389
26,0.5920677,0.4311175,"('hardhearted', 'benevolent')",0.5920677,0.4311175,-0.1609502
27,-0.26468587,-0.23019443,"('hardhearted', 'softhearted')",-0.2646859,-0.2301944,0.0344915
28,-0.5275749,-0.76760703,"('disloyal', 'loyal')",-0.5275749,-0.767607,-0.2400321
29,-0.39644545,-0.45252985,"('unfair', 'fair')",-0.3964455,-0.4525298,-0.0560843
30,1.2265362,1.1666514,"('intolerant', 'tolerant')",1.2265362,1.1666514,-0.0598848
31,-1.3749766,-1.203767,"('evil', 'good')",-1.3749766,-1.2037669,0.1712097
