,expedia_male,expedia_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.9399921,-1.0219601,"('unsociable', 'sociable')",0.39718783,0.2723626,-0.6804446,-0.77898103,-0.4077496,-0.5095262,-0.1017766
1,-1.6753408,-1.6973033,"('unfriendly', 'friendly')",-0.22265081,-0.2864264,2.0460825,2.0021574,0.0493637,0.0061426,-0.0432211
2,0.31631932,0.41083276,"('unlikable', 'likable')",1.6572721,1.7205327,0.67628545,0.8026086,0.8832923,0.9779913,0.094699
3,-0.6134157,-0.4575929,"('repellent', 'pleasant')",0.8450041,0.9704266,0.25517932,0.34186095,0.1622559,0.2848982,0.1226423
4,0.24403763,0.17495355,"('disliked', 'liked')",-0.2442863,-0.37252307,-6.534634,-6.6703315,-2.1782942,-2.2893003,-0.1110061
5,-0.0034647956,0.07294427,"('distant', 'outgoing')",-1.3840743,-1.3553203,0.17839661,0.15510648,-0.4030475,-0.3757565,0.027291
6,-0.47318196,-0.40589,"('distant', 'open')",-1.6017672,-1.5907437,0.82084465,0.7750573,-0.4180349,-0.4071921,0.0108428
7,-0.45168677,-0.4012853,"('insensitive', 'sensitive')",-0.15433906,-0.029148279,0.35741168,0.42644966,-0.0828714,-0.001328,0.0815434
8,-1.6839689,-1.7089193,"('unaffectionate', 'affectionate')",-0.23610854,-0.21306193,1.0557462,1.0172246,-0.2881104,-0.3015856,-0.0134752
9,-1.5132244,-1.5000329,"('unaffectionate', 'caring')",-0.16238,-0.18411997,1.3479534,1.3769907,-0.109217,-0.1023874,0.0068296
10,-1.3996594,-1.4174123,"('unsympathetic', 'sympathetic')",0.06813085,0.12581879,-0.53974223,-0.4872538,-0.6237569,-0.5929491,0.0308078
11,-0.10096788,-0.06322682,"('unhelpful', 'helpful')",-0.29300058,-0.22007573,1.3503903,1.4936525,0.3188073,0.40345,0.0846427
12,-0.62293714,-0.45982572,"('unsupportive', 'supportive')",0.62815595,0.8376278,-1.9551573,-1.913045,-0.6499795,-0.5117476,0.1382319
13,-0.46176305,-0.3884287,"('impolite', 'polite')",-0.14069349,-0.08387059,-0.74969167,-0.70653343,-0.4507161,-0.3929443,0.0577718
14,0.35954198,0.33333677,"('antisocial', 'social')",1.9077116,1.9158365,-0.73179924,-0.78407025,0.5118181,0.4883676,-0.0234505
15,0.06733984,-0.08845505,"('boring', 'funny')",-0.8335549,-0.94611424,0.61147183,0.5369104,-0.0515811,-0.1658863,-0.1143052
16,-0.51593894,-0.51333463,"('unpopular', 'popular')",-0.31160343,-0.26067808,0.61578953,0.5998438,-0.0705843,-0.0580563,0.012528
17,0.34626016,0.44161406,"('nasty', 'nice')",-0.6250364,-0.59648937,-0.22063465,-0.18870318,-0.1664703,-0.1145262,0.0519441
18,-0.53831726,-0.45251617,"('disagreeable', 'welcoming')",-0.40619588,-0.31791276,-0.4061886,-0.40855137,-0.4502339,-0.3929934,0.0572405
19,-1.0695393,-0.9550613,"('inhospitable', 'hospitable')",-1.6893125,-1.6811178,0.0073864795,0.114301145,-0.9171551,-0.8406259,0.0765292
20,0.2844694,0.35919434,"('rough', 'thoughtful')",1.455222,1.5220894,1.2411289,1.1862898,0.9936067,1.0225245,0.0289178
21,-0.13815613,-0.15701154,"('immoral', 'moral')",0.55808574,0.5792863,-0.99842757,-0.92560524,-0.1928326,-0.1677768,0.0250558
22,-0.21976683,-0.2182327,"('untrustworthy', 'trustworthy')",0.6816588,0.656285,-1.2831514,-1.3301579,-0.2737531,-0.2973685,-0.0236154
23,-0.9207757,-0.8797557,"('insincere', 'sincere')",0.15776454,0.19645575,5.6621795,5.7133274,1.6330562,1.6766758,0.0436196
24,-0.71663,-0.69307566,"('dishonest', 'honest')",-0.30182612,-0.27570942,0.57916987,0.5964988,-0.1464287,-0.1240954,0.0223333
25,-0.7846719,-0.7893248,"('egoistic', 'altruistic')",0.08097435,-0.024065048,1.6841692,1.5910671,0.3268239,0.2592257,-0.0675982
26,0.3330723,0.31146052,"('hardhearted', 'benevolent')",1.3944001,1.3861985,1.776522,1.7156334,1.1679982,1.1377641,-0.0302341
27,-0.3809337,-0.30550885,"('hardhearted', 'softhearted')",-0.30893624,-0.24922074,1.5846252,1.4797,0.2982518,0.3083235,0.0100717
28,-0.89319956,-1.0225205,"('disloyal', 'loyal')",0.027508622,-0.04196713,0.7026066,0.670846,-0.0543614,-0.1312139,-0.0768525
29,-0.1923054,-0.23060396,"('unfair', 'fair')",-0.5600084,-0.63285047,-0.38345724,-0.5530534,-0.3785903,-0.4721693,-0.093579
30,0.46192217,0.4955807,"('intolerant', 'tolerant')",0.80128723,0.72056097,1.1053481,1.0901797,0.7895192,0.7687738,-0.0207454
31,-0.7344608,-0.64294755,"('evil', 'good')",-1.0037786,-1.0374012,-0.45887947,-0.5834278,-0.7323729,-0.7545922,-0.0222193
32,-0.39541957,-0.41734618,"('unkind', 'kind')",0.5718038,0.5507912,0.6505294,0.5797108,0.2756379,0.2377186,-0.0379193
33,0.27881578,0.29339966,"('wrong', 'right')",-0.36305252,-0.3849532,-0.13984804,-0.22499694,-0.0746949,-0.1055168,-0.0308219
34,-0.3377998,-0.12186388,"('mean', 'honorable')",-0.23355752,-0.029621907,5.834956,6.0588803,1.754533,1.9691315,0.2145985
35,0.28853953,0.18016239,"('corrupt', 'incorrupt')",-1.2846814,-1.4380735,0.49957585,0.27032062,-0.165522,-0.3291968,-0.1636748
36,-0.7185157,-0.7872682,"('hostile', 'amicable')",-1.358596,-1.4916061,0.7162651,0.49046314,-0.4536155,-0.5961371,-0.1425216
37,-0.7643261,-0.70202315,"('fake', 'genuine')",-0.28325185,-0.20506664,0.3638514,0.4146936,-0.2279088,-0.1641321,0.0637767
38,-0.18942389,-0.12948379,"('untruthful', 'truthful')",-1.0991266,-1.041906,-0.19255129,-0.08309291,-0.4937006,-0.4181609,0.0755397
39,1.0649966,1.0932723,"('exploitative', 'cooperative')",1.6596798,1.7006235,0.06668712,0.06741515,0.9304545,0.9537703,0.0233158
40,-0.48880208,-0.48305854,"('stingy', 'generous')",0.46304163,0.50307447,-1.6964878,-1.7907467,-0.5740827,-0.5902436,-0.0161609
41,-0.5343977,-0.5262829,"('unforgiving', 'forgiving')",0.6113721,0.5861656,0.050951388,-0.032402765,0.0426419,0.00916,-0.0334819
42,0.9572416,1.1402605,"('unreliable', 'reliable')",1.2613037,1.4697914,-3.0427148,-2.9680824,-0.2747232,-0.1193435,0.1553797
43,-0.4870674,-0.30828226,"('irresponsible', 'responsible')",0.670892,0.7787307,0.37717998,0.45729852,0.1870015,0.309249,0.1222475
44,1.3103423,1.2841705,"('prejudiced', 'unprejudiced')",-0.28209117,-0.30596787,-1.2412931,-1.2606478,-0.071014,-0.0941484,-0.0231344
45,-0.93000835,-0.8551275,"('incompetent', 'competent')",0.28834456,0.292791,-0.38552707,-0.40180582,-0.342397,-0.3213808,0.0210162
46,-1.3516986,-1.3040617,"('uncompetitive', 'competitive')",1.228854,1.3171246,-1.1834272,-1.1632615,-0.435424,-0.3833995,0.0520245
47,0.31224108,0.4346556,"('stupid', 'smart')",0.90099114,1.0181471,5.798116,5.9525476,2.3371162,2.4684501,0.1313339
48,-0.78756493,-0.8222001,"('unintelligent', 'intelligent')",-0.04722932,-0.0065337364,0.28441724,0.37532008,-0.183459,-0.1511379,0.0323211
49,-0.64993054,-0.499378,"('unable', 'able')",-0.883592,-0.7749523,-0.3253454,-0.19264555,-0.6196227,-0.4889919,0.1306308
50,0.3489644,0.44142997,"('clumsy', 'skillful')",-0.4035389,-0.31534588,0.058406293,0.0723055,0.0012773,0.0661299,0.0648526
51,-0.5589012,-0.701208,"('uneducated', 'educated')",0.48691782,0.42595014,-0.004347831,0.0067966096,-0.0254437,-0.0894871,-0.0640434
52,0.6211403,0.32051814,"('irrational', 'rational')",-0.67368895,-0.8779857,0.66341525,0.46637833,0.2036222,-0.0303631,-0.2339853
53,-1.8434931,-1.8338267,"('uncreative', 'creative')",0.098149076,0.05705672,1.1652783,1.1562485,-0.1933552,-0.2068405,-0.0134853
54,-0.5503282,-0.67512804,"('incapable', 'capable')",-0.30267072,-0.3156977,1.0932175,1.1689134,0.0800729,0.0593625,-0.0207104
55,-1.0324445,-0.9869569,"('incompetent', 'clever')",1.2331283,1.2633761,-0.35439867,-0.30143762,-0.0512383,-0.0083395,0.0428988
56,0.6125935,0.6720834,"('impractical', 'practical')",0.8699043,0.83258146,-0.24752356,-0.1967195,0.411658,0.4359818,0.0243238
57,-1.2017436,-1.2693416,"('unimaginative', 'imaginative')",-0.087356746,-0.13262448,-2.601275,-2.618029,-1.2967918,-1.3399984,-0.0432066
58,-0.5401608,-0.5638269,"('undiscriminating', 'discriminating')",0.9327691,0.9286816,0.16447584,0.13319446,0.1856947,0.1660164,-0.0196783
59,0.80587375,0.7233348,"('foolish', 'wise')",-0.74941117,-0.8629076,0.7668316,0.7523848,0.2744314,0.2042707,-0.0701607
60,0.6075544,0.78177756,"('inefficient', 'efficient')",1.2586081,1.3550235,-0.60126317,-0.40179083,0.4216331,0.5783367,0.1567036
61,0.20134136,0.0982029,"('illogical', 'logical')",-0.26497266,-0.41946906,0.20383623,0.031178853,0.046735,-0.0966958,-0.1434308
62,-0.03758201,0.070476845,"('incompetent', 'brilliant')",0.9538072,1.05036,-0.07663359,0.12899272,0.2798639,0.4166098,0.1367459
63,-0.60604393,-0.47271368,"('unperceptive', 'insightful')",1.1221623,1.2054168,0.45286918,0.61515486,0.3229959,0.449286,0.1262901
64,1.0653104,1.0420537,"('shy', 'confident')",1.0881492,1.0406693,-6.968574,-7.012989,-1.6050382,-1.643422,-0.0383838
65,-0.30136675,-0.43679878,"('insecure', 'secure')",0.9879501,0.9413672,-0.6931012,-0.6556744,-0.0021726,-0.0503686,-0.048196
66,-0.49391302,-0.5235088,"('inactive', 'active')",0.37492824,0.3512855,1.1029874,1.0269608,0.3280009,0.2849125,-0.0430884
67,1.472981,1.4753339,"('doubtful', 'determined')",0.3560627,0.4019597,-0.5589636,-0.48510033,0.42336,0.4640644,0.0407044
68,-0.16588515,-0.2111181,"('dependent', 'independent')",-0.256536,-0.33941266,-0.72247875,-0.6986521,-0.3816333,-0.4163943,-0.034761
69,1.3623096,1.4085817,"('lazy', 'industrious')",0.2250071,0.2050421,-0.32432547,-0.3524659,0.4209971,0.420386,-0.0006111
70,-0.08183193,-6.380491e-05,"('lethargic', 'energetic')",0.5142045,0.61942476,0.27290326,0.35655755,0.2350919,0.3253062,0.0902143
71,0.22567885,0.29203302,"('diffident', 'self-confident')",-0.044016752,-0.00574518,0.6322153,0.63160765,0.2712925,0.3059652,0.0346727
72,-0.40300873,-0.39272106,"('unambitious', 'ambitious')",0.6265557,0.68360406,-0.8114906,-0.70424604,-0.1959812,-0.1377877,0.0581935
73,1.6615018,1.6417056,"('helpless', 'self-reliant')",0.22411856,0.19528016,-3.0264735,-3.0586789,-0.3802844,-0.407231,-0.0269466
74,-0.5008645,-0.435615,"('undedicated', 'dedicated')",1.1940217,1.251512,0.040144764,0.029568894,0.244434,0.281822,0.037388
75,0.61936414,0.58981216,"('meek', 'impulsive')",-1.2390554,-1.229303,-0.26340562,-0.19071081,-0.2943656,-0.2767339,0.0176317
76,-0.20569284,-0.14999707,"('anxious', 'daring')",0.7902787,0.9596267,0.009963732,0.091295995,0.1981832,0.3003085,0.1021253
77,-0.19353844,-0.17950389,"('unmotivated', 'motivated')",0.2846001,0.24865419,-1.4155234,-1.2815053,-0.4414872,-0.4041183,0.0373689
78,-1.5097193,-1.3463082,"('nonresilient', 'resilient')",0.6153627,0.7277328,-0.17800863,-0.12692825,-0.3574551,-0.2485012,0.1089539
79,-0.48107043,-0.51141185,"('wavering', 'unwavering')",-1.8543539,-1.8740559,0.15994431,0.18227331,-0.72516,-0.7343981,-0.0092381
80,0.5224422,0.4678884,"('dominated', 'dominating')",0.9838874,1.0210619,-1.5951811,-1.5440911,-0.0296172,-0.0183803,0.0112369
81,0.5545399,0.39450002,"('submissive', 'aggressive')",1.5096003,1.5152254,-1.1264014,-1.0057343,0.3125796,0.3013304,-0.0112492
