,leash_male,leash_female,tuple,average_male,average_female,female-male
0,0.023769308,-0.0029315427,"('unsociable', 'sociable')",0.0237693,-0.0029315,-0.0267008
1,1.088612,1.0119282,"('unfriendly', 'friendly')",1.088612,1.0119282,-0.0766838
2,-0.32804656,-0.3043155,"('unlikable', 'likable')",-0.3280466,-0.3043155,0.0237311
3,0.58025545,0.65123135,"('repellent', 'pleasant')",0.5802554,0.6512313,0.0709759
4,-7.7011156,-7.824512,"('disliked', 'liked')",-7.7011156,-7.824512,-0.1233964
5,-0.66223204,-0.68099654,"('distant', 'outgoing')",-0.662232,-0.6809965,-0.0187645
6,-0.03763646,-0.14217785,"('distant', 'open')",-0.0376365,-0.1421779,-0.1045414
7,0.9305969,0.9757003,"('insensitive', 'sensitive')",0.9305969,0.9757003,0.0451034
8,1.2890182,1.1654129,"('unaffectionate', 'affectionate')",1.2890182,1.1654129,-0.1236053
9,1.5278502,1.5155767,"('unaffectionate', 'caring')",1.5278502,1.5155767,-0.0122735
10,1.215667,1.247945,"('unsympathetic', 'sympathetic')",1.215667,1.247945,0.032278
11,1.4119393,1.5289165,"('unhelpful', 'helpful')",1.4119393,1.5289165,0.1169772
12,-1.7874917,-1.791095,"('unsupportive', 'supportive')",-1.7874917,-1.791095,-0.0036033
13,-0.17039576,-0.11053248,"('impolite', 'polite')",-0.1703958,-0.1105325,0.0598633
14,0.55217457,0.5240144,"('antisocial', 'social')",0.5521746,0.5240144,-0.0281602
15,0.21327543,0.12993392,"('boring', 'funny')",0.2132754,0.1299339,-0.0833415
16,-0.7911071,-0.78914636,"('unpopular', 'popular')",-0.7911071,-0.7891464,0.0019607
17,-0.6525568,-0.63908726,"('nasty', 'nice')",-0.6525568,-0.6390873,0.0134695
18,-0.4728647,-0.50548685,"('disagreeable', 'welcoming')",-0.4728647,-0.5054868,-0.0326221
19,-0.80442846,-0.8117528,"('inhospitable', 'hospitable')",-0.8044285,-0.8117528,-0.0073243
20,0.83637786,0.72156054,"('rough', 'thoughtful')",0.8363779,0.7215605,-0.1148174
21,-0.32576105,-0.21151066,"('immoral', 'moral')",-0.325761,-0.2115107,0.1142503
22,-0.4902565,-0.503014,"('untrustworthy', 'trustworthy')",-0.4902565,-0.503014,-0.0127575
23,6.3516054,6.463088,"('insincere', 'sincere')",6.3516054,6.463088,0.1114826
24,1.5100138,1.4060167,"('dishonest', 'honest')",1.5100138,1.4060167,-0.1039971
25,0.600094,0.45937276,"('egoistic', 'altruistic')",0.600094,0.4593728,-0.1407212
26,1.0878693,0.927049,"('hardhearted', 'benevolent')",1.0878693,0.927049,-0.1608203
27,1.5751395,1.3784577,"('hardhearted', 'softhearted')",1.5751395,1.3784577,-0.1966818
28,1.1185954,1.0811274,"('disloyal', 'loyal')",1.1185954,1.0811274,-0.037468
29,-0.4569288,-0.588803,"('unfair', 'fair')",-0.4569288,-0.588803,-0.1318742
30,0.9025064,0.9656714,"('intolerant', 'tolerant')",0.9025064,0.9656714,0.063165
31,-1.7588919,-1.8155631,"('evil', 'good')",-1.7588919,-1.8155631,-0.0566712
32,0.96249086,0.87982684,"('unkind', 'kind')",0.9624909,0.8798268,-0.0826641
33,-0.5948971,-0.69235414,"('wrong', 'right')",-0.5948971,-0.6923541,-0.097457
34,4.7778993,4.972726,"('mean', 'honorable')",4.7778993,4.9727259,0.1948266
35,-0.66026676,-0.8947991,"('corrupt', 'incorrupt')",-0.6602668,-0.8947991,-0.2345323
36,-0.6869926,-0.79826564,"('hostile', 'amicable')",-0.6869926,-0.7982656,-0.111273
37,0.8614028,0.8316235,"('fake', 'genuine')",0.8614028,0.8316235,-0.0297793
38,-0.43488875,-0.34844056,"('untruthful', 'truthful')",-0.4348888,-0.3484406,0.0864482
39,0.48618558,0.4762826,"('exploitative', 'cooperative')",0.4861856,0.4762826,-0.009903
40,-1.5277054,-1.7267888,"('stingy', 'generous')",-1.5277054,-1.7267888,-0.1990834
41,0.1088804,0.051852975,"('unforgiving', 'forgiving')",0.1088804,0.051853,-0.0570274
42,-2.5840416,-2.630229,"('unreliable', 'reliable')",-2.5840416,-2.630229,-0.0461874
43,1.0652641,1.098899,"('irresponsible', 'responsible')",1.0652641,1.098899,0.0336349
44,-0.8362516,-0.8535697,"('prejudiced', 'unprejudiced')",-0.8362516,-0.8535697,-0.0173181
45,0.1084225,0.060186494,"('incompetent', 'competent')",0.1084225,0.0601865,-0.048236
46,-0.59704965,-0.6226224,"('uncompetitive', 'competitive')",-0.5970497,-0.6226224,-0.0255727
47,5.5134706,5.66125,"('stupid', 'smart')",5.5134706,5.6612501,0.1477795
48,0.42048278,0.45927218,"('unintelligent', 'intelligent')",0.4204828,0.4592722,0.0387894
49,0.010450575,0.059468918,"('unable', 'able')",0.0104506,0.0594689,0.0490183
50,-0.7409801,-0.74771357,"('clumsy', 'skillful')",-0.7409801,-0.7477136,-0.0067335
51,0.47264647,0.47613356,"('uneducated', 'educated')",0.4726465,0.4761336,0.0034871
52,-0.38218826,-0.547667,"('irrational', 'rational')",-0.3821883,-0.547667,-0.1654787
53,0.0003126189,-0.1200589,"('uncreative', 'creative')",0.0003126,-0.1200589,-0.1203715
54,1.111869,1.1699338,"('incapable', 'capable')",1.111869,1.1699338,0.0580648
55,0.7341,0.7654541,"('incompetent', 'clever')",0.7341,0.7654541,0.0313541
56,0.56589913,0.58593076,"('impractical', 'practical')",0.5658991,0.5859308,0.0200317
57,-2.767303,-2.806771,"('unimaginative', 'imaginative')",-2.767303,-2.806771,-0.039468
58,-0.16274862,-0.1638793,"('undiscriminating', 'discriminating')",-0.1627486,-0.1638793,-0.0011307
59,-0.27151367,-0.2593676,"('foolish', 'wise')",-0.2715137,-0.2593676,0.0121461
60,0.53450865,0.6999239,"('inefficient', 'efficient')",0.5345086,0.6999239,0.1654153
61,0.29656363,0.1526528,"('illogical', 'logical')",0.2965636,0.1526528,-0.1439108
62,0.33488762,0.43865997,"('incompetent', 'brilliant')",0.3348876,0.43866,0.1037724
63,-0.022097487,0.05235827,"('unperceptive', 'insightful')",-0.0220975,0.0523583,0.0744558
64,-6.5610223,-6.534988,"('shy', 'confident')",-6.5610223,-6.5349879,0.0260344
65,0.07701194,0.17587142,"('insecure', 'secure')",0.0770119,0.1758714,0.0988595
66,-0.04183438,-0.19388886,"('inactive', 'active')",-0.0418344,-0.1938889,-0.1520545
67,-0.13635679,-0.014376819,"('doubtful', 'determined')",-0.1363568,-0.0143768,0.12198
68,-0.8002582,-0.76699144,"('dependent', 'independent')",-0.8002582,-0.7669914,0.0332668
69,-2.1920342,-2.278716,"('lazy', 'industrious')",-2.1920342,-2.2787161,-0.0866819
70,1.3563737,1.3461843,"('lethargic', 'energetic')",1.3563737,1.3461843,-0.0101894
71,0.8128786,0.79117674,"('diffident', 'self-confident')",0.8128786,0.7911767,-0.0217019
72,0.5482625,0.6368989,"('unambitious', 'ambitious')",0.5482625,0.6368989,0.0886364
73,-3.5229394,-3.4811044,"('helpless', 'self-reliant')",-3.5229394,-3.4811044,0.041835
74,0.11513278,-0.013070814,"('undedicated', 'dedicated')",0.1151328,-0.0130708,-0.1282036
75,-1.044223,-0.98658204,"('meek', 'impulsive')",-1.044223,-0.986582,0.057641
76,0.7093896,0.77173615,"('anxious', 'daring')",0.7093896,0.7717361,0.0623465
77,-1.3830754,-1.2303983,"('unmotivated', 'motivated')",-1.3830754,-1.2303983,0.1526771
78,-0.3627449,-0.4366199,"('nonresilient', 'resilient')",-0.3627449,-0.4366199,-0.073875
79,-0.37547672,-0.37056223,"('wavering', 'unwavering')",-0.3754767,-0.3705622,0.0049145
80,-0.18228814,-0.23993036,"('dominated', 'dominating')",-0.1822881,-0.2399304,-0.0576423
81,0.1680319,0.29439145,"('submissive', 'aggressive')",0.1680319,0.2943915,0.1263596
82,6.203428,6.311079,"('poor', 'rich')",6.2034278,6.311079,0.1076512
83,-0.43999138,-0.42544657,"('powerless', 'powerful')",-0.4399914,-0.4254466,0.0145448
84,0.64542437,0.64059794,"('inferior', 'superior')",0.6454244,0.6405979,-0.0048265
85,-0.65432334,-0.75478137,"('insignificant', 'prestigious')",-0.6543233,-0.7547814,-0.1004581
86,0.38484395,0.3129065,"('uninfluential', 'influential')",0.3848439,0.3129065,-0.0719374
87,-0.5381948,-0.4934746,"('unsuccessful', 'successful')",-0.5381948,-0.4934746,0.0447202
88,0.109444626,0.15962593,"('low', 'eminent')",0.1094446,0.1596259,0.0501813
