,amphenol_male,amphenol_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.6676842,-0.85334826,"('unsociable', 'sociable')",0.33602172,0.17880712,-0.1658312,-0.3372706,-0.1714394
1,-1.3150486,-1.4868703,"('unfriendly', 'friendly')",0.9254669,0.6381069,-0.1947908,-0.4243817,-0.2295909
2,0.80284524,0.71960914,"('unlikable', 'likable')",1.0178663,0.9167237,0.9103557,0.8181664,-0.0921893
3,-0.4546597,-0.40606603,"('repellent', 'pleasant')",0.9924677,1.007771,0.268904,0.3008525,0.0319485
4,0.27628148,0.20958208,"('disliked', 'liked')",-6.2830653,-6.270737,-3.003392,-3.0305777,-0.0271857
5,-0.9622037,-0.91438895,"('distant', 'outgoing')",-1.0649958,-1.0756571,-1.0135998,-0.995023,0.0185768
6,-1.0920116,-1.0566067,"('distant', 'open')",-1.0934819,-1.1714312,-1.0927467,-1.1140189,-0.0212722
7,-1.2827874,-1.2782055,"('insensitive', 'sensitive')",0.47070295,0.41387284,-0.4060422,-0.4321663,-0.0261241
8,-1.0199943,-1.1452781,"('unaffectionate', 'affectionate')",0.09992331,-0.026779305,-0.4600355,-0.5860287,-0.1259932
9,-1.4249601,-1.5160236,"('unaffectionate', 'caring')",0.6625917,0.57349735,-0.3811842,-0.4712631,-0.0900789
10,-1.2465714,-1.3594649,"('unsympathetic', 'sympathetic')",-0.1566413,-0.2453098,-0.7016064,-0.8023874,-0.100781
11,-0.49578914,-0.55970865,"('unhelpful', 'helpful')",1.9988531,1.9772478,0.751532,0.7087696,-0.0427624
12,-0.6781302,-0.71260244,"('unsupportive', 'supportive')",-1.8377708,-1.856197,-1.2579505,-1.2843997,-0.0264492
13,-0.8816102,-0.94337255,"('impolite', 'polite')",-0.43133253,-0.3836645,-0.6564714,-0.6635185,-0.0070471
14,-0.06651981,-0.06905877,"('antisocial', 'social')",0.6755967,0.6199444,0.3045385,0.2754428,-0.0290957
15,-0.016696114,-0.114765115,"('boring', 'funny')",0.12382163,0.08750136,0.0535628,-0.0136319,-0.0671947
16,0.007570073,0.030996539,"('unpopular', 'popular')",0.45665026,0.46012163,0.2321102,0.2455591,0.0134489
17,-0.119059846,-0.079475135,"('nasty', 'nice')",-0.4503256,-0.3510486,-0.2846927,-0.2152619,0.0694308
18,-0.49264777,-0.50799686,"('disagreeable', 'welcoming')",-0.590486,-0.73046285,-0.5415668,-0.6192299,-0.0776631
