,boat_male,boat_female,tuple,average_male,average_female,female-male
0,0.29653722,0.20516214,"('unsociable', 'sociable')",0.2965372,0.2051621,-0.0913751
1,1.7715255,1.601945,"('unfriendly', 'friendly')",1.7715255,1.601945,-0.1695805
2,0.62279654,0.6191305,"('unlikable', 'likable')",0.6227965,0.6191305,-0.003666
3,0.18159054,0.33372715,"('repellent', 'pleasant')",0.1815905,0.3337272,0.1521367
4,-6.9570603,-7.1604323,"('disliked', 'liked')",-6.9570603,-7.1604323,-0.203372
5,0.19689572,-0.01621501,"('distant', 'outgoing')",0.1968957,-0.016215,-0.2131107
6,0.65115184,0.43640804,"('distant', 'open')",0.6511518,0.436408,-0.2147438
7,0.526539,0.537622,"('insensitive', 'sensitive')",0.526539,0.537622,0.011083
8,1.6863383,1.4677765,"('unaffectionate', 'affectionate')",1.6863383,1.4677765,-0.2185618
9,2.379957,2.19001,"('unaffectionate', 'caring')",2.379957,2.1900101,-0.1899469
10,0.6067229,0.67832935,"('unsympathetic', 'sympathetic')",0.6067229,0.6783293,0.0716064
11,2.1332378,2.2317715,"('unhelpful', 'helpful')",2.1332378,2.2317715,0.0985337
12,-1.1418773,-1.3716738,"('unsupportive', 'supportive')",-1.1418773,-1.3716738,-0.2297965
13,-0.18987837,-0.2259644,"('impolite', 'polite')",-0.1898784,-0.2259644,-0.036086
14,0.01939334,0.061188377,"('antisocial', 'social')",0.0193933,0.0611884,0.0417951
15,0.5198508,0.30143374,"('boring', 'funny')",0.5198508,0.3014337,-0.2184171
16,-0.11351338,-0.19057712,"('unpopular', 'popular')",-0.1135134,-0.1905771,-0.0770637
17,0.25012168,0.3133458,"('nasty', 'nice')",0.2501217,0.3133458,0.0632241
18,-0.5918352,-0.6341703,"('disagreeable', 'welcoming')",-0.5918352,-0.6341703,-0.0423351
19,-0.3207845,-0.25364822,"('inhospitable', 'hospitable')",-0.3207845,-0.2536482,0.0671363
20,0.20309582,0.21781874,"('rough', 'thoughtful')",0.2030958,0.2178187,0.0147229
21,-0.47602624,-0.19987513,"('immoral', 'moral')",-0.4760262,-0.1998751,0.2761511
22,-0.92153585,-0.8704003,"('untrustworthy', 'trustworthy')",-0.9215358,-0.8704003,0.0511355
23,6.5203934,6.712553,"('insincere', 'sincere')",6.5203934,6.712553,0.1921596
24,1.5007432,1.3964021,"('dishonest', 'honest')",1.5007432,1.3964021,-0.1043411
25,0.99893934,0.8899968,"('egoistic', 'altruistic')",0.9989393,0.8899968,-0.1089425
26,0.85270864,0.6549584,"('hardhearted', 'benevolent')",0.8527086,0.6549584,-0.1977502
27,1.1044015,0.8989392,"('hardhearted', 'softhearted')",1.1044015,0.8989392,-0.2054623
28,1.4268998,1.4945313,"('disloyal', 'loyal')",1.4268998,1.4945313,0.0676315
29,0.16291188,-0.0056565236,"('unfair', 'fair')",0.1629119,-0.0056565,-0.1685684
30,0.47440055,0.6313865,"('intolerant', 'tolerant')",0.4744006,0.6313865,0.1569859
31,-0.80707675,-1.1267221,"('evil', 'good')",-0.8070768,-1.1267221,-0.3196453
32,1.2220811,1.2504367,"('unkind', 'kind')",1.2220811,1.2504367,0.0283556
33,0.052549157,-0.13467324,"('wrong', 'right')",0.0525492,-0.1346732,-0.1872224
34,4.5660095,4.823485,"('mean', 'honorable')",4.5660095,4.8234849,0.2574754
35,-0.6917966,-0.9354496,"('corrupt', 'incorrupt')",-0.6917966,-0.9354496,-0.243653
36,-0.18333074,-0.32961404,"('hostile', 'amicable')",-0.1833307,-0.329614,-0.1462833
37,0.8703172,0.77321124,"('fake', 'genuine')",0.8703172,0.7732112,-0.097106
38,0.5316655,0.420935,"('untruthful', 'truthful')",0.5316655,0.420935,-0.1107305
39,0.065290794,0.09018693,"('exploitative', 'cooperative')",0.0652908,0.0901869,0.0248961
40,-1.8860533,-2.0928164,"('stingy', 'generous')",-1.8860533,-2.0928164,-0.2067631
41,0.47674617,0.4937319,"('unforgiving', 'forgiving')",0.4767462,0.4937319,0.0169857
42,-2.6537473,-2.5507362,"('unreliable', 'reliable')",-2.6537473,-2.5507362,0.1030111
43,1.0760605,1.0708331,"('irresponsible', 'responsible')",1.0760605,1.0708331,-0.0052274
44,-1.3976413,-1.3611498,"('prejudiced', 'unprejudiced')",-1.3976413,-1.3611498,0.0364915
45,0.46150666,0.35756508,"('incompetent', 'competent')",0.4615067,0.3575651,-0.1039416
46,-1.2214195,-1.0852656,"('uncompetitive', 'competitive')",-1.2214195,-1.0852656,0.1361539
47,5.4016447,5.558202,"('stupid', 'smart')",5.4016447,5.5582018,0.1565571
