,abbott_male,abbott_female,tuple,laboratories_male,laboratories_female,average_male,average_female,female-male
0,-0.6989569,-0.7451126,"('unsociable', 'sociable')",-0.3326468,-0.41577244,-0.5158018,-0.5804425,-0.0646407
1,1.2312586,1.210128,"('unfriendly', 'friendly')",2.2799106,2.1259444,1.7555846,1.6680362,-0.0875484
2,0.64278936,0.7193484,"('unlikable', 'likable')",0.323063,0.38623282,0.4829262,0.5527906,0.0698644
3,-1.4301218,-1.3161039,"('repellent', 'pleasant')",-0.3873112,-0.34278798,-0.9087165,-0.829446,0.0792705
4,0.5674026,0.5841088,"('disliked', 'liked')",-5.249838,-5.196224,-2.3412175,-2.3060577,0.0351598
5,1.498441,1.4796193,"('distant', 'outgoing')",0.25859332,0.21815948,0.8785172,0.8488894,-0.0296278
6,1.7628242,1.746053,"('distant', 'open')",0.7520753,0.7377218,1.2574497,1.2418873,-0.0155624
7,-0.7266632,-0.7525538,"('insensitive', 'sensitive')",-0.19249141,-0.13292602,-0.4595773,-0.4427399,0.0168374
8,1.3269407,1.2887219,"('unaffectionate', 'affectionate')",1.4383202,1.2768785,1.3826303,1.2828002,-0.0998301
9,1.869614,1.8119261,"('unaffectionate', 'caring')",1.9038109,1.7748653,1.8867124,1.7933958,-0.0933166
10,-0.7756863,-0.76916945,"('unsympathetic', 'sympathetic')",-0.26396626,-0.25997227,-0.5198263,-0.5145708,0.0052555
11,-0.33228007,-0.36371636,"('unhelpful', 'helpful')",1.6406207,1.5681669,0.6541703,0.6022252,-0.0519451
12,0.298592,0.34881365,"('unsupportive', 'supportive')",-0.95500004,-0.94649243,-0.328204,-0.2988394,0.0293646
13,-1.866045,-1.9377023,"('impolite', 'polite')",-1.1912369,-1.2218164,-1.528641,-1.5797594,-0.0511184
14,-0.55595446,-0.60943544,"('antisocial', 'social')",-0.9025404,-0.89119166,-0.7292475,-0.7503135,-0.021066
15,-0.18576905,-0.2808326,"('boring', 'funny')",0.038171187,0.040719595,-0.0737989,-0.1200565,-0.0462576
16,0.18835692,0.2513637,"('unpopular', 'popular')",1.4387759,1.3614681,0.8135664,0.8064159,-0.0071505
17,-0.92591596,-0.8829782,"('nasty', 'nice')",-0.67155635,-0.59075516,-0.7987362,-0.7368667,0.0618695
18,0.73606694,0.7976359,"('disagreeable', 'welcoming')",0.20370279,0.13120557,0.4698849,0.4644207,-0.0054642
19,0.60491604,0.6805293,"('inhospitable', 'hospitable')",0.0149054695,0.024648048,0.3099107,0.3525887,0.042678
20,0.36715153,0.36192423,"('rough', 'thoughtful')",1.2539021,1.3321944,0.8105268,0.8470594,0.0365326
21,-0.97357494,-0.92700005,"('immoral', 'moral')",-1.0468084,-1.0079591,-1.0101917,-0.9674796,0.0427121
22,-1.100698,-1.107683,"('untrustworthy', 'trustworthy')",-1.2253425,-1.1436905,-1.1630203,-1.1256866,0.0373337
23,0.06160751,0.053976987,"('insincere', 'sincere')",4.52399,4.3879223,2.2927988,2.2209496,-0.0718492
24,1.050916,1.0017282,"('dishonest', 'honest')",0.253835,0.2241745,0.6523755,0.6129513,-0.0394242
25,1.3164729,1.3247417,"('egoistic', 'altruistic')",1.7832459,1.8287758,1.5498594,1.5767587,0.0268993
26,2.0659902,1.993216,"('hardhearted', 'benevolent')",1.8898803,1.8320649,1.9779353,1.9126405,-0.0652948
27,0.9274063,0.85158706,"('hardhearted', 'softhearted')",0.9415381,0.8234687,0.9344722,0.8375279,-0.0969443
28,0.53784096,0.4795861,"('disloyal', 'loyal')",1.2070141,1.1002612,0.8724275,0.7899237,-0.0825038
29,-0.668465,-0.74452466,"('unfair', 'fair')",-0.4880817,-0.533253,-0.5782734,-0.6388888,-0.0606154
30,-0.9099932,-0.8984575,"('intolerant', 'tolerant')",-0.26658928,-0.266687,-0.5882912,-0.5825723,0.0057189
31,-0.029130585,0.15810889,"('evil', 'good')",-0.18049484,-0.17044032,-0.1048127,-0.0061657,0.098647
32,0.9395896,0.85211766,"('unkind', 'kind')",1.0453428,0.96918225,0.9924662,0.91065,-0.0818162
33,1.6604298,1.5205903,"('wrong', 'right')",0.6958561,0.6204443,1.178143,1.0705173,-0.1076257
