,premeditation_male,premeditation_female,tuple,average_male,average_female,female-male
0,-0.19045278,-0.55346096,"('unsociable', 'sociable')",-0.1904528,-0.553461,-0.3630082
1,-1.3524636,-1.3494248,"('unfriendly', 'friendly')",-1.3524636,-1.3494248,0.0030388
2,0.47294974,0.57501495,"('unlikable', 'likable')",0.4729497,0.5750149,0.1020652
3,-0.5520087,-0.40897924,"('repellent', 'pleasant')",-0.5520087,-0.4089792,0.1430295
4,-1.4721833,-1.7264452,"('disliked', 'liked')",-1.4721833,-1.7264452,-0.2542619
5,-0.3354565,-0.31254965,"('distant', 'outgoing')",-0.3354565,-0.3125497,0.0229068
6,-0.4191658,-0.41867688,"('distant', 'open')",-0.4191658,-0.4186769,0.0004889
7,-0.5703951,-0.37641585,"('insensitive', 'sensitive')",-0.5703951,-0.3764158,0.1939793
8,-1.1336085,-1.0505649,"('unaffectionate', 'affectionate')",-1.1336085,-1.0505649,0.0830436
9,-1.6775278,-1.6130347,"('unaffectionate', 'caring')",-1.6775278,-1.6130347,0.0644931
10,-1.3012973,-1.3555853,"('unsympathetic', 'sympathetic')",-1.3012973,-1.3555853,-0.054288
11,0.08908355,0.14223796,"('unhelpful', 'helpful')",0.0890836,0.142238,0.0531544
12,-1.513557,-1.4317223,"('unsupportive', 'supportive')",-1.513557,-1.4317223,0.0818347
13,-0.9056096,-0.8197692,"('impolite', 'polite')",-0.9056096,-0.8197692,0.0858404
14,0.14680813,0.23807964,"('antisocial', 'social')",0.1468081,0.2380796,0.0912715
15,0.90148073,0.7454872,"('boring', 'funny')",0.9014807,0.7454872,-0.1559935
16,0.32346815,0.29650852,"('unpopular', 'popular')",0.3234681,0.2965085,-0.0269596
17,-0.5216406,-0.5447826,"('nasty', 'nice')",-0.5216406,-0.5447826,-0.023142
18,-0.39094126,-0.34754366,"('disagreeable', 'welcoming')",-0.3909413,-0.3475437,0.0433976
19,0.09434457,-0.13414058,"('inhospitable', 'hospitable')",0.0943446,-0.1341406,-0.2284852
20,0.62036324,0.6889876,"('rough', 'thoughtful')",0.6203632,0.6889876,0.0686244
21,-0.21953458,-0.23021032,"('immoral', 'moral')",-0.2195346,-0.2302103,-0.0106757
22,0.32561392,0.36031312,"('untrustworthy', 'trustworthy')",0.3256139,0.3603131,0.0346992
23,1.6355336,1.6989304,"('insincere', 'sincere')",1.6355336,1.6989304,0.0633968
24,-0.54752004,-0.4923547,"('dishonest', 'honest')",-0.54752,-0.4923547,0.0551653
25,0.45063055,0.32521337,"('egoistic', 'altruistic')",0.4506305,0.3252134,-0.1254171
26,0.295117,0.20800303,"('hardhearted', 'benevolent')",0.295117,0.208003,-0.087114
27,-0.76554626,-0.6041132,"('hardhearted', 'softhearted')",-0.7655463,-0.6041132,0.1614331
28,-0.63292557,-0.71450114,"('disloyal', 'loyal')",-0.6329256,-0.7145011,-0.0815755
29,-0.17006004,-0.11315907,"('unfair', 'fair')",-0.17006,-0.1131591,0.0569009
30,0.44234544,0.4231349,"('intolerant', 'tolerant')",0.4423454,0.4231349,-0.0192105
31,-0.47141117,-0.49699825,"('evil', 'good')",-0.4714112,-0.4969983,-0.0255871
32,0.003949482,0.051694226,"('unkind', 'kind')",0.0039495,0.0516942,0.0477447
33,-0.2906701,-0.21014777,"('wrong', 'right')",-0.2906701,-0.2101478,0.0805223
34,2.2983408,2.3664327,"('mean', 'honorable')",2.2983408,2.3664327,0.0680919
35,0.7640421,0.44151598,"('corrupt', 'incorrupt')",0.7640421,0.441516,-0.3225261
36,0.49081147,0.103369966,"('hostile', 'amicable')",0.4908115,0.10337,-0.3874415
37,-0.19279976,-0.13454947,"('fake', 'genuine')",-0.1927998,-0.1345495,0.0582503
38,-0.0671756,0.0038828626,"('untruthful', 'truthful')",-0.0671756,0.0038829,0.0710585
39,-0.1916854,0.00033308426,"('exploitative', 'cooperative')",-0.1916854,0.0003331,0.1920185
40,-0.7716542,-0.80626166,"('stingy', 'generous')",-0.7716542,-0.8062617,-0.0346075
41,0.034956485,-0.16197653,"('unforgiving', 'forgiving')",0.0349565,-0.1619765,-0.196933
42,0.027890537,0.08708073,"('unreliable', 'reliable')",0.0278905,0.0870807,0.0591902
43,-0.47908962,-0.2704963,"('irresponsible', 'responsible')",-0.4790896,-0.2704963,0.2085933
44,0.081688024,0.24965753,"('prejudiced', 'unprejudiced')",0.081688,0.2496575,0.1679695
45,0.22167306,0.078715496,"('incompetent', 'competent')",0.2216731,0.0787155,-0.1429576
46,-1.136599,-1.0496267,"('uncompetitive', 'competitive')",-1.1365989,-1.0496267,0.0869722
47,1.9272174,2.2054732,"('stupid', 'smart')",1.9272174,2.2054732,0.2782558
48,-1.1987123,-1.125156,"('unintelligent', 'intelligent')",-1.1987123,-1.125156,0.0735563
49,-0.3723783,-0.13359493,"('unable', 'able')",-0.3723783,-0.1335949,0.2387834
50,1.06784,1.1996101,"('clumsy', 'skillful')",1.06784,1.1996101,0.1317701
51,0.12542623,-0.018402863,"('uneducated', 'educated')",0.1254262,-0.0184029,-0.1438291
52,-0.15227383,-0.38425794,"('irrational', 'rational')",-0.1522738,-0.3842579,-0.2319841
53,-0.7033606,-0.7638981,"('uncreative', 'creative')",-0.7033606,-0.7638981,-0.0605375
54,1.0638589,0.9439228,"('incapable', 'capable')",1.0638589,0.9439228,-0.1199361
55,-0.76378614,-0.5257131,"('incompetent', 'clever')",-0.7637861,-0.5257131,0.238073
56,0.47347084,0.43481576,"('impractical', 'practical')",0.4734708,0.4348158,-0.038655
57,-1.1658298,-1.5088528,"('unimaginative', 'imaginative')",-1.1658298,-1.5088528,-0.343023
58,-0.089439735,-0.20378971,"('undiscriminating', 'discriminating')",-0.0894397,-0.2037897,-0.11435
59,-0.16404818,-0.023157902,"('foolish', 'wise')",-0.1640482,-0.0231579,0.1408903
60,-0.6858641,-0.3459394,"('inefficient', 'efficient')",-0.6858641,-0.3459394,0.3399247
61,-0.5116109,-0.40958935,"('illogical', 'logical')",-0.5116109,-0.4095894,0.1020215
62,0.40670025,0.6052368,"('incompetent', 'brilliant')",0.4067003,0.6052368,0.1985365
63,-0.067862704,-0.04039277,"('unperceptive', 'insightful')",-0.0678627,-0.0403928,0.0274699
64,-2.5964115,-2.5294485,"('shy', 'confident')",-2.5964115,-2.5294485,0.066963
65,-0.5800445,-0.39717543,"('insecure', 'secure')",-0.5800445,-0.3971754,0.1828691
66,-0.1656756,-0.33971125,"('inactive', 'active')",-0.1656756,-0.3397112,-0.1740356
67,0.8047992,0.6562809,"('doubtful', 'determined')",0.8047992,0.6562809,-0.1485183
68,-0.15167695,-0.09411452,"('dependent', 'independent')",-0.151677,-0.0941145,0.0575625
69,0.7058712,0.695955,"('lazy', 'industrious')",0.7058712,0.695955,-0.0099162
70,0.73186374,0.6827129,"('lethargic', 'energetic')",0.7318637,0.6827129,-0.0491508
71,-0.79865664,-0.47761106,"('diffident', 'self-confident')",-0.7986566,-0.4776111,0.3210455
72,-0.23669782,-0.052127443,"('unambitious', 'ambitious')",-0.2366978,-0.0521274,0.1845704
73,-0.6757781,-0.46416053,"('helpless', 'self-reliant')",-0.6757781,-0.4641605,0.2116176
74,-0.22042872,-0.26272127,"('undedicated', 'dedicated')",-0.2204287,-0.2627213,-0.0422926
75,1.3423221,1.2648605,"('meek', 'impulsive')",1.3423221,1.2648605,-0.0774616
76,-0.3429967,-0.20259853,"('anxious', 'daring')",-0.3429967,-0.2025985,0.1403982
77,0.042519838,-0.07711638,"('unmotivated', 'motivated')",0.0425198,-0.0771164,-0.1196362
78,-1.1957551,-1.0368296,"('nonresilient', 'resilient')",-1.1957551,-1.0368296,0.1589255
