,grainger_male,grainger_female,tuple,w_male,w_female,inc_male,inc_female,average_male,average_female,female-male
0,1.063536,0.93109465,"('unsociable', 'sociable')",1.1167672,0.9469258,0.39163646,0.21050756,0.8573132,0.6961761,-0.1611371
1,-1.9700319,-2.0474362,"('unfriendly', 'friendly')",-1.1923261,-1.3285367,0.86561674,0.78518987,-0.7655803,-0.8635944,-0.0980141
2,0.88863146,0.83685136,"('unlikable', 'likable')",1.5061512,1.4269097,0.40296096,0.37817547,0.9325812,0.8806455,-0.0519357
3,-0.046855755,0.0871379,"('repellent', 'pleasant')",1.2439005,1.3255911,0.7699015,0.851787,0.6556487,0.7548386,0.0991899
4,-0.4538695,-0.46866474,"('disliked', 'liked')",-0.7540877,-1.0591618,-5.8273964,-5.846643,-2.3451179,-2.4581566,-0.1130387
5,-1.7426239,-1.7344357,"('distant', 'outgoing')",-1.2621256,-1.367937,-0.8486418,-0.81796974,-1.2844638,-1.3067808,-0.022317
6,-2.2535417,-2.1916347,"('distant', 'open')",-1.3974773,-1.4238786,-0.47446778,-0.44359463,-1.3751623,-1.3530359,0.0221264
7,0.9894029,1.0203805,"('insensitive', 'sensitive')",0.82725304,0.9035014,0.83197224,0.83259004,0.8828761,0.918824,0.0359479
8,-1.3212723,-1.4146926,"('unaffectionate', 'affectionate')",-1.462112,-1.4930454,-0.009033734,-0.11689111,-0.930806,-1.0082098,-0.0774038
9,-0.5592185,-0.66304374,"('unaffectionate', 'caring')",-0.03376583,-0.1007458,1.1652176,1.0232254,0.1907444,0.0864786,-0.1042658
10,1.008428,0.99451244,"('unsympathetic', 'sympathetic')",1.7609142,1.8268373,0.9884987,0.81927615,1.2526136,1.2135419,-0.0390717
11,0.017882667,-0.0582646,"('unhelpful', 'helpful')",0.69604486,0.56547076,2.2162223,2.0763695,0.9767166,0.8611919,-0.1155247
12,0.67709213,0.7388374,"('unsupportive', 'supportive')",0.848954,0.82210994,-1.533166,-1.5814184,-0.0023733,-0.0068237,-0.0044504
13,1.1767124,1.1627256,"('impolite', 'polite')",0.97613335,0.9758247,0.9157678,0.91731226,1.0228712,1.0186208,-0.0042504
14,1.8061787,1.7654644,"('antisocial', 'social')",2.2259467,2.2079701,-0.14049329,-0.21195923,1.2972107,1.2538251,-0.0433856
15,-0.3281277,-0.43490618,"('boring', 'funny')",-0.0137014985,-0.11953936,0.30127552,0.298052,-0.0135179,-0.0854645,-0.0719466
16,-1.2177589,-1.1970932,"('unpopular', 'popular')",-0.29693055,-0.33197284,0.607045,0.71032155,-0.3025482,-0.2729148,0.0296334
17,-0.4770036,-0.37885562,"('nasty', 'nice')",-0.27463514,-0.25076896,-0.4188104,-0.31867445,-0.3901497,-0.3160997,0.07405
18,-1.2339762,-1.2032027,"('disagreeable', 'welcoming')",-0.6137777,-0.5056774,-1.0178427,-1.1033325,-0.9551989,-0.9374042,0.0177947
19,-0.5236765,-0.5126521,"('inhospitable', 'hospitable')",0.11277722,0.08606069,-0.4211169,-0.3599802,-0.2773387,-0.2621905,0.0151482
20,0.15755586,0.20093113,"('rough', 'thoughtful')",0.03939854,0.009307243,0.81422967,0.7646282,0.3370614,0.3249555,-0.0121059
21,1.1347998,1.1480544,"('immoral', 'moral')",2.4217856,2.444127,0.13141468,0.11314397,1.2293333,1.2351085,0.0057752
22,0.78165764,0.76345116,"('untrustworthy', 'trustworthy')",0.84299755,0.8138604,-0.57961816,-0.6165895,0.3483457,0.3202407,-0.028105
23,0.108189195,0.009858657,"('insincere', 'sincere')",1.0444305,1.0253035,5.518276,5.362089,2.223632,2.132417,-0.091215
24,0.062235862,-0.008372761,"('dishonest', 'honest')",-0.55801,-0.4131145,0.7649609,0.7164615,0.0897289,0.0983247,0.0085958
25,-0.48460582,-0.40023673,"('egoistic', 'altruistic')",-0.5221623,-0.40014,0.43909395,0.5125626,-0.1892247,-0.095938,0.0932867
26,-0.042759214,-0.15942627,"('hardhearted', 'benevolent')",0.03341978,-0.03688512,0.6559189,0.5148069,0.2155265,0.1061652,-0.1093613
27,-1.5912595,-1.4809291,"('hardhearted', 'softhearted')",-0.6694474,-0.4900321,1.1574275,1.202401,-0.3677598,-0.2561867,0.1115731
28,0.26970947,0.12273221,"('disloyal', 'loyal')",-0.0307443,-0.15101245,0.8959716,0.636221,0.3783123,0.2026469,-0.1756654
29,-0.13668516,-0.15653816,"('unfair', 'fair')",0.90333486,0.82996684,-0.29487443,-0.35135525,0.1572584,0.1073578,-0.0499006
30,0.9056426,0.851441,"('intolerant', 'tolerant')",0.25176048,0.26322412,1.4087448,1.3226761,0.8553826,0.8124471,-0.0429355
31,-1.8119595,-1.6662501,"('evil', 'good')",-0.8264296,-0.800539,-1.3775142,-1.2809304,-1.3386345,-1.2492399,0.0893946
32,0.54452354,0.43133444,"('unkind', 'kind')",1.1307318,1.0530216,0.7893492,0.67801154,0.8215348,0.7207891,-0.1007457
33,-0.08694588,-0.09332038,"('wrong', 'right')",-0.22959265,-0.2772202,-0.61273515,-0.5561301,-0.3097579,-0.3088902,0.0008677
34,-0.34207687,-0.20061606,"('mean', 'honorable')",0.25318986,0.36716267,5.7516785,5.869612,1.8875971,2.012053,0.1244559
35,-1.2971334,-1.3012288,"('corrupt', 'incorrupt')",-1.8643208,-1.9850377,-1.1567641,-1.0667281,-1.4394061,-1.4509981,-0.011592
36,-2.0872111,-2.0392673,"('hostile', 'amicable')",-2.001151,-2.1522589,-0.41067445,-0.4826023,-1.4996789,-1.5580428,-0.0583639
37,0.737305,0.7588615,"('fake', 'genuine')",0.9367733,1.005021,0.31109113,0.3546903,0.6617231,0.7061909,0.0444678
38,-0.035380773,-0.14280635,"('untruthful', 'truthful')",-0.13664591,-0.25274086,0.33372253,0.28369212,0.0538986,-0.037285,-0.0911836
39,0.9705006,0.95531976,"('exploitative', 'cooperative')",0.21731609,0.3038311,-0.048840947,-0.07057008,0.3796585,0.3961936,0.0165351
40,-0.20858511,-0.13437153,"('stingy', 'generous')",-0.39448503,-0.33585188,-1.5683092,-1.5132188,-0.7237931,-0.6611474,0.0626457
41,0.3537705,0.38858405,"('unforgiving', 'forgiving')",0.26504248,0.09267201,0.35742873,0.2243016,0.3254139,0.2351859,-0.090228
42,1.1246258,1.1963034,"('unreliable', 'reliable')",0.91727275,0.90553266,-2.5940979,-2.5485518,-0.1840665,-0.1489053,0.0351612
43,0.65853184,0.627136,"('irresponsible', 'responsible')",0.68046445,0.657079,0.95691407,0.8212842,0.7653035,0.7018331,-0.0634704
