,affiliated_male,affiliated_female,tuple,managers_male,managers_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,0.99693286,0.8142836,"('unsociable', 'sociable')",0.14441253,0.046030495,0.807375,0.72004485,-0.48776764,-0.5920517,0.3652382,0.2470768,-0.1181614
1,-0.5553828,-0.595978,"('unfriendly', 'friendly')",0.44134423,0.43331948,0.21952331,0.15658991,2.1142116,2.0435305,0.5549241,0.5093654,-0.0455587
2,0.9390991,1.0353037,"('unlikable', 'likable')",1.535737,1.6923417,1.5721809,1.6349858,0.6448408,0.7259883,1.1729645,1.2721549,0.0991904
3,-0.2670369,-0.19922172,"('repellent', 'pleasant')",0.1349945,0.22694531,0.8657963,0.93964237,0.079850495,0.14634152,0.2034011,0.2784269,0.0750258
4,-0.53329855,-0.57895356,"('disliked', 'liked')",-0.46464446,-0.5436205,-0.29958117,-0.39733148,-6.6265783,-6.724149,-1.9810257,-2.0610137,-0.079988
5,-0.6078219,-0.5551274,"('distant', 'outgoing')",0.6386007,0.64975137,-1.1464155,-1.2246611,-0.042169824,-0.08081881,-0.2894516,-0.302714,-0.0132624
6,-0.39180797,-0.33324564,"('distant', 'open')",0.21292898,0.27621138,-1.2448478,-1.3194155,0.7873741,0.7035107,-0.1590882,-0.1682348,-0.0091466
7,2.1861231,2.1312733,"('insensitive', 'sensitive')",0.7464671,0.7425607,0.1816388,0.19653672,0.91030717,0.94151735,1.006134,1.002972,-0.003162
8,-1.4126451,-1.4138494,"('unaffectionate', 'affectionate')",-0.036493942,-0.04814086,0.2544095,0.259641,1.1794348,1.11811,-0.0038237,-0.0210598,-0.0172361
9,0.09742637,0.08496861,"('unaffectionate', 'caring')",0.9912537,0.96033484,0.41838434,0.37784275,1.5402433,1.5486418,0.7618269,0.742947,-0.0188799
10,1.4733496,1.413531,"('unsympathetic', 'sympathetic')",0.6685764,0.7259868,0.42258868,0.4681745,-0.1360754,-0.08627824,0.6071098,0.6303535,0.0232437
11,1.4614313,1.4905205,"('unhelpful', 'helpful')",0.8111394,0.8605771,0.31634265,0.3841279,1.6945428,1.7943989,1.070864,1.1324061,0.0615421
12,2.0820959,2.2085397,"('unsupportive', 'supportive')",1.9690927,2.1551707,1.2772284,1.395165,-1.5544591,-1.5503808,0.9434894,1.0521237,0.1086343
13,1.2424521,1.235734,"('impolite', 'polite')",0.9027673,0.96091044,0.48107642,0.5110874,-0.7707756,-0.7670794,0.4638801,0.4851631,0.021283
14,1.5608152,1.5134599,"('antisocial', 'social')",0.99305975,1.0073258,1.7915283,1.7809012,-0.7156268,-0.7393657,0.9074441,0.8905804,-0.0168637
15,0.43068075,0.40630835,"('boring', 'funny')",-0.009715745,-0.10415098,-0.674579,-0.74185973,0.58102274,0.52263236,0.0818522,0.0207325,-0.0611197
16,-1.6573743,-1.6966939,"('unpopular', 'popular')",-1.2719071,-1.2972891,-0.40086958,-0.40260515,0.30972186,0.304311,-0.7551072,-0.7730693,-0.0179621
17,-0.117895454,-0.03570088,"('nasty', 'nice')",-0.7274929,-0.6275202,-0.5561348,-0.5457197,-0.34029534,-0.28882468,-0.4354546,-0.3744414,0.0610132
