,hurry_male,hurry_female,tuple,average_male,average_female,female-male
0,0.4632222,0.4192768,"('unsociable', 'sociable')",0.4632222,0.4192768,-0.0439454
1,0.90447634,1.1354432,"('unfriendly', 'friendly')",0.9044763,1.1354432,0.2309669
2,0.43536916,0.6243377,"('unlikable', 'likable')",0.4353692,0.6243377,0.1889685
3,1.0150089,1.1664441,"('repellent', 'pleasant')",1.0150089,1.1664441,0.1514352
4,-7.2393403,-7.1247134,"('disliked', 'liked')",-7.2393403,-7.1247134,0.1146269
5,-0.49586362,-0.21629873,"('distant', 'outgoing')",-0.4958636,-0.2162987,0.2795649
6,-0.17409045,0.031477448,"('distant', 'open')",-0.1740904,0.0314774,0.2055678
7,1.478745,1.5561912,"('insensitive', 'sensitive')",1.478745,1.5561912,0.0774462
8,0.92572457,0.92076784,"('unaffectionate', 'affectionate')",0.9257246,0.9207678,-0.0049568
9,1.0991817,1.1680458,"('unaffectionate', 'caring')",1.0991817,1.1680458,0.0688641
10,1.9992365,1.7569631,"('unsympathetic', 'sympathetic')",1.9992365,1.7569631,-0.2422734
11,2.0774627,2.002601,"('unhelpful', 'helpful')",2.0774627,2.0026009,-0.0748618
12,-1.1027466,-1.0268284,"('unsupportive', 'supportive')",-1.1027466,-1.0268284,0.0759182
13,0.47760394,0.41426703,"('impolite', 'polite')",0.4776039,0.414267,-0.0633369
14,0.4200904,0.36395028,"('antisocial', 'social')",0.4200904,0.3639503,-0.0561401
15,0.10521342,0.17972362,"('boring', 'funny')",0.1052134,0.1797236,0.0745102
16,-0.83340895,-0.5583644,"('unpopular', 'popular')",-0.833409,-0.5583644,0.2750446
17,0.2871579,0.16283813,"('nasty', 'nice')",0.2871579,0.1628381,-0.1243198
18,-0.3933489,-0.22515148,"('disagreeable', 'welcoming')",-0.3933489,-0.2251515,0.1681974
19,-0.4247783,-0.3321282,"('inhospitable', 'hospitable')",-0.4247783,-0.3321282,0.0926501
20,0.7842334,0.73497325,"('rough', 'thoughtful')",0.7842334,0.7349733,-0.0492601
21,0.5316699,0.58618903,"('immoral', 'moral')",0.5316699,0.586189,0.0545191
22,0.36400378,0.30151713,"('untrustworthy', 'trustworthy')",0.3640038,0.3015171,-0.0624867
23,6.2864256,6.452756,"('insincere', 'sincere')",6.2864256,6.4527559,0.1663303
24,2.0228353,2.1135664,"('dishonest', 'honest')",2.0228353,2.1135664,0.0907311
25,0.09485831,0.18399596,"('egoistic', 'altruistic')",0.0948583,0.183996,0.0891377
26,0.21394464,0.049188033,"('hardhearted', 'benevolent')",0.2139446,0.049188,-0.1647566
27,1.693138,1.554107,"('hardhearted', 'softhearted')",1.693138,1.554107,-0.139031
28,1.0224533,0.9706227,"('disloyal', 'loyal')",1.0224533,0.9706227,-0.0518306
29,-0.14986594,-0.26753816,"('unfair', 'fair')",-0.1498659,-0.2675382,-0.1176723
30,1.1625297,1.0359049,"('intolerant', 'tolerant')",1.1625297,1.0359049,-0.1266248
31,-1.4831297,-1.3229018,"('evil', 'good')",-1.4831297,-1.3229018,0.1602279
32,1.3268995,1.2702818,"('unkind', 'kind')",1.3268995,1.2702818,-0.0566177
33,-1.0925269,-0.875281,"('wrong', 'right')",-1.0925269,-0.875281,0.2172459
34,4.0727725,4.384363,"('mean', 'honorable')",4.0727725,4.3843632,0.3115907
35,-1.1720638,-1.2048074,"('corrupt', 'incorrupt')",-1.1720638,-1.2048074,-0.0327436
36,-1.0588461,-1.117185,"('hostile', 'amicable')",-1.0588461,-1.117185,-0.0583389
37,0.8351264,0.84445554,"('fake', 'genuine')",0.8351264,0.8444555,0.0093291
38,-0.28690413,-0.25937,"('untruthful', 'truthful')",-0.2869041,-0.25937,0.0275341
39,0.12629567,0.18816109,"('exploitative', 'cooperative')",0.1262957,0.1881611,0.0618654
40,-0.82101065,-0.8292579,"('stingy', 'generous')",-0.8210106,-0.8292579,-0.0082473
41,0.27594036,0.009094672,"('unforgiving', 'forgiving')",0.2759404,0.0090947,-0.2668457
42,-1.4193783,-1.5669742,"('unreliable', 'reliable')",-1.4193783,-1.5669742,-0.1475959
43,1.6860957,1.6374229,"('irresponsible', 'responsible')",1.6860957,1.6374229,-0.0486728
44,-1.1459023,-1.3280022,"('prejudiced', 'unprejudiced')",-1.1459023,-1.3280022,-0.1820999
45,0.76313066,0.6825088,"('incompetent', 'competent')",0.7631307,0.6825088,-0.0806219
46,-0.10941164,-0.22397637,"('uncompetitive', 'competitive')",-0.1094116,-0.2239764,-0.1145648
47,5.752134,6.010191,"('stupid', 'smart')",5.7521338,6.010191,0.2580572
48,0.9939322,0.9736863,"('unintelligent', 'intelligent')",0.9939322,0.9736863,-0.0202459
49,-0.4294552,-0.13339984,"('unable', 'able')",-0.4294552,-0.1333998,0.2960554
50,-0.08804465,-0.0420734,"('clumsy', 'skillful')",-0.0880447,-0.0420734,0.0459713
51,0.7568685,0.7496878,"('uneducated', 'educated')",0.7568685,0.7496878,-0.0071807
52,-0.69477534,-0.6556309,"('irrational', 'rational')",-0.6947753,-0.6556309,0.0391444
53,0.3019261,0.39575863,"('uncreative', 'creative')",0.3019261,0.3957586,0.0938325
54,0.7446965,0.9678287,"('incapable', 'capable')",0.7446965,0.9678287,0.2231322
55,1.2186955,1.2516041,"('incompetent', 'clever')",1.2186955,1.2516041,0.0329086
56,0.71467733,0.7961541,"('impractical', 'practical')",0.7146773,0.7961541,0.0814768
57,-2.0345705,-2.1739357,"('unimaginative', 'imaginative')",-2.0345705,-2.1739357,-0.1393652
58,-0.009976149,-0.1794498,"('undiscriminating', 'discriminating')",-0.0099761,-0.1794498,-0.1694737
59,-0.049907975,0.07079148,"('foolish', 'wise')",-0.049908,0.0707915,0.1206995
60,0.83661014,0.9256186,"('inefficient', 'efficient')",0.8366101,0.9256186,0.0890085
61,0.59591514,0.48583072,"('illogical', 'logical')",0.5959151,0.4858307,-0.1100844
62,1.4562244,1.629197,"('incompetent', 'brilliant')",1.4562244,1.629197,0.1729726
63,1.1399873,1.2788279,"('unperceptive', 'insightful')",1.1399873,1.2788279,0.1388406
64,-5.142336,-5.171584,"('shy', 'confident')",-5.1423359,-5.1715841,-0.0292482
65,1.614301,1.4069359,"('insecure', 'secure')",1.614301,1.4069359,-0.2073651
66,0.01870165,0.015375771,"('inactive', 'active')",0.0187017,0.0153758,-0.0033259
67,-0.7652134,-0.7026421,"('doubtful', 'determined')",-0.7652134,-0.7026421,0.0625713
68,-0.30811268,-0.15859264,"('dependent', 'independent')",-0.3081127,-0.1585926,0.1495201
69,-2.150326,-1.9970323,"('lazy', 'industrious')",-2.150326,-1.9970323,0.1532937
70,2.0422359,1.9710301,"('lethargic', 'energetic')",2.0422359,1.9710301,-0.0712058
71,0.29227024,0.62928635,"('diffident', 'self-confident')",0.2922702,0.6292863,0.3370161
72,1.0526711,1.143419,"('unambitious', 'ambitious')",1.0526711,1.143419,0.0907479
73,-3.2290595,-3.1435053,"('helpless', 'self-reliant')",-3.2290595,-3.1435053,0.0855542
74,0.26331156,0.26174694,"('undedicated', 'dedicated')",0.2633116,0.2617469,-0.0015647
75,-0.9193785,-0.817154,"('meek', 'impulsive')",-0.9193785,-0.817154,0.1022245
76,1.2937845,1.1494489,"('anxious', 'daring')",1.2937845,1.1494489,-0.1443356
