,hurry_male,hurry_female,tuple,average_male,average_female,female-male
77,-1.0373029,-0.9247548,"('unmotivated', 'motivated')",-1.0373029,-0.9247548,0.1125481
78,-0.1837611,-0.08761555,"('nonresilient', 'resilient')",-0.1837611,-0.0876155,0.0961456
79,-0.052493542,-0.10581923,"('wavering', 'unwavering')",-0.0524935,-0.1058192,-0.0533257
80,0.4122354,0.26319605,"('dominated', 'dominating')",0.4122354,0.2631961,-0.1490393
81,0.8063878,0.6786117,"('submissive', 'aggressive')",0.8063878,0.6786117,-0.1277761
82,6.0628586,6.44762,"('poor', 'rich')",6.0628586,6.4476199,0.3847613
83,-0.5676287,-0.56187314,"('powerless', 'powerful')",-0.5676287,-0.5618731,0.0057556
84,-0.17041506,-0.17953077,"('inferior', 'superior')",-0.1704151,-0.1795308,-0.0091157
85,-1.7502143,-1.6720495,"('insignificant', 'prestigious')",-1.7502143,-1.6720495,0.0781648
86,0.65941817,0.664348,"('uninfluential', 'influential')",0.6594182,0.664348,0.0049298
87,-0.041631024,0.19837704,"('unsuccessful', 'successful')",-0.041631,0.198377,0.240008
88,-0.07439713,0.07692069,"('low', 'eminent')",-0.0743971,0.0769207,0.1513178
