,singer_male,singer_female,tuple,average_male,average_female,female-male
0,0.35970533,0.2258346,"('unsociable', 'sociable')",0.3597053,0.2258346,-0.1338707
1,0.74565375,0.6190119,"('unfriendly', 'friendly')",0.7456537,0.6190119,-0.1266418
2,0.2608502,0.4045098,"('unlikable', 'likable')",0.2608502,0.4045098,0.1436596
3,0.72885704,0.73922014,"('repellent', 'pleasant')",0.728857,0.7392201,0.0103631
4,-7.451361,-7.3856964,"('disliked', 'liked')",-7.4513612,-7.3856964,0.0656648
5,-1.0476059,-1.0917201,"('distant', 'outgoing')",-1.0476059,-1.0917201,-0.0441142
6,-0.9081292,-0.96573275,"('distant', 'open')",-0.9081292,-0.9657328,-0.0576036
7,0.92353755,1.0068717,"('insensitive', 'sensitive')",0.9235376,1.0068717,0.0833341
8,0.30310878,0.20151925,"('unaffectionate', 'affectionate')",0.3031088,0.2015193,-0.1015895
9,1.72722,1.7051309,"('unaffectionate', 'caring')",1.7272201,1.7051309,-0.0220892
10,1.0724032,1.0803436,"('unsympathetic', 'sympathetic')",1.0724032,1.0803436,0.0079404
11,2.503041,2.6525884,"('unhelpful', 'helpful')",2.503041,2.6525884,0.1495474
12,-1.4292401,-1.4439958,"('unsupportive', 'supportive')",-1.4292401,-1.4439958,-0.0147557
13,0.9009191,0.8379442,"('impolite', 'polite')",0.9009191,0.8379442,-0.0629749
14,-0.23006941,-0.32377216,"('antisocial', 'social')",-0.2300694,-0.3237722,-0.0937028
15,0.3789977,0.37642813,"('boring', 'funny')",0.3789977,0.3764281,-0.0025696
16,-0.06393199,-0.094661936,"('unpopular', 'popular')",-0.063932,-0.0946619,-0.0307299
17,-0.15821657,-0.10242532,"('nasty', 'nice')",-0.1582166,-0.1024253,0.0557913
18,-0.8634061,-0.8791924,"('disagreeable', 'welcoming')",-0.8634061,-0.8791924,-0.0157863
19,-0.7217165,-0.61416644,"('inhospitable', 'hospitable')",-0.7217165,-0.6141664,0.1075501
20,0.72110546,0.6719348,"('rough', 'thoughtful')",0.7211055,0.6719348,-0.0491707
21,0.42444503,0.54872954,"('immoral', 'moral')",0.424445,0.5487295,0.1242845
22,-0.27924553,-0.28603867,"('untrustworthy', 'trustworthy')",-0.2792455,-0.2860387,-0.0067932
23,6.8624434,6.835491,"('insincere', 'sincere')",6.8624434,6.8354912,-0.0269522
24,1.667515,1.5978448,"('dishonest', 'honest')",1.667515,1.5978448,-0.0696702
25,0.2810906,0.10144997,"('egoistic', 'altruistic')",0.2810906,0.10145,-0.1796406
26,0.3556398,0.2723813,"('hardhearted', 'benevolent')",0.3556398,0.2723813,-0.0832585
27,1.1728866,0.9739632,"('hardhearted', 'softhearted')",1.1728866,0.9739632,-0.1989234
28,1.0230922,0.9801608,"('disloyal', 'loyal')",1.0230922,0.9801608,-0.0429314
29,-1.1565194,-1.228523,"('unfair', 'fair')",-1.1565194,-1.228523,-0.0720036
30,1.2449038,1.2607034,"('intolerant', 'tolerant')",1.2449038,1.2607034,0.0157996
31,-2.3242135,-2.4176373,"('evil', 'good')",-2.3242135,-2.4176373,-0.0934238
32,1.612748,1.6201185,"('unkind', 'kind')",1.612748,1.6201185,0.0073705
33,-0.22336885,-0.25217086,"('wrong', 'right')",-0.2233689,-0.2521709,-0.028802
34,4.5395727,4.6641865,"('mean', 'honorable')",4.5395727,4.6641865,0.1246138
35,-1.3474278,-1.5554136,"('corrupt', 'incorrupt')",-1.3474278,-1.5554136,-0.2079858
36,-1.2851909,-1.4261186,"('hostile', 'amicable')",-1.2851909,-1.4261186,-0.1409277
37,0.5869354,0.6238327,"('fake', 'genuine')",0.5869354,0.6238327,0.0368973
38,0.6565092,0.75685173,"('untruthful', 'truthful')",0.6565092,0.7568517,0.1003425
39,0.38369378,0.38718712,"('exploitative', 'cooperative')",0.3836938,0.3871871,0.0034933
40,-2.5262098,-2.6589115,"('stingy', 'generous')",-2.5262098,-2.6589115,-0.1327017
41,0.54875505,0.50677645,"('unforgiving', 'forgiving')",0.548755,0.5067765,-0.0419785
42,-3.0080774,-2.9098513,"('unreliable', 'reliable')",-3.0080774,-2.9098513,0.0982261
43,1.1736612,1.2646294,"('irresponsible', 'responsible')",1.1736612,1.2646294,0.0909682
44,-1.3053923,-1.299434,"('prejudiced', 'unprejudiced')",-1.3053923,-1.2994339,0.0059584
45,0.27609792,0.28694752,"('incompetent', 'competent')",0.2760979,0.2869475,0.0108496
46,-0.21352492,-0.122118704,"('uncompetitive', 'competitive')",-0.2135249,-0.1221187,0.0914062
47,5.128103,5.153471,"('stupid', 'smart')",5.1281028,5.153471,0.0253682
48,0.8854778,0.7574357,"('unintelligent', 'intelligent')",0.8854778,0.7574357,-0.1280421
49,-0.15018708,-0.18983811,"('unable', 'able')",-0.1501871,-0.1898381,-0.039651
50,-0.1999229,-0.110090464,"('clumsy', 'skillful')",-0.1999229,-0.1100905,0.0898324
51,0.31059805,0.30905616,"('uneducated', 'educated')",0.310598,0.3090562,-0.0015418
52,-1.0279227,-1.1884433,"('irrational', 'rational')",-1.0279227,-1.1884433,-0.1605206
53,0.17123853,0.1408577,"('uncreative', 'creative')",0.1712385,0.1408577,-0.0303808
54,0.7433324,0.7836195,"('incapable', 'capable')",0.7433324,0.7836195,0.0402871
55,1.0636384,1.0794362,"('incompetent', 'clever')",1.0636384,1.0794362,0.0157978
56,1.3025184,1.396657,"('impractical', 'practical')",1.3025184,1.396657,0.0941386
57,-3.0440993,-2.9948869,"('unimaginative', 'imaginative')",-3.0440993,-2.9948869,0.0492124
58,-0.41025186,-0.33644214,"('undiscriminating', 'discriminating')",-0.4102519,-0.3364421,0.0738098
59,-0.10241534,-0.11240912,"('foolish', 'wise')",-0.1024153,-0.1124091,-0.0099938
60,1.5085436,1.5691308,"('inefficient', 'efficient')",1.5085436,1.5691308,0.0605872
61,-0.03354367,-0.25993803,"('illogical', 'logical')",-0.0335437,-0.259938,-0.2263943
62,1.255977,1.2910976,"('incompetent', 'brilliant')",1.255977,1.2910976,0.0351206
63,0.4196283,0.49111438,"('unperceptive', 'insightful')",0.4196283,0.4911144,0.0714861
64,-5.9310293,-5.7717643,"('shy', 'confident')",-5.9310293,-5.7717643,0.159265
65,0.5031527,0.52015513,"('insecure', 'secure')",0.5031527,0.5201551,0.0170024
66,-1.2341336,-1.2927284,"('inactive', 'active')",-1.2341336,-1.2927284,-0.0585948
67,-0.10941628,-0.056876153,"('doubtful', 'determined')",-0.1094163,-0.0568762,0.0525401
68,-0.66697186,-0.6486214,"('dependent', 'independent')",-0.6669719,-0.6486214,0.0183505
69,-1.9052402,-1.9798301,"('lazy', 'industrious')",-1.9052402,-1.9798301,-0.0745899
70,0.81460464,0.81696975,"('lethargic', 'energetic')",0.8146046,0.8169698,0.0023652
71,0.61574507,0.61065376,"('diffident', 'self-confident')",0.6157451,0.6106538,-0.0050913
72,0.3580413,0.40875804,"('unambitious', 'ambitious')",0.3580413,0.408758,0.0507167
73,-3.367164,-3.2293167,"('helpless', 'self-reliant')",-3.3671639,-3.2293167,0.1378472
74,0.032700546,0.061364017,"('undedicated', 'dedicated')",0.0327005,0.061364,0.0286635
75,-1.2880822,-1.1271034,"('meek', 'impulsive')",-1.2880822,-1.1271034,0.1609788
76,0.5399765,0.51581854,"('anxious', 'daring')",0.5399765,0.5158185,-0.024158
77,-0.4817009,-0.43912682,"('unmotivated', 'motivated')",-0.4817009,-0.4391268,0.0425741
78,-0.34235725,-0.3871597,"('nonresilient', 'resilient')",-0.3423572,-0.3871597,-0.0448025
79,-0.68301564,-0.63790977,"('wavering', 'unwavering')",-0.6830156,-0.6379098,0.0451058
80,-0.33025905,-0.39568937,"('dominated', 'dominating')",-0.3302591,-0.3956894,-0.0654303
81,-0.23098466,-0.14880985,"('submissive', 'aggressive')",-0.2309847,-0.1488099,0.0821748
82,5.6879625,5.685624,"('poor', 'rich')",5.6879625,5.6856241,-0.0023384
83,-0.39758968,-0.40133777,"('powerless', 'powerful')",-0.3975897,-0.4013378,-0.0037481
84,-0.1015927,-0.14743158,"('inferior', 'superior')",-0.1015927,-0.1474316,-0.0458389
85,-1.01275,-1.0274255,"('insignificant', 'prestigious')",-1.01275,-1.0274255,-0.0146755
86,0.740762,0.62887305,"('uninfluential', 'influential')",0.740762,0.6288731,-0.1118889
87,-0.38626385,-0.4002528,"('unsuccessful', 'successful')",-0.3862638,-0.4002528,-0.013989
88,0.24323025,0.25514627,"('low', 'eminent')",0.2432303,0.2551463,0.011916
