,foal_male,foal_female,tuple,average_male,average_female,female-male
0,-0.7081526,-0.7833006,"('unsociable', 'sociable')",-0.7081526,-0.7833006,-0.075148
1,-1.0789902,-1.1014569,"('unfriendly', 'friendly')",-1.0789902,-1.1014569,-0.0224667
2,0.10558875,0.1242039,"('unlikable', 'likable')",0.1055887,0.1242039,0.0186152
3,-0.774271,-0.67140275,"('repellent', 'pleasant')",-0.774271,-0.6714028,0.1028682
4,-2.007923,-2.0122147,"('disliked', 'liked')",-2.0079229,-2.0122147,-0.0042918
5,-0.56817794,-0.5377736,"('distant', 'outgoing')",-0.5681779,-0.5377736,0.0304043
6,-0.7188377,-0.6973865,"('distant', 'open')",-0.7188377,-0.6973865,0.0214512
7,0.045710027,0.028681427,"('insensitive', 'sensitive')",0.04571,0.0286814,-0.0170286
8,0.6099114,0.53201824,"('unaffectionate', 'affectionate')",0.6099114,0.5320182,-0.0778932
9,0.0096838325,-0.053334415,"('unaffectionate', 'caring')",0.0096838,-0.0533344,-0.0630182
10,-0.7974252,-0.8149944,"('unsympathetic', 'sympathetic')",-0.7974252,-0.8149944,-0.0175692
11,0.14839865,0.12273811,"('unhelpful', 'helpful')",0.1483987,0.1227381,-0.0256606
12,-0.523363,-0.5355436,"('unsupportive', 'supportive')",-0.523363,-0.5355436,-0.0121806
13,-0.3095538,-0.422567,"('impolite', 'polite')",-0.3095538,-0.422567,-0.1130132
14,0.024141576,-0.033693127,"('antisocial', 'social')",0.0241416,-0.0336931,-0.0578347
15,0.56152207,0.47552788,"('boring', 'funny')",0.5615221,0.4755279,-0.0859942
16,-0.0710346,-0.05273819,"('unpopular', 'popular')",-0.0710346,-0.0527382,0.0182964
17,-0.64868885,-0.5762987,"('nasty', 'nice')",-0.6486889,-0.5762987,0.0723902
18,-0.55938685,-0.55685925,"('disagreeable', 'welcoming')",-0.5593868,-0.5568593,0.0025275
19,-0.57200986,-0.46063143,"('inhospitable', 'hospitable')",-0.5720099,-0.4606314,0.1113785
20,-0.35073635,-0.3499781,"('rough', 'thoughtful')",-0.3507363,-0.3499781,0.0007582
21,0.09942549,0.12621911,"('immoral', 'moral')",0.0994255,0.1262191,0.0267936
22,-0.23146886,-0.27771544,"('untrustworthy', 'trustworthy')",-0.2314689,-0.2777154,-0.0462465
23,1.5701946,1.5609064,"('insincere', 'sincere')",1.5701946,1.5609064,-0.0092882
24,-0.070527434,-0.17588905,"('dishonest', 'honest')",-0.0705274,-0.175889,-0.1053616
25,0.3728373,0.31606138,"('egoistic', 'altruistic')",0.3728373,0.3160614,-0.0567759
26,0.5087816,0.42606732,"('hardhearted', 'benevolent')",0.5087816,0.4260673,-0.0827143
27,0.57772,0.4355862,"('hardhearted', 'softhearted')",0.57772,0.4355862,-0.1421338
