,graft_male,graft_female,tuple,average_male,average_female,female-male
0,-0.17673983,-0.48752812,"('unsociable', 'sociable')",-0.1767398,-0.4875281,-0.3107883
1,-1.0285199,-1.0847553,"('unfriendly', 'friendly')",-1.0285199,-1.0847553,-0.0562354
2,0.015804026,-0.0027445378,"('unlikable', 'likable')",0.015804,-0.0027445,-0.0185485
3,-0.25968322,-0.2730046,"('repellent', 'pleasant')",-0.2596832,-0.2730046,-0.0133214
4,-2.88433,-2.6764114,"('disliked', 'liked')",-2.88433,-2.6764114,0.2079186
5,-2.2238169,-1.9995184,"('distant', 'outgoing')",-2.2238169,-1.9995184,0.2242985
6,-2.1757336,-1.9252148,"('distant', 'open')",-2.1757336,-1.9252148,0.2505188
7,-0.10405088,-0.14089638,"('insensitive', 'sensitive')",-0.1040509,-0.1408964,-0.0368455
8,-0.4899374,-0.44025362,"('unaffectionate', 'affectionate')",-0.4899374,-0.4402536,0.0496838
9,-0.6554246,-0.63848007,"('unaffectionate', 'caring')",-0.6554246,-0.6384801,0.0169445
10,0.5915699,0.42407772,"('unsympathetic', 'sympathetic')",0.5915699,0.4240777,-0.1674922
11,0.8778782,0.66231555,"('unhelpful', 'helpful')",0.8778782,0.6623155,-0.2155627
12,-1.1981459,-1.0715793,"('unsupportive', 'supportive')",-1.1981459,-1.0715793,0.1265666
13,0.068320364,-0.22943306,"('impolite', 'polite')",0.0683204,-0.2294331,-0.2977535
14,0.33769515,0.10568741,"('antisocial', 'social')",0.3376952,0.1056874,-0.2320078
15,0.13126005,0.09334792,"('boring', 'funny')",0.1312601,0.0933479,-0.0379122
16,-0.6800364,-0.7687357,"('unpopular', 'popular')",-0.6800364,-0.7687357,-0.0886993
17,-0.28077465,-0.20538725,"('nasty', 'nice')",-0.2807747,-0.2053872,0.0753875
18,-1.0218034,-0.95155853,"('disagreeable', 'welcoming')",-1.0218034,-0.9515585,0.0702449
19,-1.6762222,-1.5414205,"('inhospitable', 'hospitable')",-1.6762222,-1.5414205,0.1348017
20,0.55047333,0.46561986,"('rough', 'thoughtful')",0.5504733,0.4656199,-0.0848534
