,graft_male,graft_female,tuple,average_male,average_female,female-male
21,0.755214,0.57680047,"('immoral', 'moral')",0.755214,0.5768005,-0.1784135
22,-0.106968574,-0.2611241,"('untrustworthy', 'trustworthy')",-0.1069686,-0.2611241,-0.1541555
23,2.2877524,2.0201597,"('insincere', 'sincere')",2.2877524,2.0201597,-0.2675927
24,-0.054475803,-0.21450849,"('dishonest', 'honest')",-0.0544758,-0.2145085,-0.1600327
25,-0.020137072,-0.05850894,"('egoistic', 'altruistic')",-0.0201371,-0.0585089,-0.0383718
26,0.39116898,0.21357907,"('hardhearted', 'benevolent')",0.391169,0.2135791,-0.1775899
27,-0.19758299,-0.24212663,"('hardhearted', 'softhearted')",-0.197583,-0.2421266,-0.0445436
28,0.6334046,0.4922454,"('disloyal', 'loyal')",0.6334046,0.4922454,-0.1411592
29,-1.062066,-1.0646646,"('unfair', 'fair')",-1.062066,-1.0646646,-0.0025986
30,1.056343,0.85417575,"('intolerant', 'tolerant')",1.056343,0.8541757,-0.2021673
31,-2.6591997,-2.4014816,"('evil', 'good')",-2.6591997,-2.4014816,0.2577181
32,0.96826094,0.6494699,"('unkind', 'kind')",0.9682609,0.6494699,-0.318791
33,-0.57159257,-0.6040678,"('wrong', 'right')",-0.5715926,-0.6040678,-0.0324752
34,1.9578671,2.0504851,"('mean', 'honorable')",1.9578671,2.0504851,0.092618
35,-1.3636396,-1.2640055,"('corrupt', 'incorrupt')",-1.3636396,-1.2640055,0.0996341
36,-1.4132686,-1.2682133,"('hostile', 'amicable')",-1.4132686,-1.2682133,0.1450553
37,-0.028462004,-0.18515618,"('fake', 'genuine')",-0.028462,-0.1851562,-0.1566942
38,0.13862492,0.061431445,"('untruthful', 'truthful')",0.1386249,0.0614314,-0.0771935
39,0.05161393,-0.04532094,"('exploitative', 'cooperative')",0.0516139,-0.0453209,-0.0969348
40,-1.5213282,-1.4410098,"('stingy', 'generous')",-1.5213282,-1.4410098,0.0803184
41,0.24362911,0.30658108,"('unforgiving', 'forgiving')",0.2436291,0.3065811,0.062952
42,-0.52223194,-0.46763244,"('unreliable', 'reliable')",-0.5222319,-0.4676324,0.0545995
43,0.06763731,-0.096245065,"('irresponsible', 'responsible')",0.0676373,-0.0962451,-0.1638824
44,-0.2354348,-0.25031817,"('prejudiced', 'unprejudiced')",-0.2354348,-0.2503182,-0.0148834
45,0.023597114,-0.098343596,"('incompetent', 'competent')",0.0235971,-0.0983436,-0.1219407
46,0.013745483,-0.09578326,"('uncompetitive', 'competitive')",0.0137455,-0.0957833,-0.1095288
47,1.7934513,1.6323271,"('stupid', 'smart')",1.7934513,1.6323271,-0.1611242
48,0.6235955,0.7100056,"('unintelligent', 'intelligent')",0.6235955,0.7100056,0.0864101
49,0.052377533,0.27127808,"('unable', 'able')",0.0523775,0.2712781,0.2189006
50,0.3740375,0.35897958,"('clumsy', 'skillful')",0.3740375,0.3589796,-0.0150579
51,0.2936997,0.04145789,"('uneducated', 'educated')",0.2936997,0.0414579,-0.2522418
52,-0.9958435,-1.052102,"('irrational', 'rational')",-0.9958435,-1.052102,-0.0562585
53,-1.6683239,-1.7173426,"('uncreative', 'creative')",-1.6683239,-1.7173426,-0.0490187
54,-0.6240075,-0.6920827,"('incapable', 'capable')",-0.6240075,-0.6920827,-0.0680752
55,0.93542594,0.8129406,"('incompetent', 'clever')",0.9354259,0.8129406,-0.1224853
56,1.0645539,0.79975545,"('impractical', 'practical')",1.0645539,0.7997555,-0.2647984
57,-1.2498575,-1.2752738,"('unimaginative', 'imaginative')",-1.2498575,-1.2752738,-0.0254163
58,-0.48656225,-0.4972667,"('undiscriminating', 'discriminating')",-0.4865623,-0.4972667,-0.0107044
59,-0.4432157,-0.37370795,"('foolish', 'wise')",-0.4432157,-0.373708,0.0695077
60,1.5567324,1.4264069,"('inefficient', 'efficient')",1.5567324,1.4264069,-0.1303255
61,-0.06259342,-0.27858454,"('illogical', 'logical')",-0.0625934,-0.2785845,-0.2159911
62,0.5347635,0.48243475,"('incompetent', 'brilliant')",0.5347635,0.4824347,-0.0523288
63,0.03623372,-0.015883256,"('unperceptive', 'insightful')",0.0362337,-0.0158833,-0.052117
64,-2.1431215,-2.0679126,"('shy', 'confident')",-2.1431215,-2.0679126,0.0752089
65,0.83953357,0.6706685,"('insecure', 'secure')",0.8395336,0.6706685,-0.1688651
66,-2.122207,-2.218415,"('inactive', 'active')",-2.1222069,-2.218415,-0.0962081
67,0.25239322,0.11187559,"('doubtful', 'determined')",0.2523932,0.1118756,-0.1405176
68,-0.8000595,-0.8046777,"('dependent', 'independent')",-0.8000595,-0.8046777,-0.0046182
69,-1.1785982,-1.0016294,"('lazy', 'industrious')",-1.1785982,-1.0016294,0.1769688
70,0.38659137,0.2358738,"('lethargic', 'energetic')",0.3865914,0.2358738,-0.1507176
71,0.16862708,0.24987583,"('diffident', 'self-confident')",0.1686271,0.2498758,0.0812487
72,-0.5176609,-0.5083005,"('unambitious', 'ambitious')",-0.5176609,-0.5083005,0.0093604
73,-1.2997135,-1.3278443,"('helpless', 'self-reliant')",-1.2997135,-1.3278443,-0.0281308
74,-0.27951443,-0.39209676,"('undedicated', 'dedicated')",-0.2795144,-0.3920968,-0.1125824
75,-1.054519,-0.9127286,"('meek', 'impulsive')",-1.0545191,-0.9127286,0.1417905
76,1.0744907,1.029306,"('anxious', 'daring')",1.0744907,1.0293061,-0.0451846
77,-0.29477128,-0.195366,"('unmotivated', 'motivated')",-0.2947713,-0.195366,0.0994053
78,0.30800617,0.3922839,"('nonresilient', 'resilient')",0.3080062,0.3922839,0.0842777
79,-1.4251958,-1.2950088,"('wavering', 'unwavering')",-1.4251958,-1.2950088,0.130187
80,0.27743185,0.06218061,"('dominated', 'dominating')",0.2774318,0.0621806,-0.2152512
81,0.8686161,0.6802288,"('submissive', 'aggressive')",0.8686161,0.6802288,-0.1883873
82,1.9320885,1.7369325,"('poor', 'rich')",1.9320885,1.7369325,-0.195156
83,-0.045626283,-0.28094867,"('powerless', 'powerful')",-0.0456263,-0.2809487,-0.2353224
84,0.37542927,0.3856945,"('inferior', 'superior')",0.3754293,0.3856945,0.0102652
85,-0.85004085,-0.7663787,"('insignificant', 'prestigious')",-0.8500409,-0.7663787,0.0836622
86,-0.9245448,-1.2102506,"('uninfluential', 'influential')",-0.9245448,-1.2102506,-0.2857058
87,-0.0506188,-0.4058295,"('unsuccessful', 'successful')",-0.0506188,-0.4058295,-0.3552107
88,-0.18276408,-0.32662404,"('low', 'eminent')",-0.1827641,-0.326624,-0.1438599
