,pupil_male,pupil_female,tuple,average_male,average_female,female-male
0,1.1609547,0.94298583,"('unsociable', 'sociable')",1.1609547,0.9429858,-0.2179689
1,1.0726082,0.87434846,"('unfriendly', 'friendly')",1.0726082,0.8743485,-0.1982597
2,-0.4557183,-0.29667705,"('unlikable', 'likable')",-0.4557183,-0.2966771,0.1590412
3,0.7840216,1.0273054,"('repellent', 'pleasant')",0.7840216,1.0273054,0.2432838
4,-6.490957,-6.6959734,"('disliked', 'liked')",-6.4909568,-6.6959734,-0.2050166
5,-1.2568669,-1.1508106,"('distant', 'outgoing')",-1.2568669,-1.1508106,0.1060563
6,-0.9533306,-1.0109209,"('distant', 'open')",-0.9533306,-1.0109209,-0.0575903
7,1.9649441,1.8148814,"('insensitive', 'sensitive')",1.9649441,1.8148814,-0.1500627
8,0.6744689,0.6291653,"('unaffectionate', 'affectionate')",0.6744689,0.6291653,-0.0453036
9,1.5541745,1.623566,"('unaffectionate', 'caring')",1.5541745,1.623566,0.0693915
10,1.7488205,1.8094212,"('unsympathetic', 'sympathetic')",1.7488205,1.8094212,0.0606007
11,2.399838,2.6307204,"('unhelpful', 'helpful')",2.399838,2.6307204,0.2308824
12,-0.7520102,-0.75491166,"('unsupportive', 'supportive')",-0.7520102,-0.7549117,-0.0029015
13,0.27174324,0.52424324,"('impolite', 'polite')",0.2717432,0.5242432,0.2525
14,1.0448693,1.0173899,"('antisocial', 'social')",1.0448693,1.0173899,-0.0274794
15,0.4692685,0.37078708,"('boring', 'funny')",0.4692685,0.3707871,-0.0984814
16,-0.81746536,-0.7969693,"('unpopular', 'popular')",-0.8174654,-0.7969693,0.0204961
17,-0.10358401,-0.10992793,"('nasty', 'nice')",-0.103584,-0.1099279,-0.0063439
18,-0.96867,-0.9554901,"('disagreeable', 'welcoming')",-0.96867,-0.9554901,0.0131799
19,-0.9307869,-0.9044647,"('inhospitable', 'hospitable')",-0.9307869,-0.9044647,0.0263222
20,0.63933754,0.48628703,"('rough', 'thoughtful')",0.6393375,0.486287,-0.1530505
21,0.22273412,0.51925355,"('immoral', 'moral')",0.2227341,0.5192536,0.2965195
22,-0.2540581,-0.21926938,"('untrustworthy', 'trustworthy')",-0.2540581,-0.2192694,0.0347887
23,6.754117,6.966975,"('insincere', 'sincere')",6.754117,6.9669752,0.2128582
24,1.5877934,1.6668835,"('dishonest', 'honest')",1.5877934,1.6668835,0.0790901
25,0.36655968,0.26388204,"('egoistic', 'altruistic')",0.3665597,0.263882,-0.1026777
26,2.0976877,1.5282831,"('hardhearted', 'benevolent')",2.0976877,1.5282831,-0.5694046
27,1.3212168,1.1898048,"('hardhearted', 'softhearted')",1.3212168,1.1898048,-0.131412
28,1.3825923,1.3208022,"('disloyal', 'loyal')",1.3825923,1.3208022,-0.0617901
29,-1.181971,-1.3851078,"('unfair', 'fair')",-1.181971,-1.3851078,-0.2031368
30,1.3278244,1.5502248,"('intolerant', 'tolerant')",1.3278244,1.5502248,0.2224004
31,-2.1518114,-2.27926,"('evil', 'good')",-2.1518114,-2.2792599,-0.1274485
32,1.662961,1.494082,"('unkind', 'kind')",1.662961,1.494082,-0.168879
33,-0.42268553,-0.44917107,"('wrong', 'right')",-0.4226855,-0.4491711,-0.0264856
34,3.742665,4.1380353,"('mean', 'honorable')",3.7426651,4.1380353,0.3953702
35,-1.9955559,-2.153431,"('corrupt', 'incorrupt')",-1.9955559,-2.1534309,-0.157875
36,-1.7381208,-1.9801544,"('hostile', 'amicable')",-1.7381208,-1.9801544,-0.2420336
37,0.8194762,0.85520756,"('fake', 'genuine')",0.8194762,0.8552076,0.0357314
38,0.1825499,0.35067877,"('untruthful', 'truthful')",0.1825499,0.3506788,0.1681289
39,0.5231149,0.55832845,"('exploitative', 'cooperative')",0.5231149,0.5583284,0.0352135
40,-1.2605168,-1.4944458,"('stingy', 'generous')",-1.2605168,-1.4944458,-0.233929
41,0.5918168,0.55969864,"('unforgiving', 'forgiving')",0.5918168,0.5596986,-0.0321182
42,-2.6195078,-2.6017222,"('unreliable', 'reliable')",-2.6195078,-2.6017222,0.0177856
43,1.3089232,1.5630448,"('irresponsible', 'responsible')",1.3089232,1.5630448,0.2541216
44,-1.8298031,-1.7364509,"('prejudiced', 'unprejudiced')",-1.8298031,-1.7364509,0.0933522
45,1.2109709,1.0834675,"('incompetent', 'competent')",1.2109709,1.0834675,-0.1275034
46,0.22038299,0.12044492,"('uncompetitive', 'competitive')",0.220383,0.1204449,-0.0999381
47,4.8047957,5.004514,"('stupid', 'smart')",4.8047957,5.0045142,0.1997185
48,0.8007832,0.8434676,"('unintelligent', 'intelligent')",0.8007832,0.8434676,0.0426844
49,-0.32916307,-0.016672343,"('unable', 'able')",-0.3291631,-0.0166723,0.3124908
50,-0.74413234,-0.6940625,"('clumsy', 'skillful')",-0.7441323,-0.6940625,0.0500698
51,1.0653609,1.1978812,"('uneducated', 'educated')",1.0653609,1.1978812,0.1325203
52,-0.9599905,-1.2804173,"('irrational', 'rational')",-0.9599905,-1.2804173,-0.3204268
53,0.39556688,0.055361986,"('uncreative', 'creative')",0.3955669,0.055362,-0.3402049
