,weatherford_male,weatherford_female,tuple,international_male,international_female,plc_male,plc_female,average_male,average_female,female-male
0,-0.57501954,-0.68808657,"('unsociable', 'sociable')",0.1284155,-0.0075375885,-0.7056446,-0.7471325,-0.3840829,-0.4809189,-0.096836
1,-1.8883238,-2.048006,"('unfriendly', 'friendly')",0.23157081,0.041899905,1.7555989,1.5156071,0.0329487,-0.1634997,-0.1964484
2,-0.43936804,-0.42482066,"('unlikable', 'likable')",1.0455104,1.1368893,0.45370924,0.48905772,0.3532839,0.4003754,0.0470915
3,-0.602761,-0.5375831,"('repellent', 'pleasant')",-0.7064003,-0.6506594,-0.5483203,-0.4958519,-0.6191605,-0.5613648,0.0577957
4,0.037023846,0.047766015,"('disliked', 'liked')",0.21481358,0.18501094,-2.6227999,-2.231873,-0.7903208,-0.6663653,0.1239555
5,-0.5393742,-0.45543948,"('distant', 'outgoing')",0.1112013,0.1452563,0.7159816,0.6115246,0.0959362,0.1004471,0.0045109
6,-1.3012589,-1.2033403,"('distant', 'open')",0.03261336,0.035289556,0.5966014,0.4611327,-0.2240147,-0.2356394,-0.0116247
7,0.2471016,0.23589903,"('insensitive', 'sensitive')",-0.025132611,-0.053154357,0.3499174,0.3259752,0.1906288,0.1695733,-0.0210555
8,-1.4623764,-1.5580028,"('unaffectionate', 'affectionate')",-0.49252293,-0.6149326,0.7045477,0.44902864,-0.4167839,-0.5746356,-0.1578517
9,-1.3017066,-1.3922232,"('unaffectionate', 'caring')",-0.013103433,-0.100803815,1.0070407,0.8138845,-0.1025898,-0.2263809,-0.1237911
10,-0.5605835,-0.5849554,"('unsympathetic', 'sympathetic')",-1.2853726,-1.2832738,-1.0967515,-1.0670354,-0.9809025,-0.9784215,0.002481
11,-0.47367316,-0.47198984,"('unhelpful', 'helpful')",-0.109727696,-0.10208805,0.3828921,0.2489371,-0.0668362,-0.1083803,-0.0415441
12,-0.103410155,-0.10338869,"('unsupportive', 'supportive')",0.2081368,0.2764485,-0.78353596,-0.6724645,-0.2262698,-0.1664682,0.0598016
13,-0.050502773,-0.09952794,"('impolite', 'polite')",0.6099223,0.6434529,-0.9136376,-0.9037024,-0.1180727,-0.1199258,-0.0018531
14,0.5699895,0.55580914,"('antisocial', 'social')",1.0356401,1.070408,0.72531635,0.8580674,0.776982,0.8280948,0.0511128
15,-0.81496805,-0.84133124,"('boring', 'funny')",0.18870172,0.09513261,-0.013713222,-0.08695255,-0.2133265,-0.2777171,-0.0643906
16,-0.5635289,-0.53809524,"('unpopular', 'popular')",0.44704652,0.44283718,-0.006541796,-0.04226087,-0.0410081,-0.0458396,-0.0048315
17,-0.023778139,0.07721082,"('nasty', 'nice')",-0.96582264,-0.9284104,-1.2038383,-1.2362244,-0.7311463,-0.695808,0.0353383
18,-1.2593588,-1.226348,"('disagreeable', 'welcoming')",0.5454142,0.58733606,-0.98315644,-1.0348142,-0.5657003,-0.5579421,0.0077582
19,-1.1123939,-1.0234861,"('inhospitable', 'hospitable')",-1.0556138,-1.0913471,-0.5187793,-0.6389698,-0.8955956,-0.9179344,-0.0223388
20,-0.47876635,-0.40016347,"('rough', 'thoughtful')",0.40795094,0.45737424,1.2529901,1.1995859,0.3940582,0.4189322,0.024874
21,-0.33344516,-0.3524159,"('immoral', 'moral')",-0.40126008,-0.41231748,-1.5230427,-1.4057152,-0.7525826,-0.7234828,0.0290998
22,0.24876456,0.19248031,"('untrustworthy', 'trustworthy')",0.09113493,0.052940965,-0.2693017,-0.24982083,0.0235326,-0.0014665,-0.0249991
23,-0.4643344,-0.560034,"('insincere', 'sincere')",-0.42613614,-0.48620695,2.5248108,2.028814,0.5447801,0.3275244,-0.2172557
24,-0.25076184,-0.3339973,"('dishonest', 'honest')",-0.18131648,-0.21351315,0.35741973,0.2623035,-0.0248862,-0.095069,-0.0701828
25,-1.2156154,-1.3109673,"('egoistic', 'altruistic')",0.27000853,0.16228989,1.5466899,1.3842722,0.200361,0.0785316,-0.1218294
26,-0.6861897,-0.7864586,"('hardhearted', 'benevolent')",1.6449379,1.6183991,3.0189247,2.9110944,1.3258909,1.2476783,-0.0782126
27,-0.73909014,-0.7399812,"('hardhearted', 'softhearted')",-0.32422137,-0.41258067,-0.08883265,-0.43899027,-0.3840481,-0.5305174,-0.1464693
28,-0.60523814,-0.72374624,"('disloyal', 'loyal')",-0.47257787,-0.60334224,0.6534372,0.4545788,-0.1414596,-0.2908366,-0.149377
29,0.26221764,0.2499514,"('unfair', 'fair')",-0.07207474,-0.14055492,-0.06850519,-0.19294631,0.0405459,-0.0278499,-0.0683958
30,0.1030767,0.053459328,"('intolerant', 'tolerant')",0.3933142,0.36206415,0.10862617,0.11679322,0.2016724,0.1774389,-0.0242335
31,-0.974005,-0.87753785,"('evil', 'good')",-0.17004764,-0.15941022,0.59783745,0.64385504,-0.1820717,-0.131031,0.0510407
32,-0.8010563,-0.87829554,"('unkind', 'kind')",-0.692393,-0.7238551,-0.20287904,-0.37046424,-0.5654428,-0.6575383,-0.0920955
33,-0.22554293,-0.26546955,"('wrong', 'right')",0.83365643,0.79915917,0.60271114,0.48979324,0.4036082,0.3411609,-0.0624473
