,pactiv_male,pactiv_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.36017224,0.1799726,"('unsociable', 'sociable')",0.0424749,-0.19762588,0.2013236,-0.0088266,-0.2101502
1,-1.4799241,-1.4911933,"('unfriendly', 'friendly')",1.2958251,1.1138103,-0.0920495,-0.1886915,-0.096642
2,0.6775475,0.6391342,"('unlikable', 'likable')",0.6136378,0.54340464,0.6455927,0.5912694,-0.0543233
3,-0.34037924,-0.24338934,"('repellent', 'pleasant')",0.82292986,0.78889173,0.2412753,0.2727512,0.0314759
4,-0.8892212,-0.8063605,"('disliked', 'liked')",-7.154284,-7.1493645,-4.0217524,-3.9778624,0.04389
5,-1.4925865,-1.3880502,"('distant', 'outgoing')",-0.68448025,-0.62245566,-1.0885334,-1.005253,0.0832804
6,-2.031397,-1.8963499,"('distant', 'open')",-0.73868394,-0.7073672,-1.3850405,-1.3018585,0.083182
7,0.19566199,0.3485405,"('insensitive', 'sensitive')",0.104187995,0.18598863,0.149925,0.2672646,0.1173396
8,-1.334612,-1.3989954,"('unaffectionate', 'affectionate')",0.5945451,0.5437426,-0.3700334,-0.4276264,-0.057593
9,-0.85202944,-0.8762318,"('unaffectionate', 'caring')",1.1460906,1.2050527,0.1470306,0.1644105,0.0173799
10,0.15613955,0.053593628,"('unsympathetic', 'sympathetic')",-0.23975062,-0.25136852,-0.0418055,-0.0988874,-0.0570819
11,0.8866082,0.7785239,"('unhelpful', 'helpful')",1.9132583,2.0454683,1.3999332,1.4119961,0.0120629
12,-0.184237,-0.1069526,"('unsupportive', 'supportive')",-2.2553265,-2.2275321,-1.2197818,-1.1672424,0.0525394
13,0.18824409,-0.02542684,"('impolite', 'polite')",-0.7186587,-0.7722712,-0.2652073,-0.398849,-0.1336417
14,1.5158362,1.4479321,"('antisocial', 'social')",0.13951199,-0.07363854,0.8276741,0.6871468,-0.1405273
15,0.26064202,0.15305439,"('boring', 'funny')",-0.06651577,-0.060998186,0.0970631,0.0460281,-0.051035
16,-1.2377985,-1.1215943,"('unpopular', 'popular')",0.37149024,0.34332606,-0.4331541,-0.3891341,0.04402
17,-0.58800685,-0.51282877,"('nasty', 'nice')",-0.52322876,-0.53661335,-0.5556178,-0.524721,0.0308968
18,-0.48265722,-0.44520944,"('disagreeable', 'welcoming')",-0.55437195,-0.66352445,-0.5185146,-0.5543669,-0.0358523
19,-1.2106953,-1.1843027,"('inhospitable', 'hospitable')",-0.58656335,-0.45875072,-0.8986293,-0.8215267,0.0771026
20,1.0401609,0.9959525,"('rough', 'thoughtful')",0.9505724,0.89543927,0.9953666,0.9456959,-0.0496707
21,1.818343,1.7127491,"('immoral', 'moral')",-0.09271045,-0.09322062,0.8628163,0.8097643,-0.053052
22,0.68939614,0.60879266,"('untrustworthy', 'trustworthy')",-1.0882616,-1.1336466,-0.1994327,-0.262427,-0.0629943
23,0.7191489,0.7107695,"('insincere', 'sincere')",6.2657266,6.2591953,3.4924378,3.4849825,-0.0074553
24,0.36755806,0.31655297,"('dishonest', 'honest')",0.7020186,0.7519574,0.5347884,0.5342552,-0.0005332
25,-0.94852465,-1.0103031,"('egoistic', 'altruistic')",1.0029005,0.8422423,0.0271879,-0.0840304,-0.1112183
26,0.004934948,-0.19993015,"('hardhearted', 'benevolent')",1.4212035,1.2194117,0.7130692,0.5097408,-0.2033284
