,perrigo_male,perrigo_female,tuple,co_male,co_female,plc_male,plc_female,average_male,average_female,female-male
0,-0.2299834,-0.2701322,"('unsociable', 'sociable')",0.38577712,0.31734875,-0.43897834,-0.54785085,-0.0943949,-0.1668781,-0.0724832
1,-1.3935723,-1.38878,"('unfriendly', 'friendly')",0.08713336,0.0019287616,2.4303935,2.198365,0.3746515,0.2705046,-0.1041469
2,0.72162324,0.76194096,"('unlikable', 'likable')",1.656949,1.6515989,0.34295288,0.36158848,0.9071751,0.9250428,0.0178677
3,-0.88038105,-0.81474406,"('repellent', 'pleasant')",-0.18044674,-0.1751334,-0.32645977,-0.2715824,-0.4624292,-0.4204866,0.0419426
4,0.6793737,0.6774694,"('disliked', 'liked')",-0.18451059,-0.1749505,-4.9434843,-4.764836,-1.4828738,-1.4207722,0.0621016
5,-0.014858785,0.01616636,"('distant', 'outgoing')",-0.39130586,-0.36969945,0.5027542,0.37865955,0.0321965,0.0083755,-0.023821
6,-0.2578262,-0.20212822,"('distant', 'open')",-0.64027035,-0.61678445,0.6943478,0.5332972,-0.0679163,-0.0952052,-0.0272889
7,-0.6845929,-0.6371169,"('insensitive', 'sensitive')",-0.68936217,-0.70070475,0.65623236,0.6413384,-0.2392409,-0.2321611,0.0070798
8,-0.8736404,-0.89020616,"('unaffectionate', 'affectionate')",-0.5876698,-0.64193106,1.065187,0.80689996,-0.1320411,-0.2417457,-0.1097046
9,-1.0430034,-1.0340607,"('unaffectionate', 'caring')",-0.5788512,-0.61366516,1.5081282,1.3136477,-0.0379088,-0.1113594,-0.0734506
10,-1.0578469,-1.0305275,"('unsympathetic', 'sympathetic')",-1.1590903,-1.1411682,-0.63368976,-0.5709215,-0.950209,-0.9142057,0.0360033
11,-1.0490338,-1.0289222,"('unhelpful', 'helpful')",-0.8500693,-0.8691332,0.8230909,0.7907934,-0.3586707,-0.3690873,-0.0104166
12,-0.80183506,-0.7345425,"('unsupportive', 'supportive')",-0.13067827,-0.06864996,-1.2693079,-1.2250212,-0.7339404,-0.6760712,0.0578692
13,-0.037603714,-0.03796435,"('impolite', 'polite')",-0.27497268,-0.25699383,-0.955319,-0.91975987,-0.4226318,-0.404906,0.0177258
14,0.34777656,0.36464027,"('antisocial', 'social')",1.3491892,1.3161942,0.30571276,0.36787367,0.6675595,0.6829027,0.0153432
15,-0.06315719,-0.12835477,"('boring', 'funny')",0.28414106,0.18031171,-0.022448387,-0.09475243,0.0661785,-0.0142652,-0.0804437
16,0.1465801,0.15927254,"('unpopular', 'popular')",-0.3628473,-0.39029258,0.16514704,0.0007919818,-0.0170401,-0.0767427,-0.0597026
17,0.38447097,0.45056543,"('nasty', 'nice')",-0.063878745,-0.05221965,-0.9632278,-1.0080272,-0.2142119,-0.2032271,0.0109848
18,0.27394667,0.3216683,"('disagreeable', 'welcoming')",-0.6643027,-0.6774757,-0.94676596,-1.1160077,-0.4457073,-0.490605,-0.0448977
19,-0.98181534,-0.91365594,"('inhospitable', 'hospitable')",-1.1686028,-1.1470344,-0.2982475,-0.37306124,-0.816222,-0.8112505,0.0049715
20,-0.39935893,-0.3359011,"('rough', 'thoughtful')",0.49501127,0.46997947,1.0449324,1.019428,0.3801949,0.3845021,0.0043072
21,-0.20986238,-0.2135571,"('immoral', 'moral')",-0.5301633,-0.56297684,-1.3977349,-1.2866912,-0.7125869,-0.6877418,0.0248451
22,0.4722864,0.5138645,"('untrustworthy', 'trustworthy')",0.7921614,0.7380964,-0.8155889,-0.77771515,0.1496196,0.1580819,0.0084623
23,-1.9571812,-2.0206678,"('insincere', 'sincere')",-0.9371372,-1.0272772,4.398288,4.1183615,0.5013231,0.3568055,-0.1445176
24,-0.5859643,-0.6166956,"('dishonest', 'honest')",-0.19425681,-0.1883491,0.6598916,0.57269275,-0.0401098,-0.0774506,-0.0373408
25,0.32254994,0.2435594,"('egoistic', 'altruistic')",1.30207,1.1674769,1.5826087,1.4259615,1.0690762,0.9456659,-0.1234103
