,deere_male,deere_female,tuple,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,-0.17543632,-0.30260196,"('unsociable', 'sociable')",0.52390546,0.6166859,-0.38169387,-0.36447233,-0.0110749,-0.0167961,-0.0057212
1,-0.2132563,-0.26302224,"('unfriendly', 'friendly')",1.2868669,1.1880294,2.0231082,1.7670313,1.0322396,0.8973462,-0.1348934
2,0.23863415,0.28863388,"('unlikable', 'likable')",1.3938506,1.5200974,0.5430959,0.709071,0.7251935,0.8392674,0.1140739
3,-0.9871303,-0.9041129,"('repellent', 'pleasant')",-0.89420855,-0.81750226,-0.010869388,0.04980045,-0.6307361,-0.5572716,0.0734645
4,0.92259604,0.7987196,"('disliked', 'liked')",0.026134845,-0.13739648,-5.8850427,-5.7678595,-1.6454372,-1.7021788,-0.0567416
5,0.8673736,0.82609016,"('distant', 'outgoing')",0.9258824,0.8292399,0.8232136,0.75807303,0.8721565,0.8044677,-0.0676888
6,1.0500294,1.0526313,"('distant', 'open')",1.013249,0.89585,1.0441153,0.86597174,1.0357979,0.938151,-0.0976469
7,-0.30501854,-0.2155307,"('insensitive', 'sensitive')",-0.10917412,0.0023200698,-0.4859867,-0.43863583,-0.3000598,-0.2172822,0.0827776
8,0.42780983,0.3279222,"('unaffectionate', 'affectionate')",0.87185025,0.8029464,1.4164085,1.145369,0.9053562,0.7587458,-0.1466104
9,-0.05833091,-0.10921298,"('unaffectionate', 'caring')",0.7118326,0.6699668,1.2947645,1.1206079,0.6494221,0.5604539,-0.0889682
10,-0.50003254,-0.43957824,"('unsympathetic', 'sympathetic')",-0.07034494,0.08045625,-0.56910866,-0.49652308,-0.3798287,-0.285215,0.0946137
11,-1.2165093,-1.2122927,"('unhelpful', 'helpful')",-1.139306,-0.99410546,1.1071589,1.1551579,-0.4162188,-0.3504134,0.0658054
12,-0.3803645,-0.38657087,"('unsupportive', 'supportive')",0.36415005,0.4973392,-2.1509976,-2.0894222,-0.722404,-0.6595513,0.0628527
13,-0.8232576,-0.8438243,"('impolite', 'polite')",-0.5561695,-0.37093264,-0.8622337,-0.6769868,-0.7472203,-0.6305813,0.116639
14,0.06441361,-0.0060904324,"('antisocial', 'social')",1.1436081,1.2684062,-0.9803811,-0.85731214,0.0758802,0.1350012,0.059121
