,allergan_male,allergan_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.9171311,-0.9737716,"('unsociable', 'sociable')",-0.3652079,-0.47709242,-0.6411695,-0.725432,-0.0842625
1,-1.8862655,-1.8642764,"('unfriendly', 'friendly')",2.0791066,1.963569,0.0964205,0.0496463,-0.0467742
2,0.45889333,0.512509,"('unlikable', 'likable')",0.128081,0.16688907,0.2934872,0.339699,0.0462118
3,-0.37770176,-0.3319213,"('repellent', 'pleasant')",-0.081743896,-0.07310943,-0.2297228,-0.2025154,0.0272074
4,0.29327732,0.29431102,"('disliked', 'liked')",-4.7103786,-4.6456404,-2.2085507,-2.1756647,0.032886
5,-0.12706998,-0.10768506,"('distant', 'outgoing')",0.040656947,0.021763213,-0.0432065,-0.0429609,0.0002456
6,-0.3568358,-0.32470012,"('distant', 'open')",-0.054566488,-0.12902084,-0.2057011,-0.2268605,-0.0211594
7,-0.54158497,-0.55523115,"('insensitive', 'sensitive')",0.6233533,0.6229974,0.0408842,0.0338831,-0.0070011
8,-0.55361474,-0.5958804,"('unaffectionate', 'affectionate')",0.86373836,0.6954208,0.1550618,0.0497702,-0.1052916
9,-0.8126508,-0.82899797,"('unaffectionate', 'caring')",1.1750561,1.0553195,0.1812027,0.1131608,-0.0680419
10,-1.5035639,-1.4968164,"('unsympathetic', 'sympathetic')",-0.5390464,-0.52200735,-1.0213051,-1.0094118,0.0118933
11,-1.0093223,-0.9983407,"('unhelpful', 'helpful')",0.7728127,0.75327426,-0.1182548,-0.1225332,-0.0042784
12,-0.22426435,-0.16981217,"('unsupportive', 'supportive')",-1.2416278,-1.213111,-0.7329461,-0.6914616,0.0414845
13,-0.8173152,-0.87231064,"('impolite', 'polite')",-0.77711964,-0.8206257,-0.7972174,-0.8464682,-0.0492508
14,0.47715095,0.4634726,"('antisocial', 'social')",0.76977646,0.7975078,0.6234637,0.6304902,0.0070265
15,0.032818545,-0.021469023,"('boring', 'funny')",-0.14569755,-0.19012049,-0.0564395,-0.1057948,-0.0493553
16,-0.86542094,-0.7842653,"('unpopular', 'popular')",-0.18633881,-0.2520576,-0.5258799,-0.5181614,0.0077185
17,-0.14792334,-0.0901299,"('nasty', 'nice')",-0.96726567,-1.0006044,-0.5575945,-0.5453671,0.0122274
18,-0.29792148,-0.28037044,"('disagreeable', 'welcoming')",-0.97696424,-1.0518142,-0.6374428,-0.6660923,-0.0286495
19,-1.3655151,-1.3457111,"('inhospitable', 'hospitable')",-0.6435168,-0.70554245,-1.0045159,-1.0256268,-0.0211109
20,-0.76125395,-0.67985004,"('rough', 'thoughtful')",1.3332404,1.2517955,0.2859932,0.2859727,-2.05e-05
21,-0.91759366,-0.8972355,"('immoral', 'moral')",-1.1451877,-1.0690643,-1.0313907,-0.9831499,0.0482408
22,-0.20727225,-0.24170893,"('untrustworthy', 'trustworthy')",-0.6245321,-0.66782445,-0.4159022,-0.4547667,-0.0388645
23,-1.1237323,-1.1826364,"('insincere', 'sincere')",4.468025,4.2329464,1.6721464,1.5251551,-0.1469913
24,-0.7687448,-0.8382569,"('dishonest', 'honest')",0.52999794,0.44410956,-0.1193734,-0.1970737,-0.0777003
25,0.23718697,0.24960189,"('egoistic', 'altruistic')",1.4618893,1.4205866,0.8495381,0.8350942,-0.0144439
26,-0.21046382,-0.18539578,"('hardhearted', 'benevolent')",2.6984026,2.6217523,1.2439694,1.2181783,-0.0257911
27,-0.8184997,-0.88083893,"('hardhearted', 'softhearted')",0.56823283,0.31657624,-0.1251334,-0.2821313,-0.1569979
28,-0.605491,-0.6399444,"('disloyal', 'loyal')",0.90895206,0.7743001,0.1517305,0.0671779,-0.0845526
29,-0.5818999,-0.6163196,"('unfair', 'fair')",-0.45428163,-0.62946546,-0.5180907,-0.6228925,-0.1048018
30,0.45881775,0.43317574,"('intolerant', 'tolerant')",0.7138465,0.6950351,0.5863321,0.5641054,-0.0222267
31,-0.3588017,-0.24247006,"('evil', 'good')",-0.20149678,-0.17600492,-0.2801492,-0.2092375,0.0709117
32,-0.46708238,-0.5081769,"('unkind', 'kind')",0.48913267,0.29766777,0.0110251,-0.1052546,-0.1162797
33,0.2650795,0.23194405,"('wrong', 'right')",0.17110448,0.07048498,0.218092,0.1512145,-0.0668775
34,-0.3697981,-0.2658627,"('mean', 'honorable')",4.0653253,4.097227,1.8477635,1.9156822,0.0679187
35,0.2587233,0.20250975,"('corrupt', 'incorrupt')",-0.21878028,-0.3492574,0.0199715,-0.0733738,-0.0933453
36,-0.7187501,-0.69436735,"('hostile', 'amicable')",0.9347699,0.7456022,0.1080099,0.0256174,-0.0823925
37,0.804209,0.8051643,"('fake', 'genuine')",0.5569374,0.51822495,0.6805732,0.6616946,-0.0188786
38,-0.58353734,-0.5717022,"('untruthful', 'truthful')",0.038077272,0.056216925,-0.27273,-0.2577426,0.0149874
39,0.55013007,0.55398774,"('exploitative', 'cooperative')",0.46964747,0.45157662,0.5098888,0.5027822,-0.0071066
40,0.34299102,0.30372977,"('stingy', 'generous')",-1.4144636,-1.5343665,-0.5357363,-0.6153184,-0.0795821
41,-0.5207458,-0.45854095,"('unforgiving', 'forgiving')",0.529439,0.5087287,0.0043466,0.0250939,0.0207473
42,0.09332564,0.15084693,"('unreliable', 'reliable')",-2.6442857,-2.6585126,-1.27548,-1.2538328,0.0216472
43,-0.5961856,-0.57324636,"('irresponsible', 'responsible')",0.8515174,0.84695864,0.1276659,0.1368561,0.0091902
44,1.2818649,1.2910641,"('prejudiced', 'unprejudiced')",-1.4741236,-1.454056,-0.0961294,-0.0814959,0.0146335
45,-0.5836372,-0.5249113,"('incompetent', 'competent')",0.65861344,0.7169689,0.0374881,0.0960288,0.0585407
46,-0.6476498,-0.5999278,"('uncompetitive', 'competitive')",-0.684779,-0.68626577,-0.6662144,-0.6430968,0.0231176
47,-0.24766994,-0.16162583,"('stupid', 'smart')",4.671062,4.660124,2.2116961,2.249249,0.0375529
48,-0.7367625,-0.7051944,"('unintelligent', 'intelligent')",0.08437441,0.13517503,-0.326194,-0.2850097,0.0411843
49,-0.12788497,0.025615733,"('unable', 'able')",-0.2948937,-0.19921803,-0.2113893,-0.0868011,0.1245882
50,0.006956963,0.027785366,"('clumsy', 'skillful')",-0.6716536,-0.85173047,-0.3323483,-0.4119726,-0.0796243
51,-1.059379,-1.1409372,"('uneducated', 'educated')",0.036550976,-0.032350816,-0.511414,-0.586644,-0.07523
52,-0.2425552,-0.2924108,"('irrational', 'rational')",0.03537498,-0.100689694,-0.1035901,-0.1965503,-0.0929602
53,-1.7384095,-1.7173176,"('uncreative', 'creative')",0.7368258,0.6407868,-0.5007918,-0.5382653,-0.0374735
54,-0.53205085,-0.59176725,"('incapable', 'capable')",0.53529763,0.47957143,0.0016234,-0.0560979,-0.0577213
55,-0.32209942,-0.2750523,"('incompetent', 'clever')",-0.03927305,0.037921365,-0.1806862,-0.1185655,0.0621207
56,0.25952315,0.26146212,"('impractical', 'practical')",0.46378863,0.56273514,0.3616559,0.4120986,0.0504427
57,-0.80599916,-0.8171625,"('unimaginative', 'imaginative')",-1.4006124,-1.2856439,-1.1033058,-1.0514033,0.0519025
58,-0.778164,-0.71344197,"('undiscriminating', 'discriminating')",0.719692,0.7610982,-0.029236,0.0238281,0.0530641
59,0.26795748,0.26865652,"('foolish', 'wise')",-0.066295385,-0.17127374,0.100831,0.0486914,-0.0521396
60,0.079463825,0.15341453,"('inefficient', 'efficient')",-0.3204539,-0.15121044,-0.120495,0.001102,0.121597
61,-0.7533254,-0.81425107,"('illogical', 'logical')",0.92715305,0.775223,0.0869138,-0.019514,-0.1064278
62,0.09645969,0.15640998,"('incompetent', 'brilliant')",0.09705196,0.1887458,0.0967558,0.1725779,0.0758221
63,-1.3522253,-1.2529799,"('unperceptive', 'insightful')",0.62548584,0.6650516,-0.3633697,-0.2939641,0.0694056
64,0.79160017,0.783427,"('shy', 'confident')",-5.0521946,-4.8540144,-2.1302972,-2.0352936,0.0950036
65,-0.07452233,-0.19257268,"('insecure', 'secure')",-0.0259699,-0.027430259,-0.0502461,-0.1100015,-0.0597554
66,-0.34804907,-0.3281725,"('inactive', 'active')",0.60092807,0.5448362,0.1264395,0.1083319,-0.0181076
67,0.18248147,0.23055726,"('doubtful', 'determined')",-0.63065106,-0.5724985,-0.2240848,-0.1709706,0.0531142
68,-0.23756106,-0.30173895,"('dependent', 'independent')",-0.94125867,-0.97617,-0.5894099,-0.6389545,-0.0495446
69,1.0456858,1.0990084,"('lazy', 'industrious')",0.014446862,0.012371257,0.5300663,0.5556899,0.0256236
70,-0.71639884,-0.7523872,"('lethargic', 'energetic')",-0.0057771653,-0.056006867,-0.361088,-0.404197,-0.043109
71,-0.77046674,-0.7456427,"('diffident', 'self-confident')",0.41430366,0.34828207,-0.1780815,-0.1986803,-0.0205988
72,-0.29946452,-0.34581518,"('unambitious', 'ambitious')",0.39433604,0.42864358,0.0474358,0.0414142,-0.0060216
73,0.9795047,0.92694944,"('helpless', 'self-reliant')",-2.2507613,-2.2218468,-0.6356283,-0.6474487,-0.0118204
