,conduent_male,conduent_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.2364152,-0.36252332,"('unsociable', 'sociable')",-0.48015225,-0.5807298,-0.3582837,-0.4716265,-0.1133428
1,-1.9479588,-1.9596415,"('unfriendly', 'friendly')",2.1729836,2.0411747,0.1125124,0.0407666,-0.0717458
2,0.10471285,0.13966699,"('unlikable', 'likable')",0.6199147,0.70068717,0.3623138,0.4201771,0.0578633
3,-0.87971294,-0.7803982,"('repellent', 'pleasant')",0.16988559,0.28684586,-0.3549137,-0.2467762,0.1081375
4,-0.559721,-0.5523818,"('disliked', 'liked')",-6.5157943,-6.527804,-3.5377576,-3.5400929,-0.0023353
5,-1.5142387,-1.4578981,"('distant', 'outgoing')",0.183617,0.15506601,-0.6653109,-0.6514161,0.0138948
6,-1.8380458,-1.7791085,"('distant', 'open')",0.6120498,0.5649934,-0.612998,-0.6070576,0.0059404
7,-0.16086274,-0.03929926,"('insensitive', 'sensitive')",0.35894287,0.42534003,0.0990401,0.1930204,0.0939803
8,-1.5275823,-1.4948254,"('unaffectionate', 'affectionate')",1.1642042,1.0787712,-0.181689,-0.2080271,-0.0263381
9,-1.7643716,-1.733579,"('unaffectionate', 'caring')",1.2767457,1.3284929,-0.243813,-0.2025431,0.0412699
10,-0.13077351,-0.047248274,"('unsympathetic', 'sympathetic')",-0.71671265,-0.6503386,-0.4237431,-0.3487934,0.0749497
11,0.26329744,0.30506328,"('unhelpful', 'helpful')",1.737771,1.9200418,1.0005343,1.1125525,0.1120182
12,-0.05991731,0.07152841,"('unsupportive', 'supportive')",-2.0568647,-1.9802763,-1.058391,-0.954374,0.104017
13,0.13487281,0.034539264,"('impolite', 'polite')",-0.69163644,-0.64080167,-0.2783818,-0.3031312,-0.0247494
14,0.52443993,0.5375309,"('antisocial', 'social')",-0.66207385,-0.6722997,-0.068817,-0.0673844,0.0014326
15,-0.36738524,-0.43063357,"('boring', 'funny')",0.5882687,0.5322906,0.1104417,0.0508285,-0.0596132
16,-0.8735267,-0.820518,"('unpopular', 'popular')",0.62809426,0.59669197,-0.1227162,-0.111913,0.0108032
17,-0.3773462,-0.32044148,"('nasty', 'nice')",-0.34982967,-0.287171,-0.3635879,-0.3038062,0.0597817
18,-0.573921,-0.50554085,"('disagreeable', 'welcoming')",-0.024074713,-0.10958098,-0.2989979,-0.3075609,-0.008563
19,-1.404791,-1.339493,"('inhospitable', 'hospitable')",0.20749487,0.26681587,-0.5986481,-0.5363386,0.0623095
20,0.5146231,0.55961686,"('rough', 'thoughtful')",1.0122417,0.9864817,0.7634324,0.7730493,0.0096169
21,0.3559047,0.31991294,"('immoral', 'moral')",-0.61228675,-0.49946517,-0.128191,-0.0897761,0.0384149
22,0.14153302,0.1202762,"('untrustworthy', 'trustworthy')",-1.1283891,-1.1456574,-0.4934281,-0.5126906,-0.0192625
23,-0.20284423,-0.17297848,"('insincere', 'sincere')",5.8447638,5.86928,2.8209598,2.8481507,0.0271909
24,-0.55533636,-0.5872767,"('dishonest', 'honest')",0.766226,0.76705956,0.1054448,0.0898914,-0.0155534
25,-0.8194829,-0.82746065,"('egoistic', 'altruistic')",1.8329246,1.6872497,0.5067208,0.4298945,-0.0768263
26,-0.36649975,-0.46288636,"('hardhearted', 'benevolent')",1.7182055,1.6085941,0.6758528,0.5728539,-0.1029989
27,-0.6131162,-0.5955474,"('hardhearted', 'softhearted')",1.5921463,1.439584,0.489515,0.4220183,-0.0674967
28,-0.48082158,-0.5258402,"('disloyal', 'loyal')",1.173472,1.1380017,0.3463252,0.3060807,-0.0402445
29,-0.35464624,-0.40125537,"('unfair', 'fair')",-0.31207308,-0.5397209,-0.3333597,-0.4704881,-0.1371284
30,0.31157327,0.2962805,"('intolerant', 'tolerant')",1.3459824,1.3729441,0.8287778,0.8346123,0.0058345
31,-2.006788,-1.950311,"('evil', 'good')",-0.7375152,-0.9236942,-1.3721516,-1.4370025,-0.0648509
32,0.36416867,0.3100336,"('unkind', 'kind')",0.9993688,0.8567192,0.6817687,0.5833764,-0.0983923
33,-0.17552422,-0.24361856,"('wrong', 'right')",-0.47494614,-0.6007074,-0.3252352,-0.422163,-0.0969278
34,-0.19774452,-0.065850064,"('mean', 'honorable')",6.214887,6.368912,3.0085714,3.151531,0.1429596
35,-0.7594674,-0.77620727,"('corrupt', 'incorrupt')",0.07827678,-0.13428488,-0.3405953,-0.4552461,-0.1146508
36,-2.0016901,-2.0027623,"('hostile', 'amicable')",0.53520584,0.31350356,-0.7332422,-0.8446294,-0.1113872
37,0.30912656,0.3828664,"('fake', 'genuine')",0.36514634,0.35326612,0.3371364,0.3680663,0.0309299
38,-0.72536093,-0.7164351,"('untruthful', 'truthful')",-0.036623262,0.10826285,-0.3809921,-0.3040861,0.076906
39,0.7770111,0.7298996,"('exploitative', 'cooperative')",-0.0328053,-0.005909306,0.3721029,0.3619951,-0.0101078
40,-0.2543962,-0.23366612,"('stingy', 'generous')",-1.6680098,-1.8484458,-0.961203,-1.0410559,-0.0798529
41,0.2450614,0.29202962,"('unforgiving', 'forgiving')",0.14605236,0.14301625,0.1955569,0.2175229,0.021966
42,0.95280814,1.1014041,"('unreliable', 'reliable')",-3.3739104,-3.2320852,-1.2105511,-1.0653405,0.1452106
43,0.3056054,0.33718997,"('irresponsible', 'responsible')",0.57142013,0.5956514,0.4385128,0.4664207,0.0279079
44,0.62159413,0.5641173,"('prejudiced', 'unprejudiced')",-1.5399717,-1.612439,-0.4591888,-0.5241609,-0.0649721
45,0.14353368,0.24285391,"('incompetent', 'competent')",-0.18581489,-0.15539269,-0.0211406,0.0437306,0.0648712
46,-0.047751077,-0.0138691105,"('uncompetitive', 'competitive')",-0.78068936,-0.7138487,-0.4142202,-0.3638589,0.0503613
47,0.2950141,0.34658718,"('stupid', 'smart')",5.905427,6.0017967,3.1002204,3.174192,0.0739716
48,0.143159,0.10744461,"('unintelligent', 'intelligent')",0.83950555,0.8903622,0.4913323,0.4989034,0.0075711
49,0.4882372,0.61761796,"('unable', 'able')",0.20333381,0.35128617,0.3457855,0.4844521,0.1386666
50,0.37944087,0.46677667,"('clumsy', 'skillful')",0.19565235,0.22150666,0.2875466,0.3441417,0.0565951
51,-0.0661934,-0.15049902,"('uneducated', 'educated')",0.26969042,0.22599377,0.1017485,0.0377474,-0.0640011
52,-1.3520682,-1.525167,"('irrational', 'rational')",0.4003016,0.174462,-0.4758833,-0.6753525,-0.1994692
53,-1.5424862,-1.4622985,"('uncreative', 'creative')",1.0170878,0.97097796,-0.2626992,-0.2456603,0.0170389
54,-0.51771677,-0.5070975,"('incapable', 'capable')",1.3671218,1.4067756,0.4247025,0.4498391,0.0251366
55,0.92937094,0.96387607,"('incompetent', 'clever')",-0.10113803,-0.051128548,0.4141164,0.4563738,0.0422574
56,1.1506196,1.1694112,"('impractical', 'practical')",-0.23496622,-0.061021738,0.4578267,0.5541947,0.096368
57,-0.30420804,-0.27274427,"('unimaginative', 'imaginative')",-2.7939572,-2.7605562,-1.5490826,-1.5166502,0.0324324
58,-0.5801069,-0.56418097,"('undiscriminating', 'discriminating')",0.18375522,0.15089135,-0.1981758,-0.2066448,-0.008469
59,-0.30412188,-0.319096,"('foolish', 'wise')",0.6853549,0.6391113,0.1906165,0.1600076,-0.0306089
60,1.7634572,1.7871019,"('inefficient', 'efficient')",-0.07298805,0.16884899,0.8452346,0.9779754,0.1327408
61,-0.27673942,-0.4022973,"('illogical', 'logical')",0.30562103,0.10556375,0.0144408,-0.1483668,-0.1628076
62,0.49650714,0.64446,"('incompetent', 'brilliant')",0.050480634,0.33066317,0.2734939,0.4875616,0.2140677
63,-0.32241267,-0.21714506,"('unperceptive', 'insightful')",0.73260367,0.8984136,0.2050955,0.3406343,0.1355388
64,0.7188808,0.6612382,"('shy', 'confident')",-6.9992595,-6.973037,-3.1401894,-3.1558993,-0.0157099
65,0.6434735,0.5145596,"('insecure', 'secure')",-0.6227815,-0.6222904,0.010346,-0.0538654,-0.0642114
66,-1.4313637,-1.3583196,"('inactive', 'active')",0.5702579,0.48032397,-0.4305529,-0.4389978,-0.0084449
67,1.1724347,1.1556156,"('doubtful', 'determined')",-0.6458924,-0.6472295,0.2632712,0.254193,-0.0090782
68,0.07795441,0.06198612,"('dependent', 'independent')",-0.24314237,-0.25330862,-0.082594,-0.0956613,-0.0130673
69,0.23532769,0.2957589,"('lazy', 'industrious')",-0.40935382,-0.45639881,-0.0870131,-0.08032,0.0066931
70,0.27284423,0.3746049,"('lethargic', 'energetic')",0.29488564,0.40447775,0.2838649,0.3895413,0.1056764
71,-0.14545423,-0.06599486,"('diffident', 'self-confident')",0.58779454,0.56257415,0.2211702,0.2482896,0.0271194
72,0.061033096,0.0723749,"('unambitious', 'ambitious')",-0.8306521,-0.7428697,-0.3848095,-0.3352474,0.0495621
73,0.38823882,0.33952513,"('helpless', 'self-reliant')",-3.0821397,-3.0708835,-1.3469504,-1.3656791,-0.0187287
74,0.12452096,0.182519,"('undedicated', 'dedicated')",-0.09413182,-0.15635423,0.0151946,0.0130824,-0.0021122
75,-0.4256861,-0.35789996,"('meek', 'impulsive')",-0.43393248,-0.33939356,-0.4298093,-0.3486468,0.0811625
76,0.92790973,1.0334243,"('anxious', 'daring')",-0.14272252,-0.063513175,0.3925936,0.4849555,0.0923619
77,0.23191503,0.287032,"('unmotivated', 'motivated')",-1.1590165,-1.0066122,-0.4635507,-0.3597901,0.1037606
78,0.12028793,0.28234375,"('nonresilient', 'resilient')",0.09108992,0.14691034,0.1056889,0.214627,0.1089381
79,-1.4331762,-1.3368537,"('wavering', 'unwavering')",0.09503813,0.13622263,-0.669069,-0.6003156,0.0687534
80,0.5324316,0.5020095,"('dominated', 'dominating')",-1.8120947,-1.7521237,-0.6398315,-0.6250571,0.0147744
81,1.1282408,1.0898547,"('submissive', 'aggressive')",-0.852743,-0.67128515,0.1377489,0.2092848,0.0715359
82,0.041420855,0.112214155,"('poor', 'rich')",6.645257,6.756324,3.343339,3.434269,0.09093
83,-0.030188315,-0.10074854,"('powerless', 'powerful')",-0.9271295,-1.0110066,-0.4786589,-0.5558776,-0.0772187
84,0.83339554,0.7493126,"('inferior', 'superior')",1.0261817,0.96570855,0.9297886,0.8575106,-0.072278
85,-1.0618726,-1.1116802,"('insignificant', 'prestigious')",0.8755624,0.72971135,-0.0931551,-0.1909844,-0.0978293
86,-1.1442914,-1.2157662,"('uninfluential', 'influential')",-0.0058877394,-0.09177248,-0.5750896,-0.6537693,-0.0786797
87,0.05201327,0.004756919,"('unsuccessful', 'successful')",0.48261204,0.48414657,0.2673126,0.2444517,-0.0228609
88,-0.3168399,-0.350068,"('low', 'eminent')",0.33368874,0.35371134,0.0084244,0.0018217,-0.0066027
