,eaton_male,eaton_female,tuple,corp_male,corp_female,plc_male,plc_female,average_male,average_female,female-male
0,0.24833027,0.24491566,"('unsociable', 'sociable')",-0.5628485,-0.7280673,-0.3814455,-0.47801965,-0.2319879,-0.3203904,-0.0884025
1,0.87713104,0.77657217,"('unfriendly', 'friendly')",-0.4833656,-0.69390243,2.0423193,1.8349003,0.8120282,0.63919,-0.1728382
2,0.16838181,0.19618472,"('unlikable', 'likable')",0.91911656,1.0735044,0.32467285,0.39272493,0.4707237,0.554138,0.0834143
3,-0.19609727,0.07224991,"('repellent', 'pleasant')",-0.007094304,0.039806705,-0.15492688,-0.051385187,-0.1193728,0.0202238,0.1395966
4,-0.13531604,-0.266124,"('disliked', 'liked')",1.1547902,1.1122458,-6.144395,-6.3402443,-1.7083069,-1.8313742,-0.1230673
5,0.8081907,0.54449946,"('distant', 'outgoing')",0.38845214,0.3550318,0.6965999,0.62365234,0.6310809,0.5077279,-0.123353
6,0.13602227,-0.023898415,"('distant', 'open')",-0.4716575,-0.53816354,0.68065125,0.61809367,0.1150053,0.0186772,-0.0963281
7,0.43421286,0.57680136,"('insensitive', 'sensitive')",-1.4118031,-1.4110471,0.2903263,0.36318514,-0.229088,-0.1570202,0.0720678
8,0.16558877,0.073790975,"('unaffectionate', 'affectionate')",-0.44959435,-0.5959282,0.9316092,0.7797232,0.2158679,0.085862,-0.1300059
9,0.579566,0.5479994,"('unaffectionate', 'caring')",-0.5199352,-0.68996125,1.3345672,1.2538989,0.4647326,0.3706457,-0.0940869
10,0.1389494,0.30409586,"('unsympathetic', 'sympathetic')",-2.400549,-2.4859567,-0.87524986,-0.8850042,-1.0456165,-1.0222884,0.0233281
11,0.12481886,0.21666142,"('unhelpful', 'helpful')",-0.7210467,-0.7736778,1.132652,1.1068926,0.1788081,0.1832921,0.004484
12,1.0182832,1.1474464,"('unsupportive', 'supportive')",-0.18097728,-0.13333085,-1.7607983,-1.7794528,-0.3078308,-0.2551124,0.0527184
13,-0.38116175,-0.356664,"('impolite', 'polite')",-1.1612053,-1.1848514,-0.040421285,0.024772853,-0.5275961,-0.5055808,0.0220153
14,1.3527722,1.4690564,"('antisocial', 'social')",0.4330772,0.49737185,-0.007099496,-0.0104287565,0.5929166,0.6519998,0.0590832
